ensemblID	chr	start	end	band	symbol	isHK	isTF
ENSG00000171735	1	6785324	7769706	p36.31	CAMTA1	1	1
ENSG00000171763	15	45402331	45421419	q21.1	SPATA5L1	1	0
ENSG00000171792	12	2876258	2889523	p13.33	RHNO1	0	0
ENSG00000171812	1	36095236	36125220	p34.3	COL8A2	0	0
ENSG00000171813	10	132397168	132417863	q26.3	PWWP2B	0	0
ENSG00000171823	12	1565993	1594165	p13.33	FBXL14	0	0
ENSG00000171824	1	11066618	11099881	p36.22	EXOSC10	1	0
ENSG00000171827	19	37467585	37488652	q13.12	ZNF570	0	1
ENSG00000171848	2	10120698	10131419	p25.1	RRM2	0	0
ENSG00000171858	20	62387116	62388520	q13.33	RPS21	0	0
ENSG00000171860	12	8058302	8066471	p13.31	C3AR1	0	0
ENSG00000171861	17	782273	792509	p13.3	MRM3	0	0
ENSG00000171863	2	3575205	3580920	p25.3	RPS7	0	0
ENSG00000171864	20	4721910	4728460	p13	PRND	0	0
ENSG00000171928	17	18780995	18806714	p11.2	TVP23B	1	0
ENSG00000171953	17	17977409	18039209	p11.2	ATPAF2	1	0
ENSG00000171962	17	17972813	18016889	p11.2	DRC3	0	0
ENSG00000171970	19	2900898	2918476	p13.3	ZNF57	0	1
ENSG00000171988	10	63167221	63521850	q21.3	JMJD1C	0	0
ENSG00000172006	19	2819874	2835773	p13.3	ZNF554	0	1
ENSG00000172009	19	2785460	2815807	p13.3	THOP1	1	0
ENSG00000172037	3	49121114	49133118	p21.31	LAMB2	0	0
ENSG00000172046	3	49108046	49120938	p21.31	USP19	1	0
ENSG00000172053	3	49095932	49105135	p21.31	QARS	1	0
ENSG00000172057	17	39921041	39927601	q21.1	ORMDL3	1	0
ENSG00000172061	3	194355247	194369743	q29	LRRC15	0	0
ENSG00000172062	5	70925030	70953942	q13.2	SMN1	0	0
ENSG00000172081	19	2071038	2096673	p13.3	MOB3A	0	0
ENSG00000172113	3	48290722	48301685	p21.31	NME6	1	0
ENSG00000172115	7	25120091	25125361	p15.3	CYCS	0	0
ENSG00000172116	2	86815339	86861924	p11.2	CD8B	0	0
ENSG00000172123	17	35411060	35433283	q12	SLFN12	0	0
ENSG00000172139	3	112140887	112294258	q13.2	SLC9C1	0	0
ENSG00000172167	8	120445400	120542133	q24.12	MTBP	0	0
ENSG00000172172	8	120380761	120445402	q24.12	MRPL13	1	0
ENSG00000172175	18	58671386	58754477	q21.32	MALT1	0	0
ENSG00000172215	3	45940933	45948353	p21.31	CXCR6	0	0
ENSG00000172236	16	1240696	1242554	p13.3	TPSAB1	0	0
ENSG00000172239	5	43526267	43557758	p12	PAIP1	1	0
ENSG00000172262	5	43065176	43192021	p12	ZNF131	1	1
ENSG00000172269	11	119096503	119108331	q23.3	DPAGT1	1	0
ENSG00000172270	19	571277	583493	p13.3	BSG	1	0
ENSG00000172273	11	119121587	119136044	q23.3	HINFP	1	1
ENSG00000172336	7	100706053	100707495	q22.1	POP7	1	0
ENSG00000172354	7	100673531	100679174	q22.1	GNB2	1	0
ENSG00000172361	18	50227193	50266522	q21.1	CFAP53	0	0
ENSG00000172366	16	636817	648474	p13.3	MCRIP2	0	0
ENSG00000172375	11	119102198	119118544	q23.3	C2CD2L	0	0
ENSG00000172409	11	57648992	57661868	q12.1	CLP1	1	0
ENSG00000172428	2	240126563	240136807	q37.3	COPS9	0	0
ENSG00000172432	6	43605316	43629162	p21.1	GTPBP2	0	0
ENSG00000172465	X	103628704	103630953	q22.2	TCEAL1	0	0
ENSG00000172466	18	35332212	35345482	q12.2	ZNF24	1	1
ENSG00000172469	6	95577543	95609457	q16.1	MANEA	0	0
ENSG00000172500	11	65883741	65888539	q13.1	FIBP	1	0
ENSG00000172531	11	67398183	67421183	q13.2	PPP1CA	1	0
ENSG00000172586	10	73782047	73783652	q22.2	CHCHD1	1	0
ENSG00000172590	14	22829879	22835037	q11.2	MRPL52	1	0
ENSG00000172613	11	67317871	67398410	q13.2	RAD9A	0	0
ENSG00000172661	10	45727200	45792961	q11.22	WASHC2C	0	0
ENSG00000172663	11	67461710	67469272	q13.2	TMEM134	1	0
ENSG00000172671	10	45615501	45672780	q11.22	ZFAND4	0	0
ENSG00000172725	11	67435510	67443821	q13.2	CORO1B	0	0
ENSG00000172728	8	33370824	33473422	p12	FUT10	0	0
ENSG00000172732	11	65857126	65867653	q13.1	MUS81	1	0
ENSG00000172748	8	232137	264703	p23.3	ZNF596	0	1
ENSG00000172757	11	65823022	65862026	q13.1	CFL1	0	0
ENSG00000172765	3	129647792	129893606	q22.1	TMCC1	1	0
ENSG00000172766	13	41311205	41377030	q14.11	NAA16	0	0
ENSG00000172775	16	57152466	57186116	q13	FAM192A	1	0
ENSG00000172785	9	121038	179147	p24.3	CBWD1	0	0
ENSG00000172789	12	54032853	54035358	q13.13	HOXC5	0	1
ENSG00000172795	5	112976702	113020970	q22.2	DCP2	0	0
ENSG00000172809	17	74203582	74210655	q25.1	RPL38	0	0
ENSG00000172830	11	67303448	67312607	q13.2	SSH3	0	0
ENSG00000172831	16	66934444	66945096	q22.1	CES2	0	0
ENSG00000172840	16	66878589	66895754	q22.1	PDP2	1	0
ENSG00000172869	5	119037772	119249138	q23.1	DMXL1	0	0
ENSG00000172888	3	40524878	40574685	p22.1	ZNF621	0	1
ENSG00000172890	11	71453109	71524107	q13.4	NADSYN1	0	0
ENSG00000172893	11	71428193	71452868	q13.4	DHCR7	0	0
ENSG00000172922	11	65714005	65720947	q13.1	RNASEH2C	1	0
ENSG00000172932	11	67288547	67302485	q13.2	ANKRD13D	0	0
ENSG00000172936	3	38138478	38143022	p22.2	MYD88	0	0
ENSG00000172939	3	38165089	38255488	p22.2	OXSR1	0	0
ENSG00000172943	X	53936676	54048958	p11.22	PHF8	0	0
ENSG00000172977	11	65711996	65719604	q13.1	KAT5	1	0
ENSG00000172986	3	72888073	72998138	p13	GXYLT2	0	0
ENSG00000172992	17	45023340	45061109	q21.31	DCAKD	1	0
ENSG00000173011	4	7041899	7057952	p16.1	TADA2B	0	0
ENSG00000173020	11	67266410	67286556	q13.2	GRK2	0	0
ENSG00000173039	11	65653596	65663094	q13.1	RELA	1	1
ENSG00000173065	17	28755978	28855232	q11.2	FAM222B	0	0
ENSG00000173113	11	64316460	64318084	q13.1	TRMT112	1	0
ENSG00000173120	11	67119269	67258087	q13.2	KDM2A	1	1
ENSG00000173137	8	144373101	144393242	q24.3	ADCK5	0	0
ENSG00000173141	13	21176645	21179084	q12.11	MRPL57	0	0
ENSG00000173145	10	94333226	94362959	q23.33	NOC3L	0	0
ENSG00000173153	11	64305572	64316743	q13.1	ESRRA	0	1
ENSG00000173156	11	67056818	67072013	q13.2	RHOD	0	0
ENSG00000173166	2	203394345	203535410	q33.2	RAPH1	0	0
ENSG00000173193	3	122680618	122730840	q21.1	PARP14	0	0
ENSG00000173207	1	154974653	154979249	q21.3	CKS1B	0	0
ENSG00000173218	1	115641953	115698224	p13.1	VANGL1	0	0
ENSG00000173230	3	121663199	121749767	q13.33	GOLGB1	1	0
ENSG00000173264	11	64270062	64289500	q13.1	GPR137	0	0
ENSG00000173272	2	131464900	131492743	q21.1	MZT2A	1	0
ENSG00000173273	8	9555914	9782346	p23.1	TNKS	0	0
ENSG00000173281	8	9136255	9151574	p23.1	PPP1R3B	0	0
ENSG00000173327	11	65597755	65615382	q13.1	MAP3K11	0	0
ENSG00000173334	8	125430321	125438405	q24.13	TRIB1	0	0
ENSG00000173369	1	22652762	22661538	p36.12	C1QB	0	0
ENSG00000173372	1	22636506	22639608	p36.12	C1QA	0	0
ENSG00000173391	12	10158301	10172138	p13.2	OLR1	0	0
ENSG00000173402	3	49468703	49535618	p21.31	DAG1	1	0
ENSG00000173409	1	230978981	231000595	q42.2	ARV1	1	0
ENSG00000173418	20	20017116	20033655	p11.23	NAA20	1	0
ENSG00000173436	1	19484403	19629821	p36.13	MINOS1	1	0
ENSG00000173456	11	119334527	119337313	q23.3	RNF26	1	0
ENSG00000173457	11	64244480	64246941	q13.1	PPP1R14B	0	0
ENSG00000173465	11	65570430	65573942	q13.1	SSSCA1	1	0
ENSG00000173473	3	47585272	47782106	p21.31	SMARCC1	0	0
ENSG00000173486	11	64241003	64244132	q13.1	FKBP2	0	0
ENSG00000173511	11	64234538	64238793	q13.1	VEGFB	0	0
ENSG00000173530	8	23135588	23164030	p21.3	TNFRSF10D	0	0
ENSG00000173531	3	49683947	49689501	p21.31	MST1	0	0
ENSG00000173535	8	23102590	23117437	p21.3	TNFRSF10C	0	0
ENSG00000173540	3	49716844	49723951	p21.31	GMPPB	0	0
ENSG00000173542	4	70902326	71022449	q13.3	MOB1B	0	0
ENSG00000173545	5	16451519	16465792	p15.1	ZNF622	1	0
ENSG00000173548	15	75647906	75662301	q24.2	SNX33	0	0
ENSG00000173581	19	55641062	55653161	q13.42	CCDC106	0	0
ENSG00000173599	11	66848233	66958376	q13.2	PC	0	0
ENSG00000173611	9	124942608	125143506	q33.3	SCAI	0	0
ENSG00000173614	1	9943428	9985501	p36.22	NMNAT1	0	0
ENSG00000173621	11	66856647	66860475	q13.2	LRFN4	0	0
ENSG00000173653	11	66842835	66846546	q13.2	RCE1	0	0
ENSG00000173660	1	46303631	46316776	p33	UQCRH	0	0
ENSG00000173674	X	20124518	20141844	p22.12	EIF1AX	0	0
ENSG00000173726	1	235109336	235128936	q42.3	TOMM20	1	0
ENSG00000173744	2	227472152	227561214	q36.3	AGFG1	1	0
ENSG00000173757	17	42199168	42276707	q21.2	STAT5B	0	1
ENSG00000173786	17	41966741	41977731	q21.2	CNP	0	0
ENSG00000173801	17	41754604	41786931	q21.2	JUP	0	0
ENSG00000173889	3	170086732	170181749	q26.2	PHC3	0	0
ENSG00000173894	17	79778132	79787983	q25.3	CBX2	0	1
ENSG00000173898	11	66685248	66729226	q13.2	SPTBN2	0	0
ENSG00000173914	11	66664998	66677921	q13.2	RBM4B	0	0
ENSG00000173915	10	103389041	103396492	q24.33	ATP5MD	0	0
ENSG00000173917	17	48540894	48544989	q21.32	HOXB2	0	1
ENSG00000173928	19	11374685	11376951	p13.2	SWSAP1	0	0
ENSG00000173933	11	66638617	66668374	q13.2	RBM4	1	0
ENSG00000173992	11	66592821	66606019	q13.2	CCS	0	0
ENSG00000174007	3	196706277	196712293	q29	CEP19	0	0
ENSG00000174013	3	196568611	196589059	q29	FBXO45	1	0
ENSG00000174021	1	84498325	84506565	p22.3	GNG5	0	0
ENSG00000174059	1	207880972	207911402	q32.2	CD34	0	0
ENSG00000174099	12	65278643	65491430	q14.3	MSRB3	0	0
ENSG00000174109	16	1419744	1420800	p13.3	C16orf91	1	0
ENSG00000174130	4	38823715	38856817	p14	TLR6	0	0
ENSG00000174132	5	100535305	100586741	q21.1	FAM174A	1	0
ENSG00000174151	1	109494052	109502932	p13.3	CYB561D1	0	0
ENSG00000174165	11	66520637	66546238	q13.2	ZDHHC24	0	0
ENSG00000174173	3	101561862	101566446	q12.3	TRMT10C	1	0
ENSG00000174175	1	169588849	169630193	q24.2	SELP	0	0
ENSG00000174177	16	88706463	88715386	q24.3	CTU2	1	0
ENSG00000174227	4	499210	540196	p16.3	PIGG	1	0
ENSG00000174231	17	1650629	1684882	p13.3	PRPF8	1	0
ENSG00000174236	12	27696519	27697596	p11.22	REP15	0	0
ENSG00000174238	17	1517718	1562816	p13.3	PITPNA	1	0
ENSG00000174243	12	48829764	48852842	q13.12	DDX23	1	0
ENSG00000174276	11	65116403	65117708	q13.1	ZNHIT2	0	0
ENSG00000174282	17	7459366	7484263	p13.1	ZBTB4	0	1
ENSG00000174292	17	7380534	7389774	p13.1	TNK1	0	0
ENSG00000174306	20	41178448	41317672	q12	ZHX3	1	1
ENSG00000174327	17	7036075	7040121	p13.1	SLC16A13	0	0
ENSG00000174348	1	53062052	53085502	p32.3	PODN	0	0
ENSG00000174373	14	35538352	35809304	q13.2	RALGAPA1	0	0
ENSG00000174405	13	108207439	108218368	q33.3	LIG4	1	0
ENSG00000174437	12	110280756	110351093	q24.11	ATP2A2	0	0
ENSG00000174446	15	66490135	66497813	q22.31	SNAPC5	1	1
ENSG00000174456	12	110027028	110073686	q24.11	C12orf76	0	0
ENSG00000174483	11	66510606	66533627	q13.2	BBS1	0	0
ENSG00000174485	15	65658046	65792293	q22.31	DENND4A	1	0
ENSG00000174500	3	112120841	112133305	q13.2	GCSAM	0	0
ENSG00000174501	2	95836919	95991831	q11.1	ANKRD36C	0	0
ENSG00000174516	11	66466327	66477337	q13.2	PELI3	0	0
ENSG00000174547	11	66435075	66466738	q13.2	MRPL11	1	0
ENSG00000174579	3	136148922	136197241	q22.3	MSL2	0	0
ENSG00000174586	19	58354357	58362848	q13.43	ZNF497	0	1
ENSG00000174606	1	212992182	213015826	q32.3	ANGEL2	0	0
ENSG00000174628	16	19716456	19858467	p12.3	IQCK	0	0
ENSG00000174684	11	66345372	66347692	q13.2	B4GAT1	0	0
ENSG00000174695	5	83052846	83077863	q14.2	TMEM167A	0	0
ENSG00000174720	4	112636964	112657592	q25	LARP7	1	0
ENSG00000174738	3	23945260	23980618	p24.2	NR1D2	0	1
ENSG00000174744	11	66337333	66345125	q13.2	BRMS1	1	0
ENSG00000174748	3	23916545	23924374	p24.2	RPL15	0	0
ENSG00000174749	4	112145397	112195256	q25	FAM241A	0	0
ENSG00000174775	11	532242	537287	p15.5	HRAS	0	0
ENSG00000174776	3	167478684	167653983	q26.1	WDR49	0	0
ENSG00000174780	4	56467336	56503681	q12	SRP72	1	0
ENSG00000174791	11	66330242	66336840	q13.2	RIN1	0	0
ENSG00000174804	11	86945679	86955391	q14.2	FZD4	0	0
ENSG00000174807	11	66314487	66317044	q13.2	CD248	0	0
ENSG00000174839	3	57625457	57693089	p14.3	DENND6A	0	0
ENSG00000174840	3	57556276	57566844	p14.3	PDE12	1	0
ENSG00000174842	1	92246402	92298987	p22.1	GLMN	0	0
ENSG00000174851	11	66284580	66289170	q13.2	YIF1A	1	0
ENSG00000174885	11	278365	285359	p15.5	NLRP6	0	0
ENSG00000174886	19	5891276	5904006	p13.3	NDUFA11	1	0
ENSG00000174903	11	66268533	66277492	q13.2	RAB1B	1	0
ENSG00000174915	11	448268	491399	p15.5	PTDSS2	0	0
ENSG00000174917	19	5678421	5680896	p13.3	C19orf70	1	0
ENSG00000174928	3	155762617	155806351	q25.31	C3orf33	0	0
ENSG00000174939	16	29900375	29919864	p11.2	ASPHD1	0	0
ENSG00000174953	3	154272546	154324497	q25.2	DHX36	1	0
ENSG00000174989	12	116910956	117031148	q24.22	FBXW8	0	0
ENSG00000174996	11	66257294	66267860	q13.2	KLC2	0	0
ENSG00000175054	3	142449235	142578826	q23	ATR	0	0
ENSG00000175063	20	45812576	45816957	q13.12	UBE2C	0	0
ENSG00000175073	8	66628487	66667217	q13.1	VCPIP1	0	0
ENSG00000175104	11	36487027	36510272	p12	TRAF6	1	0
ENSG00000175105	3	88059274	88144665	p11.1	ZNF654	1	1
ENSG00000175106	17	15502264	15563595	p12	TVP23C	0	0
ENSG00000175110	3	139005806	139357223	q23	MRPS22	1	0
ENSG00000175115	11	66070363	66244747	q13.1	PACS1	0	0
ENSG00000175137	1	248810446	248826633	q44	SH3BP5L	1	0
ENSG00000175166	3	184298709	184309054	q27.1	PSMD2	1	0
ENSG00000175175	17	58755869	58985176	q22	PPM1E	0	0
ENSG00000175182	3	184335926	184348421	q27.1	FAM131A	0	0
ENSG00000175193	3	183829271	183884933	q27.1	PARL	1	0
ENSG00000175198	13	100089015	100530437	q32.3	PCCA	0	0
ENSG00000175203	12	57530102	57547331	q13.3	DCTN2	1	0
ENSG00000175213	11	46700818	46705912	p11.2	ZNF408	1	1
ENSG00000175216	11	46743048	46846308	p11.2	CKAP5	0	0
ENSG00000175220	11	46677080	46700615	p11.2	ARHGAP1	0	0
ENSG00000175221	19	867630	893218	p13.3	MED16	1	0
ENSG00000175224	11	46617527	46674818	p11.2	ATG13	1	0
ENSG00000175283	9	128945530	128947619	q34.11	DOLK	1	0
ENSG00000175305	8	94879770	94896678	q22.1	CCNE2	0	0
ENSG00000175322	18	14057457	14132490	p11.21	ZNF519	0	1
ENSG00000175324	8	38163321	38176730	p11.23	LSM1	1	0
ENSG00000175334	11	66002079	66004149	q13.1	BANF1	1	0
ENSG00000175348	11	8947294	8965011	p15.4	TMEM9B	1	0
ENSG00000175354	18	12785478	12929643	p11.21	PTPN2	0	0
ENSG00000175376	11	65996545	66002176	q13.1	EIF1AD	1	0
ENSG00000175387	18	47808957	47931146	q21.1	SMAD2	1	0
ENSG00000175390	11	7970251	8001862	p15.4	EIF3F	0	0
ENSG00000175449	5	95646754	95684773	q15	RFESD	0	0
ENSG00000175467	11	65961689	65979828	q13.1	SART1	1	0
ENSG00000175470	10	131900644	131959834	q26.3	PPP2R2D	1	0
ENSG00000175482	11	67350777	67356972	q13.2	POLD4	0	0
ENSG00000175505	11	67364168	67374177	q13.2	CLCF1	0	0
ENSG00000175536	11	74491712	74493733	q13.4	LIPT2	0	0
ENSG00000175550	11	65919257	65921561	q13.1	DRAP1	1	1
ENSG00000175573	11	65916808	65919117	q13.1	C11orf68	0	0
ENSG00000175575	11	73876699	73931124	q13.4	PAAF1	0	0
ENSG00000175581	11	73787316	73865133	q13.4	MRPL48	1	0
ENSG00000175582	11	73675638	73761137	q13.4	RAB6A	1	0
ENSG00000175595	16	13920157	13952345	p13.12	ERCC4	0	0
ENSG00000175602	11	65890112	65891635	q13.1	CCDC85B	0	0
ENSG00000175634	11	67428460	67435408	q13.2	RPS6KB2	1	0
ENSG00000175662	17	17843511	17972422	p11.2	TOM1L2	0	0
ENSG00000175691	19	2933218	2944971	p13.3	ZNF77	0	1
ENSG00000175707	1	26949562	26960406	p36.11	KDF1	0	0
ENSG00000175756	1	1373730	1375495	p36.33	AURKAIP1	1	0
ENSG00000175768	9	37582646	37592642	p13.2	TOMM5	1	0
ENSG00000175782	12	68746106	68793964	q15	SLC35E3	1	0
ENSG00000175792	3	128064778	128153914	q21.3	RUVBL1	1	0
ENSG00000175806	8	10054268	10428891	p23.1	MSRA	1	0
ENSG00000175826	17	7243591	7252491	p13.1	CTDNEP1	0	0
ENSG00000175854	9	128275379	128288990	q34.11	SWI5	0	0
ENSG00000175857	5	58491435	58497090	q11.2	GAPT	0	0
ENSG00000175879	2	176129694	176132695	q31.1	HOXD8	0	1
ENSG00000175895	8	95133804	95156684	q22.1	PLEKHF2	0	0
ENSG00000175931	17	76389451	76453206	q25.1	UBE2O	0	0
ENSG00000175970	12	120710435	120723640	q24.31	UNC119B	0	0
ENSG00000176022	1	1232226	1235041	p36.33	B3GALT6	1	0
ENSG00000176087	5	140564456	140569103	q31.3	SLC35A4	1	0
ENSG00000176095	3	49724294	49786542	p21.31	IP6K1	1	0
ENSG00000176101	9	137188647	137190370	q34.3	SSNA1	1	0
ENSG00000176105	18	721588	812546	p11.32	YES1	0	0
ENSG00000176108	17	80991598	81009517	q25.3	CHMP6	1	0
ENSG00000176142	3	119429500	119468830	q13.33	TMEM39A	1	0
ENSG00000176155	17	82101460	82212830	q25.3	CCDC57	0	0
ENSG00000176182	19	45890020	45902604	q13.32	MYPOP	1	1
ENSG00000176209	8	42541155	42555193	p11.21	SMIM19	0	0
ENSG00000176225	18	70003031	70205945	q22.2	RTTN	0	0
ENSG00000176248	9	137174784	137188549	q34.3	ANAPC2	1	0
ENSG00000176261	1	32600172	32650903	p35.1	ZBTB8OS	1	0
ENSG00000176273	10	93893973	93956062	q23.33	SLC35G1	0	0
ENSG00000176293	19	58059239	58086310	q13.43	ZNF135	0	1
ENSG00000176340	11	63974607	63976543	q13.1	COX8A	1	0
ENSG00000176396	19	39538705	39540333	q13.2	EID2	1	0
ENSG00000176401	19	39530990	39532854	q13.2	EID2B	0	0
ENSG00000176402	7	99923269	99929620	q22.1	GJC3	0	0
ENSG00000176407	2	84971093	85059472	p11.2	KCMF1	1	1
ENSG00000176444	1	155262868	155278491	q22	CLK2	0	0
ENSG00000176473	14	100376418	100530303	q32.2	WDR25	1	0
ENSG00000176533	19	2511219	2702709	p13.3	GNG7	0	0
ENSG00000176563	17	42798792	42811587	q21.2	CNTD1	0	0
ENSG00000176619	19	2427638	2456996	p13.3	LMNB2	0	0
ENSG00000176623	8	86468257	86514357	q21.3	RMDN1	1	0
ENSG00000176624	18	51174550	51218304	q21.2	MEX3C	0	0
ENSG00000176692	16	86566829	86569728	q24.1	FOXC2	0	1
ENSG00000176732	2	24115371	24123477	p23.3	PFN4	0	0
ENSG00000176842	16	54930862	54934485	q12.2	IRX5	0	1
ENSG00000176853	8	123768456	123815452	q24.13	FAM91A1	0	0
ENSG00000176890	18	657604	673578	p11.32	TYMS	0	0
ENSG00000176903	14	73711783	73714372	q24.3	PNMA1	0	0
ENSG00000176915	12	132725503	132761888	q24.33	ANKLE2	0	0
ENSG00000176946	2	241584405	241637449	q37.3	THAP4	1	1
ENSG00000176953	16	28950807	28967097	p11.2	NFATC2IP	1	0
ENSG00000176973	11	65572349	65574198	q13.1	FAM89B	0	0
ENSG00000176974	17	18327860	18363563	p11.2	SHMT1	0	0
ENSG00000176986	10	73744384	73772161	q22.2	SEC24C	1	0
ENSG00000176994	17	18315310	18328055	p11.2	SMCR8	0	0
ENSG00000177000	1	11785723	11806920	p36.22	MTHFR	0	0
ENSG00000177025	19	57958437	57974534	q13.43	C19orf18	0	0
ENSG00000177030	11	644233	706715	p15.5	DEAF1	0	1
ENSG00000177042	11	695428	705028	p15.5	TMEM80	0	0
ENSG00000177045	19	45764785	45769226	q13.32	SIX5	0	1
ENSG00000177051	19	45710629	45730904	q13.32	FBXO46	0	0
ENSG00000177082	15	84639281	84654343	q25.2	WDR73	1	0
ENSG00000177084	12	132623753	132687365	q24.33	POLE	0	0
ENSG00000177105	11	3826978	3840983	p15.4	RHOG	0	0
ENSG00000177106	11	694438	727727	p15.5	EPS8L2	0	0
ENSG00000177125	9	126860665	126885878	q33.3	ZBTB34	0	1
ENSG00000177150	18	13663347	13726663	p11.21	FAM210A	0	0
ENSG00000177156	11	747329	765024	p15.5	TALDO1	1	0
ENSG00000177169	12	131894651	131923167	q24.33	ULK1	1	0
ENSG00000177192	12	131929200	131945896	q24.33	PUS1	0	0
ENSG00000177200	16	53055033	53329150	q12.2	CHD9	0	0
ENSG00000177202	19	48606743	48607714	q13.33	SPACA4	0	0
ENSG00000177225	11	767220	777488	p15.5	GATD1	0	0
ENSG00000177239	9	137086927	137109187	q34.3	MAN1B1	1	0
ENSG00000177302	17	18271428	18315007	p11.2	TOP3A	0	0
ENSG00000177303	17	75500261	75515583	q25.1	CASKIN2	0	0
ENSG00000177352	3	49162535	49166321	p21.31	CCDC71	1	0
ENSG00000177370	17	997117	1003671	p13.3	TIMM22	1	0
ENSG00000177426	18	3411608	3459978	p11.31	TGIF1	0	1
ENSG00000177427	17	18260534	18266552	p11.2	MIEF2	0	0
ENSG00000177463	3	14947584	15053600	p25.1	NR2C2	0	1
ENSG00000177464	19	45589764	45602208	q13.32	GPR4	0	0
ENSG00000177465	14	73591706	73596496	q24.3	ACOT4	0	0
ENSG00000177479	3	48918821	48986382	p21.31	ARIH2	1	0
ENSG00000177485	X	120250752	120258398	q24	ZBTB33	1	1
ENSG00000177508	16	54283304	54286763	q12.2	IRX3	0	1
ENSG00000177548	16	28904421	28936526	p11.2	RABEP2	0	0
ENSG00000177576	18	49477250	49487252	q21.1	C18orf32	1	0
ENSG00000177595	11	799179	809753	p15.5	PIDD1	0	0
ENSG00000177600	11	809647	812880	p15.5	RPLP2	0	0
ENSG00000177602	17	3723903	3726699	p13.2	HASPIN	0	0
ENSG00000177606	1	58780788	58784327	p32.1	JUN	0	1
ENSG00000177613	10	51695487	51699591	q21.1	CSTF2T	1	0
ENSG00000177646	3	128879596	128916067	q21.3	ACAD9	1	0
ENSG00000177663	22	17084954	17115694	q11.1	IL17RA	0	0
ENSG00000177666	11	818902	825573	p15.5	PNPLA2	0	0
ENSG00000177674	1	11736084	11754802	p36.22	AGTRAP	0	0
ENSG00000177683	7	108554543	108569750	q31.1	THAP5	1	1
ENSG00000177685	11	826144	831991	p15.5	CRACR2B	0	0
ENSG00000177697	11	832843	839831	p15.5	CD151	0	0
ENSG00000177700	11	837356	842545	p15.5	POLR2L	1	0
ENSG00000177728	17	75441159	75500090	q25.1	TMEM94	0	0
ENSG00000177731	17	18244836	18258916	p11.2	FLII	0	0
ENSG00000177732	20	325595	330224	p13	SOX12	0	1
ENSG00000177830	11	867860	915058	p15.5	CHID1	1	0
ENSG00000177839	5	141187127	141191541	q31.3	PCDHB9	0	0
ENSG00000177879	5	115841481	115914081	q22.3	AP3S1	1	0
ENSG00000177885	17	75318076	75405709	q25.1	GRB2	0	0
ENSG00000177889	12	93405673	93442262	q22	UBE2N	1	0
ENSG00000177951	11	167784	207428	p15.5	BET1L	0	0
ENSG00000177954	1	153990755	153992155	q21.3	RPS27	0	0
ENSG00000177963	11	207511	215113	p15.5	RIC8A	1	0
ENSG00000177971	15	75639085	75648706	q24.2	IMP3	1	0
ENSG00000177981	12	48147788	48181213	q13.11	ASB8	1	0
ENSG00000177989	22	50529710	50532580	q13.33	ODF3B	0	0
ENSG00000178026	22	24585620	24593208	q11.23	LRRC75B	0	0
ENSG00000178035	3	49024325	49029408	p21.31	IMPDH2	0	0
ENSG00000178057	3	49020459	49023495	p21.31	NDUFAF3	1	0
ENSG00000178074	2	199911256	199955935	q33.1	C2orf69	1	0
ENSG00000178105	11	108665025	108940930	q22.3	DDX10	1	0
ENSG00000178127	18	9102630	9134345	p11.22	NDUFV2	1	0
ENSG00000178149	3	49015488	49022293	p21.31	DALRD3	1	0
ENSG00000178175	5	72442652	72507727	q13.2	ZNF366	0	1
ENSG00000178187	5	178941191	178966433	q35.3	ZNF454	0	1
ENSG00000178201	19	57454790	57457142	q13.43	VN1R1	0	0
ENSG00000178209	8	143915147	143976734	q24.3	PLEC	0	0
ENSG00000178229	19	57320509	57330776	q13.43	ZNF543	0	1
ENSG00000178234	7	152025674	152122347	q36.1	GALNT11	0	0
ENSG00000178252	3	49007062	49015953	p21.31	WDR6	1	0
ENSG00000178295	2	17753858	17788941	p24.2	GEN1	0	0
ENSG00000178301	11	77589391	77610355	q14.1	AQP11	0	0
ENSG00000178307	17	21197280	21214624	p11.2	TMEM11	0	0
ENSG00000178338	5	178859953	178888122	q35.3	ZNF354B	0	1
ENSG00000178386	19	44051367	44067991	q13.31	ZNF223	0	1
ENSG00000178397	7	6329409	6348981	p22.1	FAM220A	0	0
ENSG00000178425	6	116100849	116249497	q22.1	NT5DC1	1	0
ENSG00000178467	3	48989886	49007154	p21.31	P4HTM	1	0
ENSG00000178502	17	41853545	41865431	q21.2	KLHL11	0	0
ENSG00000178605	X	304529	318819	p22.33	GTPBP6	0	0
ENSG00000178665	7	55887475	55942530	p11.2	ZNF713	0	1
ENSG00000178685	8	143977153	144012772	q24.3	PARP10	0	0
ENSG00000178691	17	31937018	32001045	q11.2	SUZ12	1	0
ENSG00000178719	8	143990058	143993415	q24.3	GRINA	1	0
ENSG00000178741	15	74919791	74938168	q24.2	COX5A	0	0
ENSG00000178761	15	74899987	74907121	q24.2	FAM219B	0	0
ENSG00000178802	15	74890005	74902219	q24.1	MPI	1	0
ENSG00000178814	8	144051266	144063965	q24.3	OPLAH	0	0
ENSG00000178896	8	144078626	144080647	q24.3	EXOSC4	1	0
ENSG00000178917	3	44494847	44510636	p21.31	ZNF852	0	1
ENSG00000178921	17	8247618	8270491	p13.1	PFAS	0	0
ENSG00000178927	17	82442589	82450829	q25.3	CYBC1	0	0
ENSG00000178935	19	57803841	57814913	q13.43	ZNF552	0	1
ENSG00000178950	4	849276	932373	p16.3	GAK	0	0
