ensemblID	chr	start	end	band	symbol	isHK	isTF	community
ENSG00000186448	3	44584888	44648471	p21.31	ZNF197	1	1	218
ENSG00000186462	X	73212299	73214848	q13.2	NAP1L2	0	0	157
ENSG00000186469	14	51826195	51979342	q22.1	GNG2	0	0	268
ENSG00000186470	6	26365159	26378320	p22.2	BTN3A2	0	0	273
ENSG00000186480	7	155297776	155310235	q36.3	INSIG1	0	0	274
ENSG00000186493	5	2752131	2755397	p15.33	C5orf38	0	0	326
ENSG00000186501	1	27322145	27336400	p36.11	TMEM222	1	0	45
ENSG00000186510	1	16018875	16034050	p36.13	CLCNKA	0	0	110
ENSG00000186522	2	109542982	109614206	q13	SEPT10	0	0	19
ENSG00000186523	8	12182096	12194133	p23.1	FAM86B1	0	0	275
ENSG00000186566	17	44395284	44503430	q21.31	GPATCH8	0	0	19
ENSG00000186575	22	29603556	29698598	q12.2	NF2	1	0	218
ENSG00000186635	11	72685069	72793599	q13.4	ARAP1	0	0	25
ENSG00000186638	9	34252381	34311371	p13.3	KIF24	0	0	276
ENSG00000186642	11	72576141	72674591	q13.4	PDE2A	0	0	110
ENSG00000186665	17	67991101	67996431	q24.2	C17orf58	1	0	19
ENSG00000186666	12	49836039	49843129	q13.12	BCDIN3D	0	0	13
ENSG00000186687	5	131170810	131205426	q23.3	LYRM7	0	0	326
ENSG00000186716	22	23179704	23318037	q11.23	BCR	0	0	326
ENSG00000186812	18	35241030	35267133	q12.2	ZNF397	1	1	218
ENSG00000186814	18	35251058	35290245	q12.2	ZSCAN30	0	1	19
ENSG00000186815	12	113221050	113298585	q24.13	TPCN1	1	0	218
ENSG00000186832	17	41609778	41615899	q21.2	KRT16	0	0	25
ENSG00000186868	17	45894382	46028334	q21.31	MAPT	0	0	326
ENSG00000186918	8	28345585	28402701	p21.1	ZNF395	0	1	218
ENSG00000186951	22	46150521	46243756	q13.31	PPARA	1	1	60
ENSG00000186994	19	8322584	8343262	p13.2	KANK3	0	0	163
ENSG00000187017	1	6424776	6461367	p36.31	ESPN	0	0	326
ENSG00000187051	22	39529093	39532855	q13.1	RPS19BP1	1	0	45
ENSG00000187079	11	12674591	12944483	p15.3	TEAD1	0	1	60
ENSG00000187098	3	69739435	69968337	p13	MITF	0	1	19
ENSG00000187164	10	116881482	117126586	q25.3	SHTN1	0	0	340
ENSG00000187187	19	39984134	40021041	q13.2	ZNF546	0	1	218
ENSG00000187193	16	56682424	56684196	q13	MT1X	0	0	32
ENSG00000187210	9	76419850	76651203	q21.13	GCNT1	0	0	25
ENSG00000187260	7	151375909	151410727	q36.1	WDR86	0	0	277
ENSG00000187391	7	78017057	79453574	q21.11	MAGI2	0	0	278
ENSG00000187446	15	41230839	41281890	q15.1	CHP1	1	0	60
ENSG00000187479	11	43942505	43944338	p11.2	C11orf96	0	0	25
ENSG00000187498	13	110148963	110307233	q34	COL4A1	0	0	60
ENSG00000187514	2	231706895	231713541	q37.1	PTMA	0	0	45
ENSG00000187522	10	14838164	14871741	p13	HSPA14	1	0	279
ENSG00000187531	17	81911939	81921323	q25.3	SIRT7	0	0	268
ENSG00000187546	7	15200318	15562015	p21.2	AGMO	0	0	19
ENSG00000187554	1	223109406	223143282	q41	TLR5	0	0	60
ENSG00000187605	2	73986404	74108176	p13.1	TET3	0	1	280
ENSG00000187608	1	1001138	1014540	p36.33	ISG15	0	0	4
ENSG00000187626	6	28244623	28252224	p22.1	ZKSCAN4	0	1	25
ENSG00000187634	1	923928	944581	p36.33	SAMD11	0	0	19
ENSG00000187699	2	189879609	190203484	q32.2	C2orf88	0	0	163
ENSG00000187713	9	137204082	137205638	q34.3	TMEM203	1	0	326
ENSG00000187741	16	89737549	89816657	q24.3	FANCA	0	0	318
ENSG00000187742	9	89318506	89359662	q22.2	SECISBP2	1	0	45
ENSG00000187790	14	45135940	45200890	q21.2	FANCM	0	0	281
ENSG00000187824	17	10699015	10730316	p13.1	TMEM220	0	0	217
ENSG00000187837	6	26055787	26056428	p22.2	HIST1H1C	0	0	264
ENSG00000187840	8	38030341	38060365	p11.23	EIF4EBP1	0	0	60
ENSG00000187866	9	68780034	68784608	q21.11	FAM122A	1	0	32
ENSG00000187942	1	21812265	21825221	p36.12	LDLRAD2	0	0	45
ENSG00000187955	8	120059780	120372036	q24.12	COL14A1	0	0	19
ENSG00000188060	1	28592200	28595443	p35.3	RAB42	0	0	87
ENSG00000188064	22	45920362	45977129	q13.31	WNT7B	0	0	268
ENSG00000188107	6	63719980	65707225	q12	EYS	0	0	60
ENSG00000188112	6	42101118	42142619	p21.1	C6orf132	0	0	326
ENSG00000188130	22	50245450	50261825	q13.33	MAPK12	0	0	326
ENSG00000188157	1	1020123	1056118	p36.33	AGRN	0	0	176
ENSG00000188186	7	100148907	100155944	q22.1	LAMTOR4	1	0	110
ENSG00000188215	16	20854925	20900384	p12.3	DCUN1D3	1	0	25
ENSG00000188283	19	37217926	37248738	q13.12	ZNF383	0	1	25
ENSG00000188290	1	998962	1000172	p36.33	HES4	0	1	298
ENSG00000188313	3	146515180	146544864	q24	PLSCR1	0	1	326
ENSG00000188322	16	28292519	28323849	p12.1	SBK1	0	0	326
ENSG00000188342	13	45120515	45284909	q14.12	GTF2F2	1	0	60
ENSG00000188372	7	76397518	76442071	q11.23	ZP3	0	0	282
ENSG00000188452	2	181536676	181680665	q31.3	CERKL	0	0	283
ENSG00000188483	9	129175552	129178262	q34.11	IER5L	0	0	25
ENSG00000188486	11	119093854	119095467	q23.3	H2AFX	1	0	218
ENSG00000188488	14	94561442	94593120	q32.13	SERPINA5	0	0	14
ENSG00000188493	19	40740856	40751553	q13.2	C19orf54	0	0	60
ENSG00000188529	1	23964804	23980927	p36.11	SRSF10	1	0	25
ENSG00000188559	20	20389552	20712488	p11.23	RALGAPA2	0	0	220
ENSG00000188603	16	28474111	28495575	p12.1	CLN3	0	0	326
ENSG00000188612	17	75165586	75182983	q25.1	SUMO2	0	0	60
ENSG00000188613	10	119029716	119033732	q26.11	NANOS1	0	0	243
ENSG00000188636	22	44492572	44498298	q13.31	RTL6	0	0	45
ENSG00000188643	1	153606886	153613145	q21.3	S100A16	0	0	19
ENSG00000188647	9	69709522	69759959	q21.12	PTAR1	0	0	284
ENSG00000188677	22	43999211	44172949	q13.31	PARVB	0	0	326
ENSG00000188690	10	125784980	125823285	q26.2	UROS	1	0	45
ENSG00000188706	X	129803288	129843909	q26.1	ZDHHC9	0	0	326
ENSG00000188735	12	121712752	121783001	q24.31	TMEM120B	0	0	60
ENSG00000188766	19	38388421	38399587	q13.2	SPRED3	0	0	285
ENSG00000188785	19	57389850	57402992	q13.43	ZNF548	0	1	25
ENSG00000188786	1	37809567	37859620	p34.3	MTF1	0	1	25
ENSG00000188811	13	39038306	39050109	q13.3	NHLRC3	0	0	268
ENSG00000188921	9	20999515	21031636	p21.3	HACD4	0	0	19
ENSG00000188959	9	110190048	110208189	q31.3	C9orf152	0	0	326
ENSG00000188994	6	87152833	87264196	q14.3	ZNF292	0	1	326
ENSG00000189043	7	10931951	10940256	p21.3	NDUFA4	1	0	60
ENSG00000189056	7	103471784	103989516	q22.1	RELN	0	0	243
ENSG00000189058	3	195568702	195584205	q29	APOD	0	0	326
ENSG00000189077	7	75986837	75994659	q11.23	TMEM120A	1	0	60
ENSG00000189091	16	70523788	70577670	q22.1	SF3B3	1	0	286
ENSG00000189114	19	45178745	45181801	q13.32	BLOC1S3	1	0	25
ENSG00000189120	17	47844908	47855874	q21.32	SP6	0	1	32
ENSG00000189143	7	73799542	73832693	q11.23	CLDN4	0	0	25
ENSG00000189171	1	153618787	153631360	q21.3	S100A13	0	0	69
ENSG00000189184	4	137518918	137532494	q28.3	PCDH18	0	0	326
ENSG00000189292	2	279558	288851	p25.3	ALKAL2	0	0	326
ENSG00000189320	7	135728348	135748846	q33	FAM180A	0	0	19
ENSG00000189337	1	13892792	15118043	p36.21	KAZN	0	0	25
ENSG00000189369	X	51743431	51746232	p11.22	GSPT2	1	0	110
ENSG00000189403	13	30456704	30617597	q12.3	HMGB1	1	0	69
ENSG00000189420	X	153418322	153426481	q28	ZFP92	0	1	97
ENSG00000189431	11	13009577	13012106	p15.3	RASSF10	0	0	268
ENSG00000196083	3	190514051	190659750	q28	IL1RAP	0	0	177
ENSG00000196109	19	22179091	22215775	p12	ZNF676	0	1	287
ENSG00000196126	6	32578769	32589848	p21.32	HLA-DRB1	0	0	316
ENSG00000196150	8	144876497	144902168	q24.3	ZNF250	0	1	25
ENSG00000196152	9	127424374	127445372	q33.3	ZNF79	0	1	45
ENSG00000196154	1	153543613	153550136	q21.3	S100A4	0	0	19
ENSG00000196182	1	36339624	36385896	p34.3	STK40	0	0	268
ENSG00000196199	13	19633681	19673459	q12.11	MPHOSPH8	0	0	25
ENSG00000196214	19	52269571	52296046	q13.41	ZNF766	0	1	25
ENSG00000196227	20	59933764	59948680	q13.33	FAM217B	0	0	25
ENSG00000196236	22	40857077	40932815	q13.2	XPNPEP3	0	0	25
ENSG00000196305	9	92210207	92293756	q22.31	IARS	1	0	298
ENSG00000196313	7	72879365	72951440	q11.23	POM121	1	0	110
ENSG00000196329	7	150722253	150750033	q36.1	GIMAP5	0	0	32
ENSG00000196352	1	207321376	207386804	q32.2	CD55	0	0	243
ENSG00000196365	19	5691834	5720572	p13.3	LONP1	1	0	288
ENSG00000196367	7	98877933	99050831	q22.1	TRRAP	0	0	69
ENSG00000196372	10	5638867	5666595	p15.1	ASB13	0	0	268
ENSG00000196378	8	144773114	144787345	q24.3	ZNF34	0	1	293
ENSG00000196387	12	133079838	133107544	q24.33	ZNF140	0	1	218
ENSG00000196391	15	90352245	90369146	q26.1	ZNF774	0	1	19
ENSG00000196411	7	100802565	100827521	q22.1	EPHB4	0	0	218
ENSG00000196418	1	247121975	247172016	q44	ZNF124	0	1	218
ENSG00000196419	22	41621119	41664048	q13.2	XRCC6	1	0	177
ENSG00000196422	9	135479079	135488893	q34.3	PPP1R26	0	0	45
ENSG00000196428	3	150408335	150466431	q25.1	TSC22D2	0	0	25
ENSG00000196449	1	37802944	37808185	p34.3	YRDC	1	0	25
ENSG00000196453	7	149431363	149461123	q36.1	ZNF777	1	1	45
ENSG00000196456	7	150379335	150398631	q36.1	ZNF775	0	1	289
ENSG00000196458	12	132918308	132956306	q24.33	ZNF605	0	1	25
ENSG00000196465	12	56152256	56159647	q13.2	MYL6B	0	0	326
ENSG00000196504	2	152651593	152717997	q23.3	PRPF40A	1	0	45
ENSG00000196505	1	117863485	117929630	p12	GDAP2	0	0	116
ENSG00000196507	X	103607451	103629690	q22.2	TCEAL3	0	0	45
ENSG00000196517	1	43991500	44031467	p34.1	SLC6A9	0	0	290
ENSG00000196526	4	7758714	7939926	p16.1	AFAP1	0	0	326
ENSG00000196535	17	29071124	29180412	q11.2	MYO18A	0	0	69
ENSG00000196544	17	8188333	8190907	p13.1	BORCS6	0	0	25
ENSG00000196547	15	90902218	90922584	q26.1	MAN2A2	1	0	60
ENSG00000196586	6	75749192	75919537	q14.1	MYO6	0	0	326
ENSG00000196588	22	40410281	40636702	q13.2	MRTFA	0	0	127
ENSG00000196636	7	97116590	97181763	q21.3	SDHAF3	0	0	202
ENSG00000196639	3	11137093	11263557	p25.3	HRH1	0	0	218
ENSG00000196652	7	99504651	99534700	q22.1	ZKSCAN5	0	1	45
ENSG00000196653	3	44712643	44723831	p21.31	ZNF502	0	1	326
ENSG00000196663	14	102362963	102502481	q32.31	TECPR2	0	0	268
ENSG00000196670	5	180847611	180861285	q35.3	ZFP62	0	1	25
ENSG00000196684	19	16134028	16158575	p13.11	HSH2D	0	0	326
ENSG00000196693	10	42574185	42638568	q11.21	ZNF33B	0	1	25
ENSG00000196704	17	68247574	68257164	q24.2	AMZ2	0	0	60
ENSG00000196715	7	65873166	65959563	q11.21	VKORC1L1	0	0	268
ENSG00000196735	6	32628179	32647062	p21.32	HLA-DQA1	0	0	316
ENSG00000196743	5	151212150	151270440	q33.1	GM2A	0	0	243
ENSG00000196821	6	34587288	34696859	p21.31	C6orf106	1	0	268
ENSG00000196843	2	96536743	96552638	q11.2	ARID5A	0	1	25
ENSG00000196850	12	110533245	110583320	q24.11	PPTC7	0	0	268
ENSG00000196867	19	56538948	56556810	q13.43	ZFP28	0	1	15
ENSG00000196872	2	98793846	98936259	q11.2	KIAA1211L	0	0	32
ENSG00000196878	1	209614870	209652466	q32.2	LAMB3	0	0	326
ENSG00000196911	6	116681187	116741866	q22.1	KPNA5	0	0	96
ENSG00000196917	12	122726076	122730843	q24.31	HCAR1	0	0	19
ENSG00000196923	5	177483394	177497606	q35.3	PDLIM7	0	0	127
ENSG00000196924	X	154348524	154374638	q28	FLNA	0	0	127
ENSG00000196932	10	61406643	61453450	q21.2	TMEM26	0	0	85
ENSG00000196954	11	104942866	104969436	q22.3	CASP4	0	0	25
ENSG00000196961	19	49766968	49807113	q13.33	AP2A1	1	0	60
ENSG00000196967	19	37106734	37172741	q13.12	ZNF585A	0	1	25
ENSG00000196968	10	73772291	73780251	q22.2	FUT11	0	0	298
ENSG00000196972	X	135094987	135098634	q26.3	SMIM10L2B	0	0	32
ENSG00000196975	2	69644425	69827100	p13.3	ANXA4	0	0	19
ENSG00000197016	19	56567511	56588911	q13.43	ZNF470	0	1	15
ENSG00000197019	19	40421592	40426025	q13.2	SERTAD1	0	0	25
ENSG00000197024	7	149126416	149182802	q36.1	ZNF398	1	1	291
ENSG00000197043	5	151100712	151157882	q33.1	ANXA6	1	0	268
ENSG00000197044	19	11767000	11784078	p13.2	ZNF441	0	1	25
ENSG00000197045	14	54474484	54489196	q22.2	GMFB	0	0	218
ENSG00000197050	19	37007857	37130314	q13.12	ZNF420	0	1	25
ENSG00000197063	17	81918270	81927714	q25.3	MAFG	0	1	218
ENSG00000197070	9	137605654	137615360	q34.3	ARRDC1	0	0	326
ENSG00000197077	22	24952730	25197448	q11.23	KIAA1671	0	0	202
ENSG00000197081	6	159969099	160113507	q25.3	IGF2R	0	0	60
ENSG00000197111	12	53452102	53481162	q13.13	PCBP2	1	0	151
ENSG00000197114	20	63707465	63736142	q13.33	ZGPAT	1	1	45
ENSG00000197128	19	57466663	57477570	q13.43	ZNF772	0	1	292
ENSG00000197136	11	65615773	65637439	q13.1	PCNX3	0	0	67
ENSG00000197150	7	151028422	151047782	q36.1	ABCB8	0	0	268
ENSG00000197162	16	30573740	30585771	p11.2	ZNF785	0	1	293
ENSG00000197170	17	67337916	67366627	q24.2	PSMD12	1	0	268
ENSG00000197183	20	32443059	32585074	q11.21	NOL4L	0	0	32
ENSG00000197223	2	68041130	68110948	p14	C1D	0	0	294
ENSG00000197245	1	26159020	26163962	p36.11	FAM110D	0	0	25
ENSG00000197253	16	1227272	1230184	p13.3	TPSB2	0	0	10
ENSG00000197256	19	11164267	11197791	p13.2	KANK2	0	0	326
ENSG00000197261	6	49550646	49561907	p12.3	C6orf141	0	0	19
ENSG00000197279	6	28080975	28089563	p22.1	ZNF165	0	1	25
ENSG00000197283	6	33419661	33457541	p21.32	SYNGAP1	0	0	295
ENSG00000197296	20	44302838	44311169	q13.12	FITM2	0	0	326
ENSG00000197321	10	29457338	29736781	p11.23	SVIL	0	0	296
ENSG00000197324	14	22871613	22881580	q11.2	LRP10	0	0	19
ENSG00000197329	2	64092652	64144454	p14	PELI1	0	0	25
ENSG00000197343	7	99558406	99576453	q22.1	ZNF655	1	1	19
ENSG00000197345	11	68891276	68903835	q13.3	MRPL21	1	0	60
ENSG00000197355	9	137077501	137084539	q34.3	UAP1L1	0	0	326
ENSG00000197362	7	149069643	149090782	q36.1	ZNF786	0	1	25
ENSG00000197363	8	144798876	144811169	q24.3	ZNF517	0	1	96
ENSG00000197372	19	23525631	23687220	p12	ZNF675	0	1	25
ENSG00000197385	3	31981771	31991628	p23	ZNF860	0	1	114
ENSG00000197429	1	45694324	45750650	p34.1	IPP	0	0	326
ENSG00000197442	6	136557047	136792518	q23.3	MAP3K5	0	0	185
ENSG00000197448	7	143244093	143270854	q34	GSTK1	1	0	297
ENSG00000197451	5	178204507	178211163	q35.3	HNRNPAB	1	0	45
ENSG00000197461	7	497258	520296	p22.3	PDGFA	0	0	298
ENSG00000197483	19	55476332	55484487	q13.42	ZNF628	0	1	25
ENSG00000197548	3	11272309	11557665	p25.3	ATG7	1	0	218
ENSG00000197555	14	71320449	71741229	q24.2	SIPA1L1	0	0	45
ENSG00000197558	7	149776042	149833979	q36.1	SSPO	0	0	177
ENSG00000197562	16	589357	629272	p13.3	RAB40C	1	0	69
ENSG00000197566	17	16620737	16653856	p11.2	ZNF624	0	1	25
ENSG00000197576	7	27128507	27130799	p15.2	HOXA4	0	1	19
ENSG00000197586	20	25195693	25226729	p11.21	ENTPD6	1	0	202
ENSG00000197629	11	59208510	59212951	q12.1	MPEG1	0	0	340
ENSG00000197635	2	161992241	162074542	q24.2	DPP4	0	0	19
ENSG00000197696	15	84655129	84658563	q25.2	NMB	0	0	60
ENSG00000197705	18	32672671	32773062	q12.1	KLHL14	0	0	326
ENSG00000197713	2	210002565	210022259	q34	RPE	0	0	268
ENSG00000197747	1	151982915	151994390	q21.3	S100A10	0	0	19
ENSG00000197756	2	216498189	216579180	q35	RPL37A	0	0	222
ENSG00000197763	3	126571779	126655155	q21.3	TXNRD3	0	0	330
ENSG00000197771	10	119829404	119892556	q26.11	MCMBP	1	0	326
ENSG00000197780	1	109062486	109076002	p13.3	TAF13	1	0	326
ENSG00000197782	19	40069152	40090938	q13.2	ZNF780A	0	1	25
ENSG00000197798	11	126211414	126262986	q24.2	FAM118B	1	0	218
ENSG00000197808	19	36637192	36666853	q13.12	ZNF461	0	1	25
ENSG00000197818	20	49812713	49892242	q13.13	SLC9A8	0	0	299
ENSG00000197841	19	34734155	34745378	q13.11	ZNF181	1	1	25
ENSG00000197857	19	12224686	12294887	p13.2	ZNF44	0	1	45
ENSG00000197858	8	144082590	144086216	q24.3	GPAA1	1	0	45
ENSG00000197860	5	65665928	65723035	q12.3	SGTB	0	0	45
ENSG00000197872	2	16549459	16666331	p24.2	FAM49A	0	0	19
ENSG00000197879	17	1464186	1492812	p13.3	MYO1C	0	0	268
ENSG00000197885	3	23891660	23946591	p24.2	NKIRAS1	0	0	5
ENSG00000197892	8	29067279	29263124	p12	KIF13B	0	0	325
ENSG00000197903	6	27146418	27146798	p22.1	HIST1H2BK	0	0	264
ENSG00000197948	5	141639302	141651419	q31.3	FCHSD1	0	0	326
ENSG00000197956	1	153534599	153536244	q21.3	S100A6	0	0	19
ENSG00000197965	1	167721192	167791919	q24.2	MPZL1	0	0	127
ENSG00000197969	9	77177353	77421541	q21.2	VPS13A	0	0	330
ENSG00000197976	X	1591593	1602514	p22.33	AKAP17A	0	0	45
ENSG00000197982	1	37806979	37809454	p34.3	C1orf122	1	0	80
ENSG00000198019	1	121087345	121096310	p11.2	FCGR1B	0	0	300
ENSG00000198040	12	133037292	133063304	q24.33	ZNF84	0	1	25
ENSG00000198042	8	33484750	33501260	p12	MAK16	1	0	177
ENSG00000198053	20	1894167	1940592	p13	SIRPA	0	0	19
ENSG00000198055	5	177403204	177442901	q35.3	GRK6	0	0	25
ENSG00000198060	10	92291163	92353964	q23.32	MARCH5	1	0	19
ENSG00000198081	18	5289019	5297053	p11.31	ZBTB14	1	1	25
ENSG00000198087	6	47477789	47627263	p12.3	CD2AP	0	0	326
ENSG00000198089	22	31488688	31618586	q12.2	SFI1	0	0	326
ENSG00000198093	19	51889224	51905040	q13.41	ZNF649	1	1	326
ENSG00000198108	5	129904472	130186634	q23.3	CHSY3	0	0	330
ENSG00000198121	9	110873263	111038458	q31.3	LPAR1	0	0	19
ENSG00000198133	14	67447084	67533739	q24.1	TMEM229B	0	0	370
ENSG00000198146	15	34978341	34988287	q14	ZNF770	1	1	25
ENSG00000198157	X	81113701	81201942	q21.1	HMGN5	0	0	45
ENSG00000198162	1	117367449	117528872	p12	MAN1A2	1	0	268
ENSG00000198168	11	22813799	22830299	p14.3	SVIP	0	0	60
ENSG00000198171	20	3190350	3204685	p13	DDRGK1	1	0	45
ENSG00000198182	19	37696363	37719790	q13.12	ZNF607	0	1	25
ENSG00000198205	X	57906708	57910820	p11.21	ZXDA	1	1	202
ENSG00000198208	14	74903954	74923396	q24.3	RPS6KL1	0	0	301
ENSG00000198218	3	49029707	49094363	p21.31	QRICH1	1	0	298
ENSG00000198258	19	9827892	9830115	p13.2	UBL5	1	0	60
ENSG00000198265	17	67070438	67245989	q24.2	HELZ	1	0	302
ENSG00000198276	20	63939829	63956415	q13.33	UCKL1	1	0	326
ENSG00000198286	7	2906141	3043945	p22.2	CARD11	0	0	60
ENSG00000198301	4	75940950	75990962	q21.1	SDAD1	1	0	177
ENSG00000198324	12	111360651	111369121	q24.12	PHETA1	0	0	45
ENSG00000198331	11	125883614	125900648	q24.2	HYLS1	0	0	25
ENSG00000198369	2	65310851	65432637	p14	SPRED2	0	0	218
ENSG00000198373	16	69762306	69941741	q22.1	WWP2	1	0	110
ENSG00000198382	11	75815167	76143195	q13.5	UVRAG	0	0	268
ENSG00000198393	12	132986365	133032952	q24.33	ZNF26	0	1	218
ENSG00000198408	10	101784443	101818465	q24.32	OGA	0	0	302
ENSG00000198431	12	104215779	104350305	q23.3	TXNRD1	1	0	298
ENSG00000198435	9	137300482	137302251	q34.3	NRARP	0	0	32
ENSG00000198453	19	36916329	36998700	q13.12	ZNF568	0	1	16
ENSG00000198467	9	35681992	35690121	p13.3	TPM2	0	0	127
ENSG00000198492	1	28736621	28769775	p35.3	YTHDF2	1	0	25
ENSG00000198502	6	32517343	32530287	p21.32	HLA-DRB5	0	0	316
ENSG00000198517	7	1530714	1543043	p22.3	MAFK	0	1	25
ENSG00000198522	2	27628247	27651508	p23.3	GPN1	1	0	326
ENSG00000198542	13	101452593	101720856	q33.1	ITGBL1	0	0	303
ENSG00000198586	2	170990823	171231314	q31.1	TLK1	1	0	202
ENSG00000198612	2	237085312	237100466	q37.3	COPS8	1	0	25
ENSG00000198624	5	151181052	151224145	q33.1	CCDC69	0	0	268
ENSG00000198642	9	21329671	21335380	p21.3	KLHL9	0	0	326
ENSG00000198648	2	167954020	168248141	q24.3	STK39	0	0	60
ENSG00000198663	6	36871870	36928964	p21.2	C6orf89	1	0	268
ENSG00000198668	14	90396502	90408261	q32.11	CALM1	1	0	268
ENSG00000198707	12	88049014	88142216	q21.32	CEP290	0	0	45
ENSG00000198721	6	4115689	4135597	p25.2	ECI2	1	0	326
ENSG00000198736	16	1938210	1943326	p13.3	MSRB1	0	0	60
ENSG00000198752	14	102932379	103057462	q32.32	CDC42BPB	0	0	268
ENSG00000198755	6	35468408	35470785	p21.31	RPL10A	1	0	69
ENSG00000198774	12	85800697	85836570	q21.31	RASSF9	0	0	268
ENSG00000198783	17	34961530	34963775	q12	ZNF830	1	1	304
ENSG00000198792	22	38219291	38273034	q13.1	TMEM184B	0	0	305
ENSG00000198793	1	11106535	11262507	p36.22	MTOR	0	0	243
ENSG00000198795	18	25061926	25352190	q11.2	ZNF521	0	1	326
ENSG00000198799	1	113073209	113132260	p13.2	LRIG2	0	0	25
ENSG00000198814	X	30653359	30731456	p21.2	GK	0	0	306
ENSG00000198815	1	42176539	42335877	p34.2	FOXJ3	0	1	218
ENSG00000198816	19	7515292	7521026	p13.2	ZNF358	0	1	298
ENSG00000198818	6	166319728	166342591	q27	SFT2D1	0	0	60
ENSG00000198824	13	114314335	114337626	q34	CHAMP1	1	1	307
ENSG00000198832	22	31104772	31120069	q12.2	SELENOM	0	0	308
ENSG00000198833	6	89326625	89352848	q15	UBE2J1	1	0	25
ENSG00000198835	1	228149852	228159826	q42.13	GJC2	0	0	243
ENSG00000198836	3	193593144	193697823	q29	OPA1	1	0	60
ENSG00000198843	3	150602875	150630445	q25.1	SELENOT	0	0	309
ENSG00000198844	17	8310241	8322516	p13.1	ARHGEF15	0	0	110
ENSG00000198846	8	58805418	59119208	q12.1	TOX	0	0	19
ENSG00000198851	11	118304545	118316175	q23.3	CD3E	0	0	177
ENSG00000198858	19	896503	913245	p13.3	R3HDM4	0	0	25
ENSG00000198862	21	28928144	28992956	q21.3	LTN1	0	0	25
ENSG00000198876	9	34086387	34127399	p13.3	DCAF12	1	0	25
ENSG00000198885	2	96325331	96330517	q11.2	ITPRIPL1	0	0	202
ENSG00000198892	1	201888680	201892306	q32.1	SHISA4	0	0	116
ENSG00000198894	14	77098097	77117287	q24.3	CIPC	0	0	326
ENSG00000198898	7	116811070	116922049	q31.2	CAPZA2	1	0	330
ENSG00000198908	X	102720688	102753540	q22.1	BHLHB9	0	0	326
ENSG00000198910	X	153861514	153886174	q28	L1CAM	0	0	326
ENSG00000198912	1	3889125	3900293	p36.32	C1orf174	1	0	25
ENSG00000198915	10	43194535	43266919	q11.21	RASGEF1A	0	0	268
ENSG00000198917	9	128819651	128829821	q34.11	SPOUT1	0	0	218
ENSG00000198919	3	108589682	108694846	q13.13	DZIP3	0	0	326
ENSG00000198920	17	6578148	6640927	p13.1	KIAA0753	0	0	218
ENSG00000198925	2	219219380	219229717	q35	ATG9A	0	0	60
ENSG00000198929	1	162069774	162370475	q23.3	NOS1AP	0	0	326
ENSG00000198944	5	132813587	132816797	q31.1	SOWAHA	0	0	326
ENSG00000198947	X	31097677	33339441	p21.1	DMD	0	0	19
ENSG00000198951	22	42058354	42070842	q13.2	NAGA	0	0	310
ENSG00000198952	1	156249224	156282825	q22	SMG5	1	0	177
ENSG00000198954	10	68988721	69043544	q22.1	KIF1BP	0	0	268
ENSG00000198961	5	109334709	109409994	q21.3	PJA2	0	0	25
ENSG00000203326	19	53365693	53392217	q13.42	ZNF525	0	1	311
ENSG00000203485	14	104689606	104722535	q32.33	INF2	1	0	268
ENSG00000203499	8	143734140	143790644	q24.3	IQANK1	0	0	326
ENSG00000203546	14	31334312	31457441	q12	NA	0	0	268
ENSG00000203666	1	244969705	245127164	q44	EFCAB2	0	0	326
ENSG00000203747	1	161541759	161550737	q23.3	FCGR3A	0	0	312
ENSG00000203760	6	126340174	126348875	q22.32	CENPW	0	0	213
ENSG00000203880	20	64255695	64287821	q13.33	PCMTD2	0	0	326
ENSG00000203883	20	64047582	64049641	q13.33	SOX18	0	1	32
ENSG00000203943	1	84298366	84389957	p31.1	SAMD13	0	0	326
ENSG00000204103	20	40685848	40689240	q12	MAFB	0	1	32
ENSG00000204104	2	238320441	238400900	q37.3	TRAF3IP1	0	0	313
ENSG00000204116	X	73563200	73687102	q13.2	CHIC1	0	0	25
ENSG00000204128	2	231037490	231049719	q37.1	C2orf72	0	0	17
ENSG00000204130	10	68341107	68407294	q21.3	RUFY2	0	0	202
ENSG00000204138	1	28369582	28500369	p35.3	PHACTR4	1	0	314
ENSG00000204152	10	49942033	49974850	q11.23	TIMM23B	0	0	25
ENSG00000204175	10	46549044	46555530	q11.22	GPRIN2	0	0	326
ENSG00000204178	1	25430858	25500209	p36.11	MACO1	0	0	25
ENSG00000204186	2	206274663	206314438	q33.3	ZDBF2	0	0	302
ENSG00000204219	1	23381061	23424740	p36.12	TCEA3	0	0	315
ENSG00000204220	6	33289302	33298401	p21.32	PFDN6	1	0	326
ENSG00000204227	6	33208495	33212722	p21.32	RING1	1	0	25
ENSG00000204252	6	33004178	33009612	p21.32	HLA-DOA	0	0	316
ENSG00000204257	6	32948613	32969094	p21.32	HLA-DMA	0	0	316
ENSG00000204262	2	189031896	189225312	q32.2	COL5A2	0	0	19
ENSG00000204287	6	32439842	32445046	p21.32	HLA-DRA	0	0	316
ENSG00000204304	6	32184741	32190186	p21.32	PBX2	1	1	45
ENSG00000204310	6	32168212	32178096	p21.32	AGPAT1	1	0	60
ENSG00000204316	17	75898643	75905413	q25.1	MRPL38	1	0	317
