Gene Symbol	Gene ID	Cytoband
MMP19	4327	12q13.2
PYM1	84305	12q13.2
DGKA	1606	12q13.2
PMEL	6490	12q13.2
CDK2	1017	12q13.2
RAB5B	5869	12q13.2
SUOX	6821	12q13.2
LOC105369781	105369781	12q13.2
IKZF4	64375	12q13.2
RPS26	6231	12q13.2
ERBB3	2065	12q13.2
PA2G4	5036	12q13.2
RPL41	6171	12q13.2
ZC3H10	84872	12q13.2
ESYT1	23344	12q13.2
MYL6B	140465	12q13.2
MYL6	4637	12q13.2
SMARCC2	6601	12q13.2
RNF41	10193	12q13.3
NABP2	79035	12q13.3
SLC39A5	283375	12q13.3
ANKRD52	283373	12q13.3
COQ10A	93058	12q13.3
CS	1431	12q13.3
CNPY2	10330	12q13.3
PAN2	9924	12q13.3
IL23A	51561	12q13.3
STAT2	6773	12q13.3
APOF	319	12q13.3
TIMELESS	8914	12q13.3
MIP	4284	12q13.3
SPRYD4	283377	12q13.3
GLS2	27165	12q13.3
SNORA105C	106635541	12q13.3
RBMS2	5939	12q13.3
BAZ2A	11176	12q13.3
ATP5B	506	12q13.3
SNORD59B	692090	12q13.3
SNORD59A	26789	12q13.3
PTGES3	10728	12q13.3
NACA	4666	12q13.3
PRIM1	5557	12q13.3
HSD17B6	8630	12q13.3
SDR9C7	121214	12q13.3
RDH16	8608	12q13.3
GPR182	11318	12q13.3
ZBTB39	9880	12q13.3
TAC3	6866	12q13.3
MYO1A	4640	12q13.3
NEMP1	23306	12q13.3
NAB2	4665	12q13.3
STAT6	6778	12q13.3
LRP1	4035	12q13.3
LRP1-AS	105751187	12q13.3
MIR1228	100302201	12q13.3
NXPH4	11247	12q13.3
NDUFA4L2	56901	12q13.3
SHMT2	6472	12q13.3
STAC3	246329	12q13.3
R3HDM2	22864	12q13.3
INHBC	3626	12q13.3
INHBE	83729	12q13.3
GLI1	2735	12q13.3
ARHGAP9	64333	12q13.3
MARS	4141	12q13.3
MIR6758	102465454	12q13.3
DDIT3	1649	12q13.3
MBD6	114785	12q13.3
MIR616	693201	12q13.3
hsa-mir-616	-1023	12q13.3
DCTN2	10540	12q13.3
KIF5A	3798	12q13.3
PIP4K2C	79837	12q13.3
DTX3	196403	12q13.3
ARHGEF25	115557	12q13.3
LOC101927583	101927583	12q13.3
SLC26A10	65012	12q13.3
B4GALNT1	2583	12q13.3
OS9	10956	12q13.3
AGAP2-AS1	100130776	12q14.1
AGAP2	116986	12q14.1
CDK4	1019	12q14.1
MIR6759	102466729	12q14.1
TSPAN31	6302	12q14.1
MARCH9	92979	12q14.1
CYP27B1	1594	12q14.1
METTL1	4234	12q14.1
METTL21B	25895	12q14.1
TSFM	10102	12q14.1
AVIL	10677	12q14.1
CTDSP2	10106	12q14.1
MIR26A2	407016	12q14.1
LOC100506844	100506844	12q14.1
ATP23	91419	12q14.1
LOC105369785	105369785	12q14.1
LOC101927653	101927653	12q14.1
LOC100506869	100506869	12q14.1
LRIG3	121227	12q14.1
SLC16A7	9194	12q14.1
FAM19A2	338811	12q14.1
MIR6125	102465133	12q14.1
USP15	9958	12q14.1
MON2	23041	12q14.1
LINC01465	283416	12q14.1
MIRLET7I	406891	12q14.1
PPM1H	57460	12q14.1
AVPR1A	552	12q14.2
DPY19L2	283417	12q14.2
TMEM5	10329	12q14.2
TMEM5-AS1	104169670	12q14.2
SRGAP1	57522	12q14.2
C12orf66	144577	12q14.2
C12orf56	115749	12q14.2
XPOT	11260	12q14.2
TBK1	29110	12q14.2
RASSF3	283349	12q14.2
MIR548C	693129	12q14.2
MIR548Z	100500856	12q14.2
GNS	2799	12q14.3
TBC1D30	23329	12q14.3
FLJ41278	400046	12q14.3
WIF1	11197	12q14.3
LEMD3	23592	12q14.3
MSRB3	253827	12q14.3
LOC100507065	100507065	12q14.3
LOC105369187	105369187	12q14.3
RPSAP52	204010	12q14.3
HMGA2	8091	12q14.3
LOC100129940	100129940	12q14.3
MIR6074	102464827	12q14.3
LLPH	84298	12q14.3
LLPH-AS1	103625681	12q14.3
TMBIM4	51643	12q14.3
IRAK3	11213	12q14.3
MIR6502	102465249	12q14.3
HELB	92797	12q14.3
GRIP1	23426	12q14.3
LOC102724421	102724421	12q14.3
CAND1	55832	12q14.3
LOC100507175	100507175	12q15
DYRK2	8445	12q15
LOC101927901	101927901	12q15
LINC01479	101927922	12q15
IFNG-AS1	100885789	12q15
IFNG	3458	12q15
IL26	55801	12q15
IL22	50616	12q15
MDM1	56890	12q15
LOC100507195	100507195	12q15
RAP1B	5908	12q15
SNORA70G	100379132	12q15
LOC100507250	100507250	12q15
NUP107	57122	12q15
SLC35E3	55508	12q15
LOC100130075	100130075	12q15
MDM2	4193	12q15
CPM	1368	12q15
CPSF6	11052	12q15
MIR1279	100302182	12q15
LYZ	4069	12q15
YEATS4	8089	12q15
FRS2	10818	12q15
MIR3913-1	100500903	12q15
MIR3913-2	100500868	12q15
CCT2	10576	12q15
LRRC10	376132	12q15
BEST3	144453	12q15
LOC101928002	101928002	12q15
RAB3IP	117177	12q15
MYRFL	196446	12q15
LINC01481	101928062	12q15
CNOT2	4848	12q15
KCNMB4	27345	12q15
PTPRB	5787	12q15
PTPRR	5801	12q15
TSPAN8	7103	12q21.1
LGR5	8549	12q21.1
ZFC3H1	196441	12q21.1
THAP2	83591	12q21.1
TMEM19	55266	12q21.1
RAB21	23011	12q21.1
TBC1D15	64786	12q21.1
MRS2P2	729633	12q21.1
TPH2	121278	12q21.1
TRHDE-AS1	283392	12q21.1
TRHDE	29953	12q21.1
LOC101928137	101928137	12q21.1
LOC100507377	100507377	12q21.1
ATXN7L3B	552889	12q21.1
KCNC2	3747	12q21.1
CAPS2	84698	12q21.1
GLIPR1L1	256710	12q21.2
GLIPR1L2	144321	12q21.2
GLIPR1	11010	12q21.2
KRR1	11103	12q21.2
PHLDA1	22822	12q21.2
NAP1L1	4673	12q21.2
BBS10	79738	12q21.2
OSBPL8	114882	12q21.2
ZDHHC17	23390	12q21.2
CSRP2	1466	12q21.2
E2F7	144455	12q21.2
NAV3	89795	12q21.2
LOC105369860	105369860	12q21.2
SYT1	6857	12q21.2
MIR1252	100302136	12q21.2
PAWR	5074	12q21.2
PPP1R12A	4659	12q21.2
OTOGL	283310	12q21.31
PTPRQ	374462	12q21.31
MYF6	4618	12q21.31
MYF5	4617	12q21.31
LINC01490	101928420	12q21.31
LIN7A	8825	12q21.31
MIR617	693202	12q21.31
MIR618	693203	12q21.31
ACSS3	79611	12q21.31
MIR4699	100616133	12q21.31
PPFIA2	8499	12q21.31
LOC102724663	102724663	12q21.31
LOC101928449	101928449	12q21.31
CCDC59	29080	12q21.31
METTL25	84190	12q21.31
TMTC2	160335	12q21.31
SLC6A15	55117	12q21.31
TSPAN19	144448	12q21.31
LRRIQ1	84125	12q21.31
ALX1	8092	12q21.31
RASSF9	9182	12q21.31
NTS	4922	12q21.31
MGAT4C	25834	12q21.31
LOC105369879	105369879	12q21.32
MKRN9P	400058	12q21.32
C12orf50	160419	12q21.32
C12orf29	91298	12q21.32
CEP290	80184	12q21.32
TMTC3	160418	12q21.32
KITLG	4254	12q21.32
LOC728084	728084	12q21.33
DUSP6	1848	12q21.33
POC1B	282809	12q21.33
GALNT4	8693	12q21.33
POC1B-GALNT4	100528030	12q21.33
ATP2B1	490	12q21.33
LINC00936	338758	12q21.33
LOC105369891	105369891	12q21.33
LOC105369893	105369893	12q21.33
LINC00615	439916	12q21.33
CCER1	196477	12q21.33
EPYC	1833	12q21.33
KERA	11081	12q21.33
LUM	4060	12q21.33
DCN	1634	12q21.33
LINC01619	256021	12q21.33
BTG1	694	12q21.33
LOC101928617	101928617	12q21.33
CLLU1OS	574016	12q22
CLLU1	574028	12q22
C12orf74	338809	12q22
PLEKHG7	440107	12q22
EEA1	8411	12q22
LOC643339	643339	12q22
LOC102724933	102724933	12q22
NUDT4	11163	12q22
UBE2N	7334	12q22
MRPL42	28977	12q22
SOCS2-AS1	144481	12q22
SOCS2	8835	12q22
CRADD	8738	12q22
LOC101928731	101928731	12q22
LOC105369911	105369911	12q22
PLXNC1	10154	12q22
CEP83	51134	12q22
CEP83-AS1	144486	12q22
MIR5700	100847031	12q22
TMCC3	57458	12q22
MIR7844	102465834	12q22
KRT19P2	160313	12q22
MIR492	574449	12q22
NDUFA12	55967	12q22
NR2C1	7181	12q22
FGD6	55785	12q22
VEZT	55591	12q22
MIR331	442903	12q22
MIR3685	100500802	12q22
METAP2	10988	12q22
USP44	84101	12q22
PGAM1P5	100132594	12q22
NTN4	59277	12q22
LOC105369921	105369921	12q22
LOC105369920	105369920	12q23.1
SNRPF	6636	12q23.1
CCDC38	120935	12q23.1
AMDHD1	144193	12q23.1
HAL	3034	12q23.1
LTA4H	4048	12q23.1
ELK3	2004	12q23.1
CDK17	5128	12q23.1
CFAP54	144535	12q23.1
NEDD1	121441	12q23.1
RMST	196475	12q23.1
MIR1251	100302289	12q23.1
MIR135A2	406926	12q23.1
LOC643711	643711	12q23.1
MIR4495	100616287	12q23.1
MIR4303	100422924	12q23.1
SLC9A7P1	121456	12q23.1
LOC643770	643770	12q23.1
TMPO-AS1	100128191	12q23.1
TMPO	7112	12q23.1
SLC25A3	5250	12q23.1
SNORA53	677832	12q23.1
IKBIP	121457	12q23.1
APAF1	317	12q23.1
ANKS1B	56899	12q23.1
LOC101928937	101928937	12q23.1
FAM71C	196472	12q23.1
UHRF1BP1L	23074	12q23.1
GOLGA2P5	55592	12q23.1
MIR1827	100302217	12q23.1
ACTR6	64431	12q23.1
DEPDC4	120863	12q23.1
SCYL2	55681	12q23.1
SLC17A8	246213	12q23.1
NR1H4	9971	12q23.1
GAS2L3	283431	12q23.1
ANO4	121601	12q23.1
SLC5A8	160728	12q23.1
UTP20	27340	12q23.2
ARL1	400	12q23.2
SPIC	121599	12q23.2
MYBPC1	4604	12q23.2
CHPT1	56994	12q23.2
SYCP3	50511	12q23.2
GNPTAB	79158	12q23.2
DRAM1	55332	12q23.2
CCDC53	51019	12q23.2
NUP37	79023	12q23.2
PARPBP	55010	12q23.2
PMCH	5367	12q23.2
IGF1	3479	12q23.2
LINC00485	283432	12q23.2
PAH	5053	12q23.2
ASCL1	429	12q23.2
LOC101929058	101929058	12q23.2
C12orf42	374470	12q23.2
LOC105369945	105369945	12q23.2
LOC101929084	101929084	12q23.3
STAB2	55576	12q23.3
NT5DC3	51559	12q23.3
TTC41P	253724	12q23.3
HSP90B1	7184	12q23.3
MIR3652	100500842	12q23.3
C12orf73	728568	12q23.3
TDG	6996	12q23.3
GLT8D2	83468	12q23.3
HCFC2	29915	12q23.3
NFYB	4801	12q23.3
TXNRD1	7296	12q23.3
EID3	493861	12q23.3
CHST11	50515	12q23.3
MIR3922	100500843	12q23.3
SLC41A2	84102	12q23.3
C12orf45	121053	12q23.3
ALDH1L2	160428	12q23.3
LOC414300	414300	12q23.3
KIAA1033	23325	12q23.3
APPL2	55198	12q23.3
KCCAT198	105369954	12q23.3
C12orf75	387882	12q23.3
CASC18	101929110	12q23.3
NUAK1	9891	12q23.3
CKAP4	10970	12q23.3
TCP11L2	255394	12q23.3
POLR3B	55703	12q23.3
LOC100287944	100287944	12q23.3
RFX4	5992	12q23.3
LOC100505978	100505978	12q23.3
RIC8B	55188	12q23.3
TMEM263	90488	12q23.3
MTERF2	80298	12q23.3
CRY1	1407	12q23.3
BTBD11	121551	12q23.3
PWP1	11137	12q23.3
PRDM4	11108	12q23.3
LOC101929162	101929162	12q23.3
ASCL4	121549	12q23.3
LOC728739	728739	12q23.3
WSCD2	9671	12q23.3
CMKLR1	1240	12q23.3
LINC01498	102723562	12q23.3
FICD	11153	12q23.3
SART3	9733	12q23.3
ISCU	23479	12q23.3
TMEM119	338773	12q23.3
SELPLG	6404	12q24.11
MIR4496	100616240	12q24.11
CORO1C	23603	12q24.11
SSH1	54434	12q24.11
MIR619	693204	12q24.11
DAO	1610	12q24.11
SVOP	55530	12q24.11
USP30	84749	12q24.11
USP30-AS1	100131733	12q24.11
ALKBH2	121642	12q24.11
UNG	7374	12q24.11
ACACB	32	12q24.11
FOXN4	121643	12q24.11
LINC01486	101928138	12q24.11
MYO1H	283446	12q24.11
KCTD10	83892	12q24.11
UBE3B	89910	12q24.11
MMAB	326625	12q24.11
MVK	4598	12q24.11
FAM222A	84915	12q24.11
FAM222A-AS1	84983	12q24.11
TRPV4	59341	12q24.11
MIR4497	100616454	12q24.11
GLTP	51228	12q24.11
TCHP	84260	12q24.11
GIT2	9815	12q24.11
ANKRD13A	88455	12q24.11
C12orf76	400073	12q24.11
IFT81	28981	12q24.11
ATP2A2	488	12q24.11
ANAPC7	51434	12q24.11
ARPC3	10094	12q24.11
GPN3	51184	12q24.11
FAM216A	29902	12q24.11
VPS29	51699	12q24.11
RAD9B	144715	12q24.11
PPTC7	160760	12q24.11
TCTN1	79600	12q24.11
HVCN1	84329	12q24.11
PPP1CC	5501	12q24.11
CCDC63	160762	12q24.11
MYL2	4633	12q24.11
LINC01405	100131138	12q24.11
LOC105369980	105369980	12q24.11
CUX2	23316	12q24.11
MIR6760	102465455	12q24.12
FAM109A	144717	12q24.12
SH2B3	10019	12q24.12
ATXN2	6311	12q24.12
BRAP	8315	12q24.12
ACAD10	80724	12q24.12
ALDH2	217	12q24.12
MAPKAPK5-AS1	51275	12q24.12
MAPKAPK5	8550	12q24.12
MIR6761	102465456	12q24.12
ADAM1A	8759	12q24.12
TMEM116	89894	12q24.13
ERP29	10961	12q24.13
NAA25	80018	12q24.13
MIR3657	100500889	12q24.13
TRAFD1	10906	12q24.13
HECTD4	283450	12q24.13
MIR6861	102465519	12q24.13
PTPN11	5781	12q24.13
RPL6	6128	12q24.13
MIR1302-1	100302227	12q24.13
RPH3A	22895	12q24.13
OAS1	4938	12q24.13
OAS3	4940	12q24.13
OAS2	4939	12q24.13
DTX1	1840	12q24.13
RASAL1	8437	12q24.13
CFAP73	387885	12q24.13
DDX54	79039	12q24.13
MIR7106	102466222	12q24.13
RITA1	84934	12q24.13
IQCD	115811	12q24.13
TPCN1	53373	12q24.13
MIR6762	102465457	12q24.13
SLC8B1	80024	12q24.13
PLBD2	196463	12q24.13
SDS	10993	12q24.13
SDSL	113675	12q24.13
LHX5	64211	12q24.13
LHX5-AS1	104355219	12q24.13
LINC01234	100506465	12q24.13
RBM19	9904	12q24.13
TBX5	6910	12q24.21
TBX5-AS1	255480	12q24.21
TBX3	6926	12q24.21
MED13L	23389	12q24.21
MIR620	693205	12q24.21
MIR4472-2	100616309	12q24.22
LINC00173	100287569	12q24.22
MAP1LC3B2	643246	12q24.22
C12orf49	79794	12q24.22
RNFT2	84900	12q24.22
HRK	8739	12q24.22
FBXW8	26259	12q24.22
LOC100506551	100506551	12q24.22
TESC	54997	12q24.22
TESC-AS1	101928244	12q24.22
FBXO21	23014	12q24.22
NOS1	4842	12q24.22
KSR2	283455	12q24.22
RFC5	5985	12q24.23
WSB2	55884	12q24.23
VSIG10	54621	12q24.23
PEBP1	5037	12q24.23
TAOK3	51347	12q24.23
SUDS3	64426	12q24.23
LOC105370014	105370014	12q24.23
LOC105370016	105370016	12q24.23
SRRM4	84530	12q24.23
LOC105370024	105370024	12q24.23
HSPB8	26353	12q24.23
LINC00934	144742	12q24.23
CCDC60	160777	12q24.23
TMEM233	387890	12q24.23
PRKAB1	5564	12q24.23
CIT	11113	12q24.23
MIR1178	100302274	12q24.23
BICDL1	92558	12q24.23
RAB35	11021	12q24.23
GCN1	10985	12q24.23
MIR4498	100616179	12q24.23
RPLP0	6175	12q24.23
PXN-AS1	100506649	12q24.23
PXN	5829	12q24.23
RNU4-1	26835	12q24.23
RNU4-2	26834	12q24.23
SIRT4	23409	12q24.31
PLA2G1B	5319	12q24.31
MSI1	4440	12q24.31
COX6A1	1337	12q24.31
GATC	283459	12q24.31
TRIAP1	51499	12q24.31
SRSF9	8683	12q24.31
DYNLL1	8655	12q24.31
NRAV	100506668	12q24.31
COQ5	84274	12q24.31
RNF10	9921	12q24.31
POP5	51367	12q24.31
CABP1	9478	12q24.31
MLEC	9761	12q24.31
UNC119B	84747	12q24.31
MIR4700	100616329	12q24.31
ACADS	35	12q24.31
SPPL3	121665	12q24.31
XLOC_009911	105500240	12q24.31
HNF1A-AS1	283460	12q24.31
HNF1A	6927	12q24.31
C12orf43	64897	12q24.31
OASL	8638	12q24.31
P2RX7	5027	12q24.31
P2RX4	5025	12q24.31
CAMKK2	10645	12q24.31
ANAPC5	51433	12q24.31
RNF34	80196	12q24.31
KDM2B	84678	12q24.31
MIR7107	102465665	12q24.31
MIR548AQ|chr12	100847078	12q24.31
ORAI1	84876	12q24.31
MORN3	283385	12q24.31
TMEM120B	144404	12q24.31
RHOF	54509	12q24.31
LINC01089	338799	12q24.31
SETD1B	23067	12q24.31
HPD	3242	12q24.31
PSMD9	5715	12q24.31
WDR66	144406	12q24.31
BCL7A	605	12q24.31
LOC100506691	100506691	12q24.31
MLXIP	22877	12q24.31
LRRC43	254050	12q24.31
IL31	386653	12q24.31
B3GNT4	79369	12q24.31
DIABLO	56616	12q24.31
LOC101593348	101593348	12q24.31
VPS33A	65082	12q24.31
CLIP1	6249	12q24.31
CLIP1-AS1	100507066	12q24.31
ZCCHC8	55596	12q24.31
RSRC2	65117	12q24.31
KNTC1	9735	12q24.31
HCAR2	338442	12q24.31
HCAR3	8843	12q24.31
HCAR1	27198	12q24.31
DENR	8562	12q24.31
CCDC62	84660	12q24.31
HIP1R	9026	12q24.31
VPS37B	79720	12q24.31
ABCB9	23457	12q24.31
ARL6IP4	51329	12q24.31
OGFOD2	79676	12q24.31
PITPNM2	57605	12q24.31
MIR4304	100422931	12q24.31
LOC100507091	100507091	12q24.31
MPHOSPH9	10198	12q24.31
C12orf65	91574	12q24.31
CDK2AP1	8099	12q24.31
SBNO1	55206	12q24.31
MIR8072	102466877	12q24.31
KMT5A	387893	12q24.31
RILPL2	196383	12q24.31
SNRNP35	11066	12q24.31
RILPL1	353116	12q24.31
MIR3908	100500909	12q24.31
LOC101927415	101927415	12q24.31
TMED2	10959	12q24.31
DDX55	57696	12q24.31
EIF2B1	1967	12q24.31
ATP6V0A2	23545	12q24.31
GTF2H3	2967	12q24.31
TCTN2	79867	12q24.31
DNAH10	196385	12q24.31
CCDC92	80212	12q24.31
ZNF664-FAM101A	100533183	12q24.31
ZNF664	144348	12q24.31
RFLNA	144347	12q24.31
NCOR2	9612	12q24.31
MIR6880	102466204	12q24.31
SCARB1	949	12q24.31
UBC	7316	12q24.31
MIR5188	100847004	12q24.31
DHX37	57647	12q24.31
BRI3BP	140707	12q24.31
THRIL	102659353	12q24.31
AACS	65985	12q24.31
TMEM132B	114795	12q24.31
LINC00939	400084	12q24.32
LOC101927464	101927464	12q24.32
LINC00943	100507206	12q24.32
LINC00944	387895	12q24.32
LOC100128554	100128554	12q24.32
LOC100996671	100996671	12q24.32
LOC440117	440117	12q24.32
LOC101927592	101927592	12q24.32
LOC101927616	101927616	12q24.32
LOC101927637	101927637	12q24.32
LOC105370068	105370068	12q24.32
CRAT8	105370070	12q24.32
FLJ37505	400087	12q24.32
LINC00507	100862680	12q24.32
LINC00508	104472718	12q24.32
LOC100996679	100996679	12q24.32
LOC101927694	101927694	12q24.32
MIR4419B	100616298	12q24.32
MIR3612	100500817	12q24.32
TMEM132C	92293	12q24.32
SLC15A4	121260	12q24.33
GLT1D1	144423	12q24.33
TMEM132D	121256	12q24.33
LOC283352	283352	12q24.33
LOC101927735	101927735	12q24.33
FZD10-AS1	440119	12q24.33
FZD10	11211	12q24.33
LOC100190940	100190940	12q24.33
PIWIL1	9271	12q24.33
RIMBP2	23504	12q24.33
STX2	2054	12q24.33
RAN	5901	12q24.33
ADGRD1	283383	12q24.33
LACAT8	105755954	12q24.33
LINC01257	116437	12q24.33
LOC107161159	107161159	12q24.33
LOC338797	338797	12q24.33
SFSWAP	6433	12q24.33
MMP17	4326	12q24.33
ULK1	8408	12q24.33
PUS1	80324	12q24.33
EP400	57634	12q24.33
SNORA49	677829	12q24.33
EP400NL	347918	12q24.33
DDX51	317781	12q24.33
GALNT9	50614	12q24.33
LOC100130238	100130238	12q24.33
LOC101928416	101928416	12q24.33
NOC4L	79050	12q24.33
FBRSL1	57666	12q24.33
MIR6763	102465975	12q24.33
LRCOL1	100507055	12q24.33
ANHX	647589	12q24.33
ANKLE2	23141	12q24.33
CHFR	55743	12q24.33
GOLGA3	2802	12q24.33
LOC101928530	101928530	12q24.33
LOC101928597	101928597	12q24.33
P2RX2	22953	12q24.33
PGAM5	192111	12q24.33
POLE	5426	12q24.33
PXMP2	5827	12q24.33
ZNF10	7556	12q24.33
ZNF140	7699	12q24.33
ZNF268	10795	12q24.33
ZNF26	7574	12q24.33
ZNF605	100289635	12q24.33
ZNF84	7637	12q24.33
ZNF891	101060200	12q24.33
ANKRD20A9P	284232	13q11
FAM230C	26080	13q11
LINC00417	100874164	13q11
LINC00408	100652856	13q12.11
LINC00442	348021	13q12.11
TUBA3C	7278	13q12.11
LOC101928697	101928697	13q12.11
ANKRD26P3	100101938	13q12.11
LINC00421	100287114	13q12.11
TPTE2	93492	13q12.11
LINC00350	100874136	13q12.11
MPHOSPH8	54737	13q12.11
PSPC1	55269	13q12.11
ZMYM5	9205	13q12.11
ZMYM2	7750	13q12.11
LINC01072	104355137	13q12.11
GJA3	2700	13q12.11
GJB2	2706	13q12.11
GJB6	10804	13q12.11
CRYL1	51084	13q12.11
MIR4499	100616304	13q12.11
IFT88	8100	13q12.11
IL17D	53342	13q12.11
EEF1AKMT1	221143	13q12.11
XPO4	64328	13q12.11
LINC00367	101930748	13q12.11
LATS2	26524	13q12.11
SAP18	10284	13q12.11
SKA3	221150	13q12.11
MRPL57	78988	13q12.11
LINC01046	103689843	13q12.11
MIPEPP3	650794	13q12.11
LINC00539	100652865	13q12.11
ZDHHC20	253832	13q12.11
MICU2	221154	13q12.11
FGF9	2254	13q12.11
LINC00424	100874182	13q12.11
LINC00540	100506622	13q12.11
BASP1P1	646201	13q12.12
LINC00621	100996930	13q12.12
SGCG	6445	13q12.12
SACS	26278	13q12.12
SACS-AS1	100506680	13q12.12
LINC00327	100506697	13q12.12
ANKRD20A19P	400110	13q12.12
C1QTNF9B-AS1	542767	13q12.12
C1QTNF9B	387911	13q12.12
MIPEP	4285	13q12.12
SPATA13	221178	13q12.12
TNFRSF19	55504	13q12.12
MIR2276	100313842	13q12.12
SPATA13-AS1	100874231	13q12.12
C1QTNF9	338872	13q12.12
LINC00566	100861547	13q12.12
PARP4	143	13q12.12
TPTE2P6	374491	13q12.12
ATP12A	479	13q12.12
RNF17	56163	13q12.12
CENPJ	55835	13q12.12
TPTE2P1	646405	13q12.13
PABPC3	5042	13q12.13
AMER2	219287	13q12.13
LINC00463	101928922	13q12.13
LINC01053	102723318	13q12.13
MTMR6	9107	13q12.13
NUP58	9818	13q12.13
ATP8A2	51761	13q12.13
SHISA2	387914	13q12.13
RNF6	6049	13q12.13
CDK8	1024	13q12.13
WASF3	10810	13q12.13
GPR12	2835	13q12.13
USP12	219333	13q12.13
USP12-AS1	100874070	13q12.13
USP12-AS2	100874071	13q12.13
LINC00412	102723332	13q12.2
RPL21|chr13	6144	13q12.2
SNORD102	26771	13q12.2
SNORA27	619499	13q12.2
RASL11A	387496	13q12.2
GTF3A	2971	13q12.2
MTIF3	219402	13q12.2
LNX2	222484	13q12.2
POLR1D	51082	13q12.2
GSX1	219409	13q12.2
PDX1-AS1	100861550	13q12.2
PDX1	3651	13q12.2
ATP5EP2	432369	13q12.2
CDX2	1045	13q12.2
LINC00543	100132234	13q12.2
URAD	646625	13q12.2
FLT3	2322	13q12.2
PAN3-AS1	100288730	13q12.2
PAN3	255967	13q12.2
FLT1	2321	13q12.3
POMP	51371	13q12.3
SLC46A3	283537	13q12.3
MTUS2	23281	13q12.3
MTUS2-AS1	100874107	13q12.3
SLC7A1	6541	13q12.3
LOC102723345	102723345	13q12.3
UBL3	5412	13q12.3
LINC00297	100874059	13q12.3
LINC00572	100861573	13q12.3
LINC00544	440131	13q12.3
LINC00365	100874146	13q12.3
LINC00384	102157400	13q12.3
KATNAL1	84056	13q12.3
LINC00426	100188949	13q12.3
LINC01058	103724387	13q12.3
HMGB1	3146	13q12.3
USPL1	10208	13q12.3
ALOX5AP	241	13q12.3
LINC00398	100874158	13q12.3
LINC00545	440132	13q12.3
TEX26-AS1	100507064	13q12.3
MEDAG	84935	13q12.3
TEX26	122046	13q12.3
HSPH1	10808	13q12.3
B3GLCT	145173	13q12.3
RXFP2	122042	13q13.1
EEF1DP3	196549	13q13.1
FRY-AS1	100507099	13q13.1
FRY	10129	13q13.1
ZAR1L	646799	13q13.1
BRCA2	675	13q13.1
N4BP2L1	90634	13q13.1
N4BP2L2	10443	13q13.1
MINOS1P1	100462953	13q13.1
N4BP2L2-IT2	116828	13q13.1
PDS5B	23047	13q13.1
LINC00423	100874167	13q13.1
KL	9365	13q13.1
STARD13	90627	13q13.1
STARD13-AS	100874241	13q13.1
RFC3	5983	13q13.2
LINC00457	100874179	13q13.2
NBEA	26960	13q13.3
MAB21L1	4081	13q13.3
LINC00445	100507114	13q13.3
DCLK1	9201	13q13.3
CCDC169-SOHLH2	100526761	13q13.3
SOHLH2	54937	13q13.3
CCDC169	728591	13q13.3
SPG20	23111	13q13.3
SPG20-AS1	100507135	13q13.3
CCNA1	8900	13q13.3
SERTM1	400120	13q13.3
RFXAP	5994	13q13.3
SMAD9	4093	13q13.3
ALG5	29880	13q13.3
EXOSC8	11340	13q13.3
SUPT20H	55578	13q13.3
CSNK1A1L	122011	13q13.3
LINC01048	103695431	13q13.3
LINC00547	400121	13q13.3
POSTN	10631	13q13.3
TRPC4	7223	13q13.3
LINC00571	100874188	13q13.3
UFM1	51569	13q13.3
LINC00437	101929121	13q13.3
LINC00366	100874147	13q13.3
FREM2	341640	13q13.3
STOML3	161003	13q13.3
PROSER1	80209	13q13.3
NHLRC3	387921	13q13.3
LHFP	10186	13q13.3
COG6	57511	13q14.11
MIR4305	100422940	13q14.11
LINC00332	100874127	13q14.11
LINC00548	400123	13q14.11
LINC00598	646982	13q14.11
FOXO1	2308	13q14.11
MIR320D1	100313896	13q14.11
MRPS31	10240	13q14.11
SLC25A15	10166	13q14.11
TPTE2P5	100616668	13q14.11
MIR621	693206	13q14.11
SUGT1P3	283507	13q14.11
ELF1	1997	13q14.11
WBP4	11193	13q14.11
MIR3168	100422878	13q14.11
KBTBD6	89890	13q14.11
LOC101929140	101929140	13q14.11
KBTBD7	84078	13q14.11
MTRF1	9617	13q14.11
NAA16	79612	13q14.11
OR7E37P	100506759	13q14.11
RGCC	28984	13q14.11
VWA8	23078	13q14.11
MIR5006	100847026	13q14.11
VWA8-AS1	100507240	13q14.11
DGKH	160851	13q14.11
AKAP11	11215	13q14.11
LOC105370177	105370177	13q14.11
TNFSF11	8600	13q14.11
FAM216B	144809	13q14.11
LINC01050	103689845	13q14.11
LINC00428	104355147	13q14.11
DNAJC15	29103	13q14.11
ENOX1	55068	13q14.11
EPSTI1	94240	13q14.11
LINC00400	100874159	13q14.11
ENOX1-AS2	100874130	13q14.11
CCDC122	160857	13q14.11
LACC1	144811	13q14.11
LINC00284	121838	13q14.11
LINC00390	105370183	13q14.11
SMIM2-AS1	101929212	13q14.11
SMIM2-IT1	100874377	13q14.11
SMIM2	79024	13q14.11
MIR8079	102465876	13q14.11
SERP2	387923	13q14.11
TUSC8	400128	13q14.11
TSC22D1	8848	13q14.11
TSC22D1-AS1	641467	13q14.11
LINC00330	144817	13q14.12
NUFIP1	26747	13q14.12
GPALPP1	55425	13q14.12
LOC101929259	101929259	13q14.12
GTF2F2	2963	13q14.12
KCTD4	386618	13q14.12
TPT1	7178	13q14.13
