chr	start	end	id	score	phits	ghits	near_region	near_distance	type
7	11457292	11457538	MACS_peak_18356	756.38	0	0	ENSG00000106460	748702	intergen
7	11664062	11664393	MACS_peak_18357	667.02	0	0	ENSG00000106460	541847	intergen
7	12102475	12102758	MACS_peak_18358	452.74	0	0	ENSG00000106460	103482	intergen
7	12182330	12182722	MACS_peak_18359	50.58	0	0	ENSG00000106460	23518	intergen
7	12322356	12322591	MACS_peak_18360	662.31	0	0	ENSG00000106460	78988	intergen
7	12348138	12348396	MACS_peak_18361	84.98	0	0	ENSG00000106460	104770	intergen
7	12453203	12453484	MACS_peak_18362	66.96	0	0	ENSG00000106460	209835	intergen
7	12496865	12497246	MACS_peak_18363	195.32	0	0	ENSG00000106460	253497	intergen
7	12500773	12501177	MACS_peak_18364	90.89	0	0	ENSG00000106460	257405	intergen
7	12524841	12525198	MACS_peak_18365	648.81	0	0	ENSG00000106460	281473	intergen
7	12526930	12527381	MACS_peak_18366	553.12	0	0	ENSG00000106460	283562	intergen
7	12527544	12527934	MACS_peak_18367	541.64	0	0	ENSG00000106460	284176	intergen
7	12623917	12624272	MACS_peak_18369	413.79	0	0	ENSG00000106460	380549	intergen
7	12658967	12659278	MACS_peak_18370	380.3	0	0	ENSG00000106460	415599	intergen
7	12676969	12677295	MACS_peak_18371	245.93	0	0	ENSG00000106460	433601	intergen
7	12685595	12685924	MACS_peak_18372	796.97	0	0	ENSG00000106460	442227	intergen
7	12686701	12686922	MACS_peak_18373	564.54	0	0	ENSG00000106460	443333	intergen
7	13085680	13086014	MACS_peak_18374	50.31	0	0	ENSG00000106460	842312	intergen
7	13087410	13087781	MACS_peak_18375	90.49	0	0	ENSG00000106460	844042	intergen
7	13263009	13263258	MACS_peak_18376	485.56	0	0	ENSG00000106460	1019641	intergen
7	13282449	13282647	MACS_peak_18377	1025.76	0	0	ENSG00000106460	1039081	intergen
7	13293652	13293924	MACS_peak_18378	584.2	0	0	ENSG00000106460	1050284	intergen
7	13381084	13381328	MACS_peak_18379	457.21	0	0	ENSG00000106460	1137716	intergen
7	13525142	13525364	MACS_peak_18380	482.68	0	0	ENSG00000106460	1281774	intergen
7	13809164	13809581	MACS_peak_18381	198.81	0	0	ENSG00000106460	1565796	intergen
7	13819293	13819714	MACS_peak_18382	386.65	0	0	ENSG00000106460	1575925	intergen
7	14457845	14458133	MACS_peak_18383	536.7	0	0	ENSG00000106524	2136642	intergen
7	14648925	14649232	MACS_peak_18385	59.31	0	0	ENSG00000106524	1945543	intergen
7	14691704	14691965	MACS_peak_18386	996.98	0	0	ENSG00000106524	1902810	intergen
7	14705933	14706238	MACS_peak_18387	51.39	0	0	ENSG00000106524	1888537	intergen
7	15067856	15068066	MACS_peak_18388	388.76	0	0	ENSG00000106524	1526709	intergen
7	15322361	15322759	MACS_peak_18389	3100	0	0	ENSG00000106524	1272016	intergen
7	15326102	15326332	MACS_peak_18390	966.16	0	0	ENSG00000106524	1268443	intergen
7	15711924	15712168	MACS_peak_18391	629.38	0	0	ENSG00000106524	882607	intergen
7	15720928	15721210	MACS_peak_18392	705.71	0	0	ENSG00000106524	873565	intergen
7	16078117	16078439	MACS_peak_18393	430.51	0	0	ENSG00000106524	516336	intergen
7	16098626	16098926	MACS_peak_18394	812.39	0	0	ENSG00000106524	495849	intergen
7	16198429	16198736	MACS_peak_18395	188.8	0	0	ENSG00000106524	396039	intergen
7	16219186	16219578	MACS_peak_18396	82.03	0	0	ENSG00000106524	375197	intergen
7	16516318	16516545	MACS_peak_18397	695.57	0	0	ENSG00000106524	78230	intergen
7	16801180	16801453	MACS_peak_18398	458.95	0	0	ENSG00000136261	94656	intergen
7	16892834	16893067	MACS_peak_18399	647.86	0	0	ENSG00000136261	186310	intergen
7	16918323	16918668	MACS_peak_18400	405.47	0	0	ENSG00000136261	211799	intergen
7	16982673	16982896	MACS_peak_18401	3100.17	0	0	ENSG00000136261	276149	intergen
7	17050491	17050923	MACS_peak_18402	180.8	0	0	ENSG00000136261	343967	intergen
7	17063079	17063326	MACS_peak_18403	629.38	0	0	ENSG00000136261	356555	intergen
7	17097196	17097328	MACS_peak_18404	1116.4	0	0	ENSG00000136261	390672	intergen
7	17219470	17219794	MACS_peak_18405	91.93	0	0	ENSG00000136261	512946	intergen
7	17498091	17498224	MACS_peak_18406	1098.16	0	0	ENSG00000071189	287536	intergen
7	17542837	17543069	MACS_peak_18407	559.6	0	0	ENSG00000071189	242691	intergen
7	17640752	17641044	MACS_peak_18408	697.28	0	0	ENSG00000071189	144716	intergen
7	17803878	17804097	MACS_peak_18409	580.62	0	1	ENSG00000071189	0	gene
7	18352382	18352568	MACS_peak_18410	901.33	0	0	ENSG00000071189	411880	intergen
7	18356119	18356553	MACS_peak_18411	487.96	0	0	ENSG00000071189	415617	intergen
7	18989239	18989617	MACS_peak_18412	77.26	0	0	ENSG00000071189	1048737	intergen
7	19122076	19122268	MACS_peak_18414	678.9	0	0	ENSG00000183742	1007386	intergen
7	19140137	19140373	MACS_peak_18415	516.86	0	0	ENSG00000183742	989281	intergen
7	19197799	19198214	MACS_peak_18416	110.72	0	0	ENSG00000183742	931440	intergen
7	19396816	19397041	MACS_peak_18417	712.32	0	0	ENSG00000183742	732613	intergen
7	20278445	20278842	MACS_peak_18418	453.27	0	0	ENSG00000105855	46859	intergen
7	20440688	20441053	MACS_peak_18420	306.6	0	0	ENSG00000105855	24933	intergen
7	20538426	20538746	MACS_peak_18422	55.02	0	0	ENSG00000004846	71460	intergen
7	20598624	20598998	MACS_peak_18423	404.88	0	0	ENSG00000004846	11208	intergen
7	20993460	20993688	MACS_peak_18424	548.55	0	0	ENSG00000004846	216421	intergen
7	21353414	21353679	MACS_peak_18425	380.3	0	0	ENSG00000004846	576375	intergen
7	21372544	21372860	MACS_peak_18426	722.05	0	0	ENSG00000004846	595505	intergen
7	21412656	21412972	MACS_peak_18427	406.81	0	0	ENSG00000004846	635617	intergen
7	21620972	21621366	MACS_peak_18428	56.55	0	0	ENSG00000004846	843933	intergen
7	22001498	22001748	MACS_peak_18430	485.56	0	0	ENSG00000136243	1175078	intergen
7	22082974	22083208	MACS_peak_18431	532.66	0	0	ENSG00000136243	1093618	intergen
7	22311621	22311899	MACS_peak_18432	455.81	0	0	ENSG00000136243	864927	intergen
7	22487702	22487846	MACS_peak_18433	1264.23	0	0	ENSG00000136243	688980	intergen
7	22523993	22524211	MACS_peak_18434	521.39	0	0	ENSG00000136243	652615	intergen
7	22533170	22533629	MACS_peak_18435	79.16	0	0	ENSG00000136243	643197	intergen
7	22559910	22560300	MACS_peak_18436	1418.79	0	0	ENSG00000136243	616526	intergen
7	22618162	22618583	MACS_peak_18437	1112.7	0	0	ENSG00000136243	558243	intergen
7	22644765	22644917	MACS_peak_18438	1413.94	0	0	ENSG00000136243	531909	intergen
7	22799192	22799447	MACS_peak_18439	284.58	0	0	ENSG00000136243	377379	intergen
7	23039340	23039787	MACS_peak_18441	67.97	0	0	ENSG00000136243	137039	intergen
7	23045365	23045570	MACS_peak_18442	277.98	0	0	ENSG00000136243	131256	intergen
7	23086115	23086454	MACS_peak_18443	349.84	0	0	ENSG00000136243	90372	intergen
7	23185023	23185363	MACS_peak_18444	660.56	1	0	ENSG00000136243	0	promoter
7	23273200	23273558	MACS_peak_18445	399.16	0	0	ENSG00000156928	20180	intergen
7	23283109	23283355	MACS_peak_18446	629.38	0	0	ENSG00000156928	10383	intergen
7	23547011	23547251	MACS_peak_18447	637.77	0	0	ENSG00000156928	235281	intergen
7	23679918	23680233	MACS_peak_18448	553.81	0	0	ENSG00000156928	368188	intergen
7	23825951	23826170	MACS_peak_18449	133.06	0	0	ENSG00000156928	514221	intergen
7	23863179	23863475	MACS_peak_18450	693.99	0	0	ENSG00000156928	551449	intergen
7	23949874	23950253	MACS_peak_18451	63.13	0	0	ENSG00000156928	638144	intergen
7	24002481	24002694	MACS_peak_18452	68.28	0	0	ENSG00000156928	690751	intergen
7	24100846	24101110	MACS_peak_18453	72	0	0	ENSG00000156928	789116	intergen
7	24400809	24401168	MACS_peak_18454	190.34	0	0	ENSG00000172115	713922	intergen
7	24430569	24430876	MACS_peak_18455	368.13	0	0	ENSG00000172115	684214	intergen
7	24583849	24584237	MACS_peak_18456	85.8	0	0	ENSG00000172115	530853	intergen
7	25070059	25070301	MACS_peak_18457	815.2	0	0	ENSG00000172115	44789	intergen
7	25094244	25094617	MACS_peak_18458	465.93	0	0	ENSG00000172115	20473	intergen
7	25098465	25098740	MACS_peak_18459	1244.99	0	0	ENSG00000172115	16350	intergen
7	25105603	25105893	MACS_peak_18460	445.88	0	0	ENSG00000172115	9197	intergen
7	25216830	25217110	MACS_peak_18461	707.43	0	0	ENSG00000172115	91468	intergen
7	25565930	25566335	MACS_peak_18462	739.81	0	0	ENSG00000172115	440568	intergen
7	25568967	25569146	MACS_peak_18463	644.42	0	0	ENSG00000172115	443605	intergen
7	25606772	25607223	MACS_peak_18464	68.97	0	0	ENSG00000172115	481410	intergen
7	25851678	25851960	MACS_peak_18466	453.35	0	0	ENSG00000122565	344201	intergen
7	25925710	25926179	MACS_peak_18467	100.89	0	0	ENSG00000122565	269982	intergen
7	26198187	26198551	MACS_peak_18468	409.51	1	0	ENSG00000122565	0	promoter
7	26667560	26667892	MACS_peak_18469	425.26	0	0	ENSG00000105996	427461	intergen
7	26813968	26814269	MACS_peak_18470	803.95	0	0	ENSG00000105996	281084	intergen
7	26853848	26854186	MACS_peak_18471	608.12	0	0	ENSG00000105996	241167	intergen
7	26955369	26955728	MACS_peak_18472	201.59	0	0	ENSG00000105996	139625	intergen
7	27143716	27144005	MACS_peak_18473	449.12	2	1	ENSG00000105997	0	promoter
7	27150844	27151115	MACS_peak_18474	850.57	1	1	ENSG00000105997	0	promoter
7	27179592	27179975	MACS_peak_18475	380.3	0	0	ENSG00000078399	4411	intergen
7	27743674	27743819	MACS_peak_18477	1265.84	1	0	ENSG00000106052	0	promoter
7	27921328	27921506	MACS_peak_18478	954.29	0	0	ENSG00000106052	76763	intergen
7	27986275	27986551	MACS_peak_18479	137.06	0	0	ENSG00000106052	141710	intergen
7	28078309	28078633	MACS_peak_18480	547.99	0	0	ENSG00000106052	233744	intergen
7	28134463	28134634	MACS_peak_18481	1226.97	0	0	ENSG00000106052	289898	intergen
7	28389475	28389730	MACS_peak_18482	729.14	0	0	ENSG00000106052	544910	intergen
7	28927090	28927347	MACS_peak_18483	469.39	0	0	ENSG00000136193	987755	intergen
7	29387830	29388085	MACS_peak_18484	470.06	0	0	ENSG00000136193	527017	intergen
7	29589260	29589560	MACS_peak_18485	279.72	0	0	ENSG00000136193	325542	intergen
7	29878059	29878364	MACS_peak_18486	1234.98	0	0	ENSG00000136193	36738	intergen
7	30509268	30509632	MACS_peak_18487	769.12	0	0	ENSG00000006625	4423	intergen
7	30625403	30625685	MACS_peak_18488	576.71	0	1	ENSG00000106105	0	gene
7	30641401	30641745	MACS_peak_18489	57.62	0	0	ENSG00000106105	7367	intergen
7	30800699	30801030	MACS_peak_18490	927.83	0	0	ENSG00000106105	166665	intergen
7	30821178	30821476	MACS_peak_18491	611.86	0	0	ENSG00000106105	187144	intergen
7	31091233	31091545	MACS_peak_18492	435.94	0	0	ENSG00000106105	457199	intergen
7	31225491	31225720	MACS_peak_18493	1171.45	0	0	ENSG00000106105	591457	intergen
7	31471518	31471860	MACS_peak_18494	189.5	0	0	ENSG00000106105	837484	intergen
7	31503357	31503677	MACS_peak_18495	59.3	0	0	ENSG00000106105	869323	intergen
7	31504900	31505267	MACS_peak_18496	166.09	0	0	ENSG00000106105	870866	intergen
7	31621669	31621945	MACS_peak_18498	81.45	0	0	ENSG00000106355	858386	intergen
7	31624108	31624537	MACS_peak_18499	117.4	0	0	ENSG00000106355	855794	intergen
7	31633962	31634250	MACS_peak_18500	936.93	0	0	ENSG00000106355	846081	intergen
7	31736454	31736709	MACS_peak_18501	844.95	0	0	ENSG00000106355	743622	intergen
7	31782420	31782686	MACS_peak_18502	476.19	0	0	ENSG00000106355	697645	intergen
7	31968699	31969082	MACS_peak_18503	73.88	0	0	ENSG00000106355	511249	intergen
7	32063675	32063978	MACS_peak_18504	1068	0	0	ENSG00000106355	416353	intergen
7	32123592	32123797	MACS_peak_18505	740.41	0	0	ENSG00000106355	356534	intergen
7	32210717	32210985	MACS_peak_18506	603.02	0	0	ENSG00000106355	269346	intergen
7	32310095	32310323	MACS_peak_18507	128.31	0	0	ENSG00000106355	170008	intergen
7	32366312	32366591	MACS_peak_18508	1236.43	0	0	ENSG00000106355	113740	intergen
7	32468139	32468480	MACS_peak_18509	55.24	0	0	ENSG00000106355	11851	intergen
7	32479649	32479956	MACS_peak_18511	438.71	0	0	ENSG00000106355	375	intergen
7	32490812	32491268	MACS_peak_18512	477.87	1	1	ENSG00000106355	0	promoter
7	32579261	32579648	MACS_peak_18513	1198.74	0	1	ENSG00000105778	0	gene
7	32634979	32635226	MACS_peak_18514	573.39	0	0	ENSG00000105778	46257	intergen
7	32684396	32684631	MACS_peak_18515	75.39	0	0	ENSG00000105778	95674	intergen
7	32691932	32692201	MACS_peak_18516	402.42	0	0	ENSG00000105778	103210	intergen
7	32700970	32701418	MACS_peak_18517	85.61	0	0	ENSG00000105778	112248	intergen
7	32765737	32766044	MACS_peak_18518	1069.92	0	0	ENSG00000170852	97127	intergen
7	32800471	32800793	MACS_peak_18519	468.12	0	0	ENSG00000170852	62378	intergen
7	32846654	32846949	MACS_peak_18520	374.88	0	0	ENSG00000170852	16222	intergen
7	32851485	32851742	MACS_peak_18521	1595.61	0	0	ENSG00000170852	11429	intergen
7	33170357	33170574	MACS_peak_18522	154.43	0	1	ENSG00000122507	0	gene
7	33228110	33228386	MACS_peak_18523	429.01	0	1	ENSG00000122507	0	gene
7	33243369	33243643	MACS_peak_18524	1275.79	0	1	ENSG00000122507	0	gene
7	33379381	33379583	MACS_peak_18525	611.83	0	1	ENSG00000122507	0	gene
7	33411006	33411142	MACS_peak_18526	1586.65	0	1	ENSG00000122507	0	gene
7	33459590	33459941	MACS_peak_18527	415.73	0	1	ENSG00000122507	0	gene
7	33519730	33520008	MACS_peak_18528	335.61	0	1	ENSG00000122507	0	gene
7	33611610	33611926	MACS_peak_18529	553.16	0	0	ENSG00000122507	5541	intergen
7	33716467	33716873	MACS_peak_18530	614.26	0	0	ENSG00000122507	110398	intergen
7	33807806	33808094	MACS_peak_18531	569.29	0	0	ENSG00000122507	201737	intergen
7	33827329	33827593	MACS_peak_18532	53.69	0	0	ENSG00000122507	221260	intergen
7	33940866	33941227	MACS_peak_18533	646.13	0	0	ENSG00000122507	334797	intergen
7	33982363	33982640	MACS_peak_18534	1102.85	0	0	ENSG00000122507	376294	intergen
7	34058325	34058553	MACS_peak_18535	848.95	0	0	ENSG00000122507	452256	intergen
7	34203044	34203329	MACS_peak_18536	63.56	0	0	ENSG00000122507	596975	intergen
7	34205599	34205927	MACS_peak_18537	91.04	0	0	ENSG00000122507	599530	intergen
7	34320988	34321217	MACS_peak_18538	548.55	0	0	ENSG00000122507	714919	intergen
7	34478361	34478625	MACS_peak_18539	1102.85	0	0	ENSG00000122507	872292	intergen
7	34629689	34630010	MACS_peak_18541	79.92	0	0	ENSG00000122557	997648	intergen
7	34790940	34791250	MACS_peak_18543	577.45	0	0	ENSG00000122557	836408	intergen
7	34911567	34911832	MACS_peak_18546	86.87	0	0	ENSG00000122557	715826	intergen
7	34915484	34915847	MACS_peak_18547	64.34	0	0	ENSG00000122557	711811	intergen
7	35055775	35056051	MACS_peak_18548	380.3	0	0	ENSG00000122557	571607	intergen
7	35073436	35073682	MACS_peak_18549	577	0	0	ENSG00000122557	553976	intergen
7	35095296	35095707	MACS_peak_18550	121.96	0	0	ENSG00000122557	531951	intergen
7	35156691	35156989	MACS_peak_18551	81.85	0	0	ENSG00000122557	470669	intergen
7	35190319	35190559	MACS_peak_18552	892.09	0	0	ENSG00000122557	437099	intergen
7	35424923	35425234	MACS_peak_18554	812.5	0	0	ENSG00000122557	202424	intergen
7	35624651	35624877	MACS_peak_18555	548.55	0	0	ENSG00000122557	2781	intergen
7	35709554	35709813	MACS_peak_18557	468.05	0	0	ENSG00000122557	13982	intergen
7	36319151	36319452	MACS_peak_18558	371.47	0	0	ENSG00000122545	412045	intergen
7	36486839	36487089	MACS_peak_18559	652.22	0	0	ENSG00000122545	579733	intergen
7	37097358	37097568	MACS_peak_18560	607.01	0	0	ENSG00000187037	581227	intergen
7	37158557	37158842	MACS_peak_18561	93.4	0	0	ENSG00000187037	519953	intergen
7	37234884	37235172	MACS_peak_18562	449.72	0	0	ENSG00000187037	443623	intergen
7	37495662	37495975	MACS_peak_18563	1369.92	0	0	ENSG00000187037	182820	intergen
7	37853593	37853802	MACS_peak_18564	780.06	0	0	ENSG00000086288	0	intergen
7	38222522	38222900	MACS_peak_18565	403.06	0	0	ENSG00000086288	322120	intergen
7	38335732	38335893	MACS_peak_18566	1220.56	0	0	ENSG00000006715	382069	intergen
7	38345564	38345889	MACS_peak_18567	671.43	0	0	ENSG00000006715	372073	intergen
7	38359145	38359368	MACS_peak_18568	564.54	0	0	ENSG00000006715	358594	intergen
7	38363517	38363787	MACS_peak_18569	569.72	0	0	ENSG00000006715	354175	intergen
7	38368215	38368453	MACS_peak_18570	797.18	0	0	ENSG00000006715	349509	intergen
7	38398784	38399021	MACS_peak_18571	406.23	0	0	ENSG00000006715	318941	intergen
7	38632784	38632924	MACS_peak_18573	1301.7	0	0	ENSG00000006715	85038	intergen
7	39015854	39016276	MACS_peak_18574	288.34	0	0	ENSG00000006715	83459	intergen
7	39026264	39026553	MACS_peak_18575	137.11	0	0	ENSG00000006715	93869	intergen
7	39746257	39746451	MACS_peak_18576	619.53	0	0	ENSG00000006451	38132	intergen
7	40364216	40364472	MACS_peak_18578	62.38	0	0	ENSG00000168303	229563	intergen
7	40700537	40700895	MACS_peak_18579	412.35	0	0	ENSG00000168303	565884	intergen
7	41024046	41024246	MACS_peak_18580	628.77	0	0	ENSG00000168303	889393	intergen
7	41321072	41321254	MACS_peak_18581	936.57	0	0	ENSG00000168303	1186419	intergen
7	41696540	41696763	MACS_peak_18582	564.54	0	0	ENSG00000106588	1215093	intergen
7	41943075	41943364	MACS_peak_18583	449.12	0	0	ENSG00000106588	968492	intergen
7	41979862	41980055	MACS_peak_18584	678.9	0	0	ENSG00000106588	931801	intergen
7	43261345	43261634	MACS_peak_18585	681.12	0	0	ENSG00000106591	312386	intergen
7	43582770	43583029	MACS_peak_18586	468.05	0	0	ENSG00000106603	20426	intergen
7	43838859	43839222	MACS_peak_18588	317.72	0	0	ENSG00000062582	22335	intergen
7	43983770	43984033	MACS_peak_18589	708.18	0	0	ENSG00000136279	55606	intergen
7	43985954	43986200	MACS_peak_18590	1024.03	0	0	ENSG00000136279	53439	intergen
7	44019071	44019382	MACS_peak_18591	808.26	0	0	ENSG00000136279	20257	intergen
7	44020199	44020494	MACS_peak_18592	455.15	0	0	ENSG00000136279	19145	intergen
7	44469008	44469256	MACS_peak_18593	763.02	0	1	ENSG00000015676	0	gene
7	44588156	44588407	MACS_peak_18594	479.11	0	0	ENSG00000158604	5868	intergen
7	45136178	45136659	MACS_peak_18595	1755.86	0	0	ENSG00000136270	24130	intergen
7	45217568	45217841	MACS_peak_18596	458.95	0	0	ENSG00000136270	105520	intergen
7	45378131	45378452	MACS_peak_18597	51.24	0	0	ENSG00000136270	266083	intergen
7	45667342	45667660	MACS_peak_18598	67.5	0	0	ENSG00000136270	555294	intergen
7	45807865	45808278	MACS_peak_18600	475.73	0	0	ENSG00000136270	695817	intergen
7	45923245	45923554	MACS_peak_18601	683.61	0	0	ENSG00000136270	811197	intergen
7	45950491	45950764	MACS_peak_18602	69	0	0	ENSG00000136270	838443	intergen
7	46261996	46262341	MACS_peak_18603	418.68	0	0	ENSG00000136270	1149948	intergen
7	47180302	47180472	MACS_peak_18604	797.18	0	0	ENSG00000136270	2068254	intergen
7	47819290	47819669	MACS_peak_18605	1017.46	0	0	ENSG00000132436	2619458	intergen
7	47855316	47855573	MACS_peak_18606	225.51	0	0	ENSG00000132436	2583554	intergen
7	48477226	48477570	MACS_peak_18607	105.65	0	0	ENSG00000132436	1961557	intergen
7	48568863	48569107	MACS_peak_18608	421.34	0	0	ENSG00000132436	1870020	intergen
7	48673609	48673965	MACS_peak_18609	158.47	0	0	ENSG00000132436	1765162	intergen
7	48791238	48791469	MACS_peak_18610	70.79	0	0	ENSG00000132436	1647658	intergen
7	49076281	49076447	MACS_peak_18611	831.63	0	0	ENSG00000132436	1362680	intergen
7	49541986	49542308	MACS_peak_18612	673.67	0	0	ENSG00000132436	896819	intergen
7	49852742	49853006	MACS_peak_18613	366.9	0	0	ENSG00000132436	586121	intergen
7	49886655	49886959	MACS_peak_18614	488.85	0	0	ENSG00000132436	552168	intergen
7	49959262	49959478	MACS_peak_18615	580.62	0	0	ENSG00000132436	479649	intergen
7	49979915	49980313	MACS_peak_18616	505.68	0	0	ENSG00000132436	458814	intergen
7	49982107	49982425	MACS_peak_18618	551.85	0	0	ENSG00000132436	456702	intergen
7	50092398	50092782	MACS_peak_18619	1147.52	0	0	ENSG00000132436	346345	intergen
7	50119921	50120069	MACS_peak_18620	636.44	0	0	ENSG00000132436	319058	intergen
7	50142397	50142731	MACS_peak_18621	925.03	0	0	ENSG00000132436	296396	intergen
7	50696660	50696986	MACS_peak_18622	932.56	0	0	ENSG00000132436	154124	intergen
7	50845162	50845507	MACS_peak_18623	356.34	0	0	ENSG00000132436	302626	intergen
7	51367141	51367327	MACS_peak_18624	901.33	0	0	ENSG00000132436	824605	intergen
7	51393243	51393513	MACS_peak_18625	329.82	0	0	ENSG00000132436	850707	intergen
7	51430550	51430817	MACS_peak_18626	588.05	0	0	ENSG00000132436	888014	intergen
7	51682025	51682341	MACS_peak_18627	84.4	0	0	ENSG00000132436	1139489	intergen
7	51787438	51787789	MACS_peak_18628	112	0	0	ENSG00000132436	1244902	intergen
7	51890352	51890604	MACS_peak_18629	194.02	0	0	ENSG00000132436	1347816	intergen
7	51893833	51894209	MACS_peak_18630	94.4	0	0	ENSG00000132436	1351297	intergen
7	52004948	52005164	MACS_peak_18631	580.62	0	0	ENSG00000132436	1462412	intergen
7	52007308	52007457	MACS_peak_18632	954.29	0	0	ENSG00000132436	1464772	intergen
7	52104217	52104578	MACS_peak_18633	147.41	0	0	ENSG00000132436	1561681	intergen
7	52153656	52153963	MACS_peak_18634	438.71	0	0	ENSG00000132436	1611120	intergen
7	52267473	52267809	MACS_peak_18636	1912.44	0	0	ENSG00000132436	1724937	intergen
7	52735191	52735557	MACS_peak_18637	93.4	0	0	ENSG00000132436	2192655	intergen
7	52751932	52752242	MACS_peak_18638	603.02	0	0	ENSG00000132436	2209396	intergen
7	52918069	52918308	MACS_peak_18639	516.86	0	0	ENSG00000132436	2375533	intergen
7	53159524	53159740	MACS_peak_18640	314.15	0	0	ENSG00000132434	2200707	intergen
7	53214147	53214568	MACS_peak_18641	478.4	0	0	ENSG00000132434	2145879	intergen
7	53237758	53237921	MACS_peak_18642	827.89	0	0	ENSG00000132434	2122526	intergen
7	53458603	53458820	MACS_peak_18643	580.62	0	0	ENSG00000132434	1901627	intergen
7	54084966	54085254	MACS_peak_18644	572.35	0	0	ENSG00000132434	1275193	intergen
7	54224608	54224922	MACS_peak_18645	93.4	0	0	ENSG00000132434	1135525	intergen
7	54294455	54294765	MACS_peak_18646	96.55	0	0	ENSG00000132434	1065682	intergen
7	54309262	54309645	MACS_peak_18647	125.36	0	0	ENSG00000132434	1050802	intergen
7	54395277	54395616	MACS_peak_18648	538.66	0	0	ENSG00000132434	964831	intergen
7	54395643	54396060	MACS_peak_18649	611.86	0	0	ENSG00000132434	964387	intergen
7	54396203	54396589	MACS_peak_18650	511.95	0	0	ENSG00000132434	963858	intergen
7	54397265	54397596	MACS_peak_18651	425.78	0	0	ENSG00000132434	962851	intergen
7	54502213	54502488	MACS_peak_18652	58.71	0	0	ENSG00000132434	857959	intergen
7	54606682	54606925	MACS_peak_18653	891.21	0	0	ENSG00000132434	753522	intergen
7	54839660	54839892	MACS_peak_18654	989.9	0	0	ENSG00000132434	520555	intergen
7	54903423	54903671	MACS_peak_18655	525.79	0	0	ENSG00000132434	456776	intergen
7	54962683	54963044	MACS_peak_18656	67.31	0	0	ENSG00000132434	397403	intergen
7	55250228	55250461	MACS_peak_18657	532.66	0	0	ENSG00000132434	109986	intergen
7	55603256	55603501	MACS_peak_18659	501.16	0	0	ENSG00000132434	169513	intergen
7	55641242	55641440	MACS_peak_18660	604.07	0	0	ENSG00000132434	207499	intergen
7	55747273	55747703	MACS_peak_18661	740.82	0	0	ENSG00000146729	199089	intergen
7	55748437	55748792	MACS_peak_18662	641.34	0	0	ENSG00000146729	198000	intergen
7	56377747	56378177	MACS_peak_18664	618.73	0	0	ENSG00000106153	271170	intergen
7	56452273	56452656	MACS_peak_18666	54.22	0	0	ENSG00000106153	345696	intergen
7	56459759	56459899	MACS_peak_18667	1272.26	0	0	ENSG00000106153	353182	intergen
7	56599737	56599959	MACS_peak_18668	433.36	0	0	ENSG00000106153	493160	intergen
7	56840273	56840688	MACS_peak_18669	68.83	0	0	ENSG00000106153	733696	intergen
7	56842354	56842738	MACS_peak_18670	52.99	0	0	ENSG00000106153	735777	intergen
7	57090724	57091107	MACS_peak_18671	78.08	0	0	ENSG00000106153	984147	intergen
7	57489652	57489903	MACS_peak_18673	358.49	0	0	ENSG00000106153	1383075	intergen
7	57491039	57491516	MACS_peak_18674	89.24	0	0	ENSG00000106153	1384462	intergen
7	57495388	57495779	MACS_peak_18675	63.7	0	0	ENSG00000106153	1388811	intergen
7	57856919	57857264	MACS_peak_18676	83.17	0	0	ENSG00000106153	1750342	intergen
7	57880846	57881191	MACS_peak_18677	51.26	0	0	ENSG00000106153	1774269	intergen
7	57882224	57882503	MACS_peak_18678	57.86	0	0	ENSG00000106153	1775647	intergen
7	57890004	57890227	MACS_peak_18680	127.99	0	0	ENSG00000106153	1783427	intergen
7	57905573	57906049	MACS_peak_18681	87.26	0	0	ENSG00000106153	1798996	intergen
7	57907749	57908086	MACS_peak_18682	115.17	0	0	ENSG00000106153	1801172	intergen
7	57908350	57908742	MACS_peak_18683	69.92	0	0	ENSG00000106153	1801773	intergen
7	57911183	57911554	MACS_peak_18684	181.1	0	0	ENSG00000106153	1804606	intergen
7	57912479	57912659	MACS_peak_18685	175.57	0	0	ENSG00000106153	1805902	intergen
7	57916539	57916850	MACS_peak_18686	76.3	0	0	ENSG00000106153	1809962	intergen
7	57918756	57918920	MACS_peak_18687	141.31	0	0	ENSG00000106153	1812179	intergen
7	57935011	57935439	MACS_peak_18688	167.68	0	0	ENSG00000106153	1828434	intergen
7	57937041	57937338	MACS_peak_18689	65.27	0	0	ENSG00000106153	1830464	intergen
7	57946986	57947422	MACS_peak_18691	762.28	0	0	ENSG00000106153	1840409	intergen
7	57948836	57949232	MACS_peak_18692	148.82	0	0	ENSG00000106153	1842259	intergen
7	57950748	57951105	MACS_peak_18693	81.3	0	0	ENSG00000106153	1844171	intergen
7	57952240	57952623	MACS_peak_18694	64.7	0	0	ENSG00000106153	1845663	intergen
7	57962068	57962290	MACS_peak_18695	170.53	0	0	ENSG00000106153	1855491	intergen
7	57993128	57993344	MACS_peak_18697	422.53	0	0	ENSG00000106153	1886551	intergen
7	61072909	61073192	MACS_peak_18698	211.63	0	0	ENSG00000234444	3229266	intergen
7	61093371	61093734	MACS_peak_18699	299.32	0	0	ENSG00000234444	3208724	intergen
7	61094153	61094421	MACS_peak_18700	72.68	0	0	ENSG00000234444	3208037	intergen
7	61114014	61114352	MACS_peak_18703	56.48	0	0	ENSG00000234444	3188106	intergen
