chr	start	end	id	score	phits	ghits	ohits	promoter	gen	other
11	50741166	50741444	MACS_peak_3364	52.99	0	0	0	NA	NA	NA
11	50746048	50746407	MACS_peak_3365	112.36	0	0	0	NA	NA	NA
11	50752882	50753345	MACS_peak_3366	143.39	0	0	0	NA	NA	NA
11	50767677	50768032	MACS_peak_3367	62.5	0	0	0	NA	NA	NA
11	50771226	50771496	MACS_peak_3368	99.09	0	0	0	NA	NA	NA
11	50787621	50788085	MACS_peak_3369	94.4	0	0	0	NA	NA	NA
11	50797005	50797386	MACS_peak_3370	100.89	0	0	0	NA	NA	NA
11	50799737	50800087	MACS_peak_3371	104.36	0	0	0	NA	NA	NA
11	50803491	50803797	MACS_peak_3372	54.69	0	0	0	NA	NA	NA
11	50817712	50818058	MACS_peak_3373	169.92	0	0	0	NA	NA	NA
11	54986415	54986635	MACS_peak_3374	227.1	0	0	0	NA	NA	NA
11	54950212	54950533	MACS_peak_3375	215.11	0	0	0	NA	NA	NA
11	54949002	54949618	MACS_peak_3376	75.2	0	0	0	NA	NA	NA
11	54947404	54947608	MACS_peak_3377	294.27	0	0	0	NA	NA	NA
11	54855013	54855337	MACS_peak_3378	406.81	0	0	0	NA	NA	NA
11	54847849	54848336	MACS_peak_3379	126.97	0	0	0	NA	NA	NA
11	54788003	54788488	MACS_peak_3380	87.75	0	0	0	NA	NA	NA
11	54787614	54787950	MACS_peak_3381	135.66	0	0	0	NA	NA	NA
11	54744112	54744452	MACS_peak_3382	172.39	0	0	0	NA	NA	NA
11	54553944	54554371	MACS_peak_3383	118.25	0	0	0	NA	NA	NA
11	54550219	54550447	MACS_peak_3384	61.18	0	0	0	NA	NA	NA
11	54545858	54547316	MACS_peak_3385	285.61	0	0	0	NA	NA	NA
11	54543415	54543840	MACS_peak_3386	85.65	0	0	0	NA	NA	NA
11	54542000	54542848	MACS_peak_3387	157.37	0	0	0	NA	NA	NA
11	54540237	54540684	MACS_peak_3388	134.71	0	0	0	NA	NA	NA
11	54539399	54539974	MACS_peak_3389	195.46	0	0	0	NA	NA	NA
11	54529917	54531038	MACS_peak_3390	57.82	0	0	0	NA	NA	NA
11	54527729	54528991	MACS_peak_3391	126.08	0	0	0	NA	NA	NA
11	54947404	54947820	MACS_peak_3392	204.55	0	0	0	NA	NA	NA
11	54949408	54949912	MACS_peak_3393	61.31	0	0	0	NA	NA	NA
11	55110166	55110455	MACS_peak_3394	167.92	0	0	0	NA	NA	NA
11	55225781	55226248	MACS_peak_3395	236.68	0	0	0	NA	NA	NA
11	55227893	55228296	MACS_peak_3396	273.26	0	0	0	NA	NA	NA
11	55229836	55230080	MACS_peak_3397	178.61	0	0	0	NA	NA	NA
11	55233522	55233893	MACS_peak_3398	245.93	0	0	0	NA	NA	NA
11	55234724	55235079	MACS_peak_3399	131.78	0	0	0	NA	NA	NA
11	55240957	55241480	MACS_peak_3400	124.07	0	0	0	NA	NA	NA
11	55241624	55242082	MACS_peak_3401	609.73	0	0	0	NA	NA	NA
11	55249622	55250151	MACS_peak_3402	61.22	0	0	0	NA	NA	NA
11	55250999	55251686	MACS_peak_3403	61.08	0	0	0	NA	NA	NA
11	55252410	55252675	MACS_peak_3404	76.31	0	0	0	NA	NA	NA
11	55254069	55254401	MACS_peak_3405	127.2	0	0	0	NA	NA	NA
11	55258617	55259195	MACS_peak_3406	131.16	1	0	0	ENSG00000150244	NA	NA
11	55273024	55273408	MACS_peak_3407	428.85	0	0	0	NA	NA	NA
11	55476878	55477455	MACS_peak_3408	172.77	0	0	1	NA	NA	ENSG00000255294
11	55519271	55519570	MACS_peak_3409	100.74	0	0	0	NA	NA	NA
11	55688856	55689236	MACS_peak_3410	64.17	0	0	0	NA	NA	NA
11	56101731	56102111	MACS_peak_3411	152.49	1	0	0	ENSG00000181767	NA	NA
11	56224709	56225071	MACS_peak_3412	135.82	0	0	0	NA	NA	NA
11	56277202	56277430	MACS_peak_3413	635.07	1	0	0	ENSG00000181698	NA	NA
11	56497744	56497997	MACS_peak_3414	155.4	0	0	0	NA	NA	NA
11	56551171	56551427	MACS_peak_3415	114.64	0	0	0	NA	NA	NA
11	56590402	56590733	MACS_peak_3416	100.86	0	0	0	NA	NA	NA
11	56683505	56683901	MACS_peak_3417	145.2	0	0	0	NA	NA	NA
11	56789332	56789636	MACS_peak_3418	84.53	0	0	0	NA	NA	NA
11	56806455	56806841	MACS_peak_3419	216.96	0	0	1	NA	NA	ENSG00000205025
11	57025705	57026074	MACS_peak_3420	765.37	0	0	0	NA	NA	NA
11	58052120	58052402	MACS_peak_3421	259.16	0	1	1	NA	ENSG00000186509	ENSG00000255146
11	58140262	58140752	MACS_peak_3422	267.24	0	1	0	NA	ENSG00000186509	NA
11	58372185	58372595	MACS_peak_3423	105.65	0	0	0	NA	NA	NA
11	58415597	58416039	MACS_peak_3424	214.87	0	0	0	NA	NA	NA
11	58524206	58524413	MACS_peak_3425	613.04	1	0	0	ENSG00000110031	NA	NA
11	58541460	58541827	MACS_peak_3426	128.75	0	1	0	NA	ENSG00000110031	NA
11	58817825	58818193	MACS_peak_3427	114.74	0	0	0	NA	NA	NA
11	59018502	59018780	MACS_peak_3428	76.3	0	1	1	NA	ENSG00000166840	ENSG00000255240
11	59405989	59406288	MACS_peak_3429	254.93	0	0	0	NA	NA	NA
11	59406767	59407113	MACS_peak_3430	72.05	0	0	0	NA	NA	NA
11	59802662	59802951	MACS_peak_3431	571.63	1	1	0	ENSG00000166902	ENSG00000166900	NA
11	60012513	60012740	MACS_peak_3432	152.23	0	1	0	NA	ENSG00000255393	NA
11	60158723	60159012	MACS_peak_3433	956.98	0	0	0	NA	NA	NA
11	60193642	60193902	MACS_peak_3434	725.38	0	1	0	NA	ENSG00000110079	NA
11	60265716	60265920	MACS_peak_3435	797.18	0	1	0	NA	ENSG00000110079	NA
11	60330325	60330696	MACS_peak_3436	262.11	1	0	0	ENSG00000166926	NA	NA
11	60343173	60343410	MACS_peak_3437	662.31	0	1	0	NA	ENSG00000166926	NA
11	60439032	60439804	MACS_peak_3438	174.21	0	1	0	NA	ENSG00000166930	NA
11	60535944	60536265	MACS_peak_3439	55.71	0	1	0	NA	ENSG00000204979	NA
11	60547697	60548150	MACS_peak_3440	306.6	0	0	0	NA	NA	NA
11	60575786	60576021	MACS_peak_3441	475.01	0	0	0	NA	NA	NA
11	60601448	60601968	MACS_peak_3442	125.26	0	0	1	NA	NA	ENSG00000283601
11	60604826	60605248	MACS_peak_3443	236.87	0	0	1	NA	NA	ENSG00000283601
11	60660713	60660911	MACS_peak_3444	642.68	0	0	1	NA	NA	ENSG00000181995
11	60886577	60886841	MACS_peak_3445	229.33	1	0	0	ENSG00000110107	NA	NA
11	61084496	61085242	MACS_peak_3446	82.93	0	0	0	NA	NA	NA
11	61086058	61086472	MACS_peak_3447	201.96	0	0	0	NA	NA	NA
11	61129780	61130117	MACS_peak_3448	834.03	1	0	0	ENSG00000167987	NA	NA
11	61181878	61182104	MACS_peak_3449	453.33	0	0	0	NA	NA	NA
11	61446235	61446429	MACS_peak_3450	678.9	0	2	0	NA	ENSG00000256591	NA
11	61516977	61517229	MACS_peak_3451	1025.76	1	0	0	ENSG00000011347	NA	NA
11	61671631	61671851	MACS_peak_3452	697.97	0	0	0	NA	NA	NA
11	61989143	61989420	MACS_peak_3453	488.85	0	0	0	NA	NA	NA
11	62016361	62016621	MACS_peak_3454	388.99	0	0	0	NA	NA	NA
11	62061459	62061650	MACS_peak_3455	666.79	0	0	0	NA	NA	NA
11	62082135	62082359	MACS_peak_3456	712.32	0	0	0	NA	NA	NA
11	62153618	62153767	MACS_peak_3457	1187.29	0	0	0	NA	NA	NA
11	62362497	62362937	MACS_peak_3458	1058.53	0	1	0	NA	ENSG00000162174	NA
11	62394033	62394390	MACS_peak_3459	774.47	0	0	0	NA	NA	NA
11	62497167	62497326	MACS_peak_3460	866.35	0	1	0	NA	ENSG00000124942	NA
11	62542772	62543008	MACS_peak_3461	814.37	0	1	0	NA	ENSG00000124942	NA
11	62705565	62705960	MACS_peak_3462	507.23	1	2	0	ENSG00000162188	ENSG00000168000	NA
11	62905950	62906283	MACS_peak_3463	542.34	1	0	0	ENSG00000168539	NA	NA
11	62975199	62975428	MACS_peak_3464	548.55	0	1	0	NA	ENSG00000197901	NA
11	63024154	63024396	MACS_peak_3465	1079.97	0	0	0	NA	NA	NA
11	63040000	63040375	MACS_peak_3466	120.92	0	0	0	NA	NA	NA
11	63058620	63058951	MACS_peak_3467	142.05	0	0	0	NA	NA	NA
11	63066078	63066460	MACS_peak_3468	68.69	0	0	0	NA	NA	NA
11	63120129	63120498	MACS_peak_3469	180.31	0	1	0	NA	ENSG00000197658	NA
11	63188683	63189018	MACS_peak_3470	110.18	0	2	0	NA	ENSG00000196600	NA
11	63195395	63195730	MACS_peak_3471	89.68	0	2	0	NA	ENSG00000196600	NA
11	63231785	63232161	MACS_peak_3472	107.56	0	1	0	NA	ENSG00000184999	NA
11	63339255	63339500	MACS_peak_3473	152.07	0	1	0	NA	ENSG00000184999	NA
11	63347040	63347397	MACS_peak_3474	148.12	0	1	0	NA	ENSG00000184999	NA
11	63438461	63438716	MACS_peak_3475	108.7	0	0	0	NA	NA	NA
11	63580901	63581113	MACS_peak_3476	426.95	0	1	0	NA	ENSG00000176485	NA
11	63593144	63593390	MACS_peak_3477	485.56	0	1	0	NA	ENSG00000176485	NA
11	63670744	63670963	MACS_peak_3478	580.62	0	1	0	NA	ENSG00000184743	NA
11	63738839	63739110	MACS_peak_3479	1737.7	0	1	0	NA	ENSG00000133318	NA
11	64553572	64553821	MACS_peak_3480	485.56	1	0	0	ENSG00000168065	NA	NA
11	64787623	64787829	MACS_peak_3481	629.38	1	0	0	ENSG00000168067	NA	NA
11	64887925	64888229	MACS_peak_3482	561.16	0	1	0	NA	ENSG00000110047	NA
11	65112544	65112792	MACS_peak_3483	485.56	2	0	0	ENSG00000174276	NA	NA
11	65329950	65330315	MACS_peak_3484	495.65	1	0	0	ENSG00000133884	NA	NA
11	65510835	65511079	MACS_peak_3485	629.38	0	0	0	NA	NA	NA
11	65593873	65594079	MACS_peak_3486	797.18	2	0	0	ENSG00000173338	NA	NA
11	65706054	65706514	MACS_peak_3487	1603.4	0	0	0	NA	NA	NA
11	65711836	65712013	MACS_peak_3488	1844.9	2	0	0	ENSG00000172977	NA	NA
11	65769760	65770055	MACS_peak_3489	445.58	0	0	1	NA	NA	ENSG00000255557
11	65845028	65845334	MACS_peak_3490	336.45	0	2	0	NA	ENSG00000172803	NA
11	65884742	65884927	MACS_peak_3491	901.33	1	0	0	ENSG00000172500	NA	NA
11	65989047	65989489	MACS_peak_3492	1065.16	0	0	0	NA	NA	NA
11	66045164	66045468	MACS_peak_3493	561.16	1	0	0	ENSG00000175229	NA	NA
11	66094186	66094665	MACS_peak_3494	127.93	0	1	0	NA	ENSG00000175115	NA
11	66095005	66095384	MACS_peak_3495	55.29	0	1	0	NA	ENSG00000175115	NA
11	66222710	66222921	MACS_peak_3496	596.79	0	1	0	NA	ENSG00000175115	NA
11	66282562	66282858	MACS_peak_3497	566.68	2	0	0	ENSG00000174851	NA	NA
11	66678570	66678825	MACS_peak_3498	596.79	0	0	0	NA	NA	NA
11	66694646	66694993	MACS_peak_3499	380.3	0	1	0	NA	ENSG00000173898	NA
11	67168339	67168537	MACS_peak_3500	831.63	0	1	0	NA	ENSG00000173120	NA
11	67345909	67346222	MACS_peak_3501	810.73	1	1	0	ENSG00000175482	ENSG00000172613	NA
11	67356922	67357133	MACS_peak_3502	1301.7	0	2	0	NA	ENSG00000172613	NA
11	67371377	67371628	MACS_peak_3503	485.56	0	3	0	NA	ENSG00000172613	NA
11	67572682	67573000	MACS_peak_3504	551.85	0	0	0	NA	NA	NA
11	67614294	67614514	MACS_peak_3505	729.14	0	0	1	NA	NA	ENSG00000231793
11	67713911	67714246	MACS_peak_3506	796.34	0	0	1	NA	NA	ENSG00000184795
11	67792357	67792566	MACS_peak_3507	1867.91	0	0	1	NA	NA	ENSG00000160172
11	67799862	67800139	MACS_peak_3508	828.76	0	0	1	NA	NA	ENSG00000160172
11	67848004	67848369	MACS_peak_3509	597.82	0	0	1	NA	NA	ENSG00000273819
11	67938951	67939361	MACS_peak_3510	2161.52	0	0	1	NA	NA	ENSG00000254610
11	68206195	68206412	MACS_peak_3511	580.62	0	1	0	NA	ENSG00000110066	NA
11	68409059	68409346	MACS_peak_3512	573.07	0	1	0	NA	ENSG00000162337	NA
11	68632904	68633230	MACS_peak_3513	775.47	0	0	0	NA	NA	NA
11	68727905	68728087	MACS_peak_3514	729.14	0	1	0	NA	ENSG00000132749	NA
11	68950475	68950765	MACS_peak_3515	448.52	0	0	0	NA	NA	NA
11	69000833	69001285	MACS_peak_3516	709.74	1	0	1	ENSG00000172935	NA	ENSG00000261625
11	69101411	69101761	MACS_peak_3517	416.22	0	1	0	NA	ENSG00000162341	NA
11	69670302	69670556	MACS_peak_3518	470.06	0	1	0	NA	ENSG00000149716	NA
11	69801573	69801954	MACS_peak_3519	633.18	0	0	0	NA	NA	NA
11	70045032	70045326	MACS_peak_3520	695.63	0	0	0	NA	NA	NA
11	70177347	70177705	MACS_peak_3521	406.81	0	1	0	NA	ENSG00000131620	NA
11	70196104	70196428	MACS_peak_3522	806.6	0	0	0	NA	NA	NA
11	70467499	70467879	MACS_peak_3523	633.81	1	0	0	ENSG00000162105	NA	NA
11	70755551	70755814	MACS_peak_3524	722.6	0	1	0	NA	ENSG00000162105	NA
11	71343610	71343862	MACS_peak_3525	746.04	0	0	0	NA	NA	NA
11	71512621	71513011	MACS_peak_3526	113.09	0	1	0	NA	ENSG00000172890	NA
11	71580118	71580506	MACS_peak_3527	510.89	1	0	0	ENSG00000204571	NA	NA
11	71589225	71589671	MACS_peak_3528	611.86	0	1	0	NA	ENSG00000204571	NA
11	71605039	71605274	MACS_peak_3529	604.07	0	0	1	NA	NA	ENSG00000255562
11	71656055	71656365	MACS_peak_3530	1472.63	0	0	0	NA	NA	NA
11	71746208	71746749	MACS_peak_3531	1667.06	0	0	2	NA	NA	ENSG00000285933
11	71773042	71773269	MACS_peak_3532	808.3	0	0	1	NA	NA	ENSG00000255319
11	71800311	71800787	MACS_peak_3533	815.52	0	1	1	NA	ENSG00000158483	ENSG00000248671
11	71813832	71814104	MACS_peak_3534	651.79	1	0	1	ENSG00000214534	NA	ENSG00000248671
11	71863815	71864338	MACS_peak_3535	1287.63	1	0	0	ENSG00000254469	NA	NA
11	72025060	72025456	MACS_peak_3536	972.38	0	1	0	NA	ENSG00000137497	NA
11	72144036	72144341	MACS_peak_3537	796.56	0	0	0	NA	NA	NA
11	72176144	72176454	MACS_peak_3538	265.34	0	0	2	NA	NA	ENSG00000255860
11	72268495	72269144	MACS_peak_3539	2553.35	0	0	1	NA	NA	ENSG00000285864
11	72434154	72434408	MACS_peak_3540	1171.45	0	1	0	NA	ENSG00000162129	NA
11	72567825	72568093	MACS_peak_3541	380.3	0	0	0	NA	NA	NA
11	72599041	72599398	MACS_peak_3542	648.81	0	1	0	NA	ENSG00000186642	NA
11	72683729	72684081	MACS_peak_3543	415.24	1	0	0	ENSG00000186635	NA	NA
11	73072660	73073011	MACS_peak_3544	371.55	0	1	0	NA	ENSG00000137478	NA
11	73185220	73185519	MACS_peak_3545	443.26	0	0	0	NA	NA	NA
11	73242692	73242956	MACS_peak_3546	464.74	0	0	0	NA	NA	NA
11	73250987	73251977	MACS_peak_3547	3100	0	0	0	NA	NA	NA
11	73295494	73295816	MACS_peak_3548	549.27	0	1	0	NA	ENSG00000171631	NA
11	73335331	73335911	MACS_peak_3549	871.77	0	1	0	NA	ENSG00000110237	NA
11	73351115	73351503	MACS_peak_3550	1102.85	0	1	0	NA	ENSG00000110237	NA
11	73393656	73393920	MACS_peak_3551	972.38	0	1	0	NA	ENSG00000054967	NA
11	73478776	73479053	MACS_peak_3552	456.44	0	1	0	NA	ENSG00000054965	NA
11	73544661	73545026	MACS_peak_3553	643.49	0	1	0	NA	ENSG00000054965	NA
11	73625627	73626003	MACS_peak_3554	636.35	0	0	0	NA	NA	NA
11	73729893	73730197	MACS_peak_3555	529.34	0	1	0	NA	ENSG00000175582	NA
11	73812197	73812432	MACS_peak_3556	448.43	0	1	0	NA	ENSG00000175581	NA
11	73989260	73989510	MACS_peak_3557	561.71	0	0	0	NA	NA	NA
11	74255764	74256123	MACS_peak_3558	526.85	0	1	0	NA	ENSG00000149380	NA
11	74281177	74281549	MACS_peak_3559	56.38	0	1	0	NA	ENSG00000149380	NA
11	74383888	74384166	MACS_peak_3560	579.67	0	1	0	NA	ENSG00000165434	NA
11	74402257	74402679	MACS_peak_3561	439.97	0	0	1	NA	NA	ENSG00000254631
11	74443299	74443465	MACS_peak_3562	831.63	0	0	1	NA	NA	ENSG00000254631
11	74453452	74453718	MACS_peak_3563	588.83	1	0	1	ENSG00000175538	NA	ENSG00000254631
11	74621987	74622394	MACS_peak_3564	473.28	0	1	0	NA	ENSG00000077514	NA
11	74702403	74702629	MACS_peak_3565	548.55	0	1	0	NA	ENSG00000054938	NA
11	74757112	74757497	MACS_peak_3566	96.97	0	1	0	NA	ENSG00000166439	NA
11	74758221	74758585	MACS_peak_3567	76.89	0	1	0	NA	ENSG00000166439	NA
11	74799820	74800033	MACS_peak_3568	370.25	0	1	0	NA	ENSG00000166439	NA
11	74830785	74831115	MACS_peak_3569	1069.92	0	2	1	NA	ENSG00000166439	ENSG00000278879
11	74885403	74885620	MACS_peak_3570	239.29	0	1	1	NA	ENSG00000166435	ENSG00000241170
11	74890550	74890909	MACS_peak_3571	52.67	0	1	1	NA	ENSG00000166435	ENSG00000241170
11	74892535	74892793	MACS_peak_3572	190.62	0	1	1	NA	ENSG00000166435	ENSG00000241170
11	74929763	74930046	MACS_peak_3573	490.8	0	1	0	NA	ENSG00000166435	NA
11	75022975	75023197	MACS_peak_3574	564.54	0	0	0	NA	NA	NA
11	75121950	75122341	MACS_peak_3575	83.36	0	1	1	NA	ENSG00000137491	ENSG00000255395
11	75124685	75124978	MACS_peak_3576	165.91	0	1	1	NA	ENSG00000137491	ENSG00000255395
11	75214176	75214308	MACS_peak_3577	950.58	0	0	1	NA	NA	ENSG00000255136
11	75241507	75241937	MACS_peak_3578	974.06	1	0	0	ENSG00000261594	NA	NA
11	75248681	75248970	MACS_peak_3579	2039.65	0	0	0	NA	NA	NA
11	75371375	75371541	MACS_peak_3580	479.76	0	0	0	NA	NA	NA
11	75407933	75408266	MACS_peak_3581	1345.06	0	1	0	NA	ENSG00000149273	NA
11	75532486	75532696	MACS_peak_3582	613.04	0	0	0	NA	NA	NA
11	75597620	75597894	MACS_peak_3583	712.68	0	1	0	NA	ENSG00000171533	NA
11	75753612	75753969	MACS_peak_3584	76.35	0	0	0	NA	NA	NA
11	75867237	75867458	MACS_peak_3585	432.48	0	1	0	NA	ENSG00000198382	NA
11	75915303	75915651	MACS_peak_3586	265.34	0	1	0	NA	ENSG00000198382	NA
11	75919908	75920145	MACS_peak_3587	479.39	0	1	0	NA	ENSG00000198382	NA
11	75987319	75987530	MACS_peak_3588	596.79	0	1	0	NA	ENSG00000198382	NA
11	76092375	76092784	MACS_peak_3589	85.59	0	1	0	NA	ENSG00000198382	NA
11	76207599	76207856	MACS_peak_3590	595.98	0	1	0	NA	ENSG00000085741	NA
11	76432964	76433124	MACS_peak_3591	955.37	0	0	0	NA	NA	NA
11	76826746	76827116	MACS_peak_3592	77.85	0	0	0	NA	NA	NA
11	76881535	76881748	MACS_peak_3593	511.33	0	1	0	NA	ENSG00000078124	NA
11	76908808	76909181	MACS_peak_3594	92.88	0	1	0	NA	ENSG00000078124	NA
11	76939804	76940076	MACS_peak_3595	584.2	0	1	0	NA	ENSG00000078124	NA
11	77046974	77047205	MACS_peak_3596	532.66	0	0	0	NA	NA	NA
11	77047770	77048051	MACS_peak_3597	506.92	0	0	0	NA	NA	NA
11	77091310	77091502	MACS_peak_3598	1061.85	0	1	0	NA	ENSG00000149260	NA
11	77277738	77278103	MACS_peak_3599	63.13	0	1	0	NA	ENSG00000178795	NA
11	77326944	77327354	MACS_peak_3600	82.65	0	1	0	NA	ENSG00000149269	NA
11	77329110	77329421	MACS_peak_3601	95.79	0	1	0	NA	ENSG00000149269	NA
11	77330156	77330498	MACS_peak_3602	111.37	0	1	0	NA	ENSG00000149269	NA
11	77484191	77484324	MACS_peak_3603	1011.74	0	0	0	NA	NA	NA
11	77619641	77619864	MACS_peak_3604	564.54	0	1	0	NA	ENSG00000074201	NA
11	77758725	77758982	MACS_peak_3605	338.06	0	1	0	NA	ENSG00000048649	NA
11	77888606	77888994	MACS_peak_3606	172.39	0	2	0	NA	ENSG00000087884	NA
11	77949458	77949750	MACS_peak_3607	142.05	0	1	0	NA	ENSG00000149262	NA
11	78104837	78105134	MACS_peak_3608	512.48	1	0	0	ENSG00000159063	NA	NA
11	78414155	78414545	MACS_peak_3609	679.18	0	1	1	NA	ENSG00000033327	ENSG00000254420
11	78420396	78420670	MACS_peak_3610	458.32	0	0	1	NA	NA	ENSG00000254420
11	78586378	78586857	MACS_peak_3611	422.76	0	0	0	NA	NA	NA
11	78695882	78696269	MACS_peak_3612	823.36	0	1	0	NA	ENSG00000149256	NA
11	78715777	78715959	MACS_peak_3613	1134.69	0	1	0	NA	ENSG00000149256	NA
11	79138342	79139847	MACS_peak_3614	3100	0	1	0	NA	ENSG00000149256	NA
11	79144167	79144353	MACS_peak_3615	676.7	0	1	0	NA	ENSG00000149256	NA
11	79461034	79461368	MACS_peak_3616	664.84	0	0	0	NA	NA	NA
11	79493614	79493874	MACS_peak_3617	725.38	0	0	0	NA	NA	NA
11	79555333	79555724	MACS_peak_3618	84.66	0	0	0	NA	NA	NA
11	79556306	79556579	MACS_peak_3619	50.35	0	0	0	NA	NA	NA
11	79557693	79558065	MACS_peak_3620	114.74	0	0	0	NA	NA	NA
11	79598513	79598756	MACS_peak_3621	1079.97	0	0	0	NA	NA	NA
11	79960977	79961355	MACS_peak_3622	93.4	0	0	0	NA	NA	NA
11	80227727	80227983	MACS_peak_3623	611.86	0	0	0	NA	NA	NA
11	80297329	80297589	MACS_peak_3624	706.68	0	0	0	NA	NA	NA
11	80407306	80407548	MACS_peak_3625	936.57	0	0	0	NA	NA	NA
11	80449258	80449581	MACS_peak_3626	672.92	0	0	0	NA	NA	NA
11	80508941	80509268	MACS_peak_3627	121.38	0	0	0	NA	NA	NA
11	80510094	80510457	MACS_peak_3628	158.81	0	0	0	NA	NA	NA
11	80582931	80583542	MACS_peak_3629	2313.32	0	0	0	NA	NA	NA
11	81006944	81007341	MACS_peak_3630	724.11	0	0	0	NA	NA	NA
11	81173716	81173992	MACS_peak_3631	457.06	0	0	0	NA	NA	NA
11	81535460	81535824	MACS_peak_3632	129.87	0	0	0	NA	NA	NA
11	81580450	81580654	MACS_peak_3633	629.38	0	0	0	NA	NA	NA
11	81644270	81644584	MACS_peak_3634	1082.36	0	0	0	NA	NA	NA
11	81677056	81677311	MACS_peak_3635	838	0	0	0	NA	NA	NA
11	81681524	81681797	MACS_peak_3636	848.53	0	0	0	NA	NA	NA
11	81901646	81902037	MACS_peak_3637	210.81	0	0	1	NA	NA	ENSG00000245832
11	82122896	82123255	MACS_peak_3638	69	0	0	1	NA	NA	ENSG00000245832
11	82158987	82159511	MACS_peak_3639	53.81	0	0	1	NA	NA	ENSG00000245832
11	82160004	82160337	MACS_peak_3640	66.83	0	0	1	NA	NA	ENSG00000245832
11	82160635	82161289	MACS_peak_3641	107.54	0	0	1	NA	NA	ENSG00000245832
11	82182367	82182725	MACS_peak_3642	164.26	0	0	1	NA	NA	ENSG00000245832
11	82280239	82280629	MACS_peak_3643	92.51	0	0	1	NA	NA	ENSG00000245832
11	82282237	82282671	MACS_peak_3644	106.34	0	0	1	NA	NA	ENSG00000245832
11	82315220	82315394	MACS_peak_3645	989.9	0	0	1	NA	NA	ENSG00000245832
11	82503195	82503389	MACS_peak_3646	1043.77	0	0	1	NA	NA	ENSG00000245832
11	82519136	82519360	MACS_peak_3647	158.76	0	0	1	NA	NA	ENSG00000245832
11	82682205	82682685	MACS_peak_3648	936.36	0	0	1	NA	NA	ENSG00000245832
11	82718178	82718477	MACS_peak_3649	443.26	0	0	0	NA	NA	NA
11	82864293	82864528	MACS_peak_3650	972.07	0	1	0	NA	ENSG00000137509	NA
11	82927162	82927740	MACS_peak_3651	530.27	0	2	0	NA	ENSG00000137509	NA
11	83324412	83324686	MACS_peak_3652	260.97	0	0	1	NA	NA	ENSG00000255234
11	83604480	83604694	MACS_peak_3653	865.29	0	1	0	NA	ENSG00000150672	NA
11	83741480	83741723	MACS_peak_3654	697.55	0	1	0	NA	ENSG00000150672	NA
11	83836889	83837175	MACS_peak_3655	450.92	0	1	0	NA	ENSG00000150672	NA
11	83996149	83996389	MACS_peak_3656	936.57	0	1	0	NA	ENSG00000150672	NA
11	84184674	84184958	MACS_peak_3657	69	0	1	0	NA	ENSG00000150672	NA
11	84261823	84262066	MACS_peak_3658	501.16	0	1	0	NA	ENSG00000150672	NA
11	84477766	84477957	MACS_peak_3659	642.27	0	1	0	NA	ENSG00000150672	NA
11	84564730	84564980	MACS_peak_3660	485.56	0	1	0	NA	ENSG00000150672	NA
11	84800596	84800966	MACS_peak_3661	265.34	0	1	0	NA	ENSG00000150672	NA
11	84936115	84936395	MACS_peak_3662	707.43	0	1	0	NA	ENSG00000150672	NA
11	85009884	85010280	MACS_peak_3663	792.31	0	1	0	NA	ENSG00000150672	NA
11	85273546	85273932	MACS_peak_3664	200.88	0	1	0	NA	ENSG00000150672	NA
11	85326358	85326717	MACS_peak_3665	108.66	0	1	0	NA	ENSG00000150672	NA
11	85326833	85327998	MACS_peak_3666	166.03	0	1	0	NA	ENSG00000150672	NA
11	85329276	85329689	MACS_peak_3667	57.22	0	1	0	NA	ENSG00000150672	NA
11	85352060	85352387	MACS_peak_3668	142.05	0	1	0	NA	ENSG00000150672	NA
11	85357457	85357660	MACS_peak_3669	549.71	0	1	0	NA	ENSG00000150672	NA
11	85411560	85411786	MACS_peak_3670	541.5	0	1	0	NA	ENSG00000150672	NA
11	85504173	85504438	MACS_peak_3671	232.87	0	1	0	NA	ENSG00000150672	NA
11	85694447	85694730	MACS_peak_3672	1236.43	1	0	0	ENSG00000137501	NA	NA
11	85766572	85766770	MACS_peak_3673	642.68	0	1	0	NA	ENSG00000137501	NA
11	85848849	85849047	MACS_peak_3674	424	0	0	0	NA	NA	NA
11	85850626	85850965	MACS_peak_3675	112.52	1	0	0	ENSG00000150676	NA	NA
11	86041928	86042155	MACS_peak_3676	548.55	0	1	0	NA	ENSG00000073921	NA
11	86291879	86292075	MACS_peak_3677	662.31	0	0	0	NA	NA	NA
11	86307891	86308288	MACS_peak_3678	391.67	0	1	0	NA	ENSG00000149196	NA
11	86351609	86351870	MACS_peak_3679	215.51	0	0	0	NA	NA	NA
11	86408895	86409259	MACS_peak_3680	898.35	0	1	0	NA	ENSG00000149201	NA
11	86456017	86456498	MACS_peak_3681	671.72	0	1	1	NA	ENSG00000151376	ENSG00000254733
11	86571642	86571899	MACS_peak_3682	449.27	0	1	1	NA	ENSG00000151376	ENSG00000254733
11	86653304	86653590	MACS_peak_3683	112.91	0	1	0	NA	ENSG00000151376	NA
11	86655455	86655908	MACS_peak_3684	57.34	0	1	0	NA	ENSG00000151376	NA
11	86826330	86826694	MACS_peak_3685	61.7	0	1	0	NA	ENSG00000150687	NA
11	86828322	86828776	MACS_peak_3686	57.09	0	1	0	NA	ENSG00000150687	NA
11	87036159	87036305	MACS_peak_3687	1477.99	1	0	0	ENSG00000166575	NA	NA
