chr	start	end	id	score
8	78831730	78832159	MACS_peak_19970	469.55
8	78929729	78929953	MACS_peak_19971	712.32
8	78952383	78952645	MACS_peak_19972	723.53
8	79039148	79039422	MACS_peak_19973	458.32
8	79143787	79144170	MACS_peak_19974	684.11
8	79162969	79163203	MACS_peak_19975	532.66
8	79300212	79300442	MACS_peak_19976	989.9
8	79305703	79305972	MACS_peak_19977	717.14
8	79340637	79340913	MACS_peak_19978	259.8
8	79419866	79420077	MACS_peak_19979	1123.36
8	79527480	79527753	MACS_peak_19980	1130.76
8	79546231	79546414	MACS_peak_19981	1339.36
8	79605190	79605470	MACS_peak_19982	50.92
8	79632554	79632857	MACS_peak_19983	440.97
8	79688524	79688772	MACS_peak_19984	613.04
8	79702897	79703171	MACS_peak_19985	650.03
8	79833623	79833882	MACS_peak_19986	668.4
8	79875020	79875295	MACS_peak_19987	844.16
8	80084203	80084450	MACS_peak_19988	79.93
8	80557777	80558033	MACS_peak_19989	456.71
8	80591664	80592150	MACS_peak_19990	87.62
8	80736026	80736214	MACS_peak_19991	635.07
8	80898898	80899159	MACS_peak_19992	66.48
8	80918828	80919074	MACS_peak_19993	84.34
8	80920305	80920719	MACS_peak_19994	94.8
8	80935777	80936192	MACS_peak_19995	959.75
8	80979464	80979681	MACS_peak_19996	1805.04
8	80997327	80997569	MACS_peak_19997	501.16
8	81030693	81030885	MACS_peak_19998	884.92
8	81492243	81492439	MACS_peak_19999	1025.76
8	81512464	81512602	MACS_peak_20000	2209.95
8	81595290	81595470	MACS_peak_20001	746.04
8	81707949	81708085	MACS_peak_20002	1061.85
8	81782643	81782937	MACS_peak_20003	432.87
8	81904258	81904457	MACS_peak_20004	645.81
8	81910611	81910961	MACS_peak_20005	287
8	81937894	81938121	MACS_peak_20006	548.55
8	82112446	82112922	MACS_peak_20007	58.28
8	82147481	82147977	MACS_peak_20008	684.39
8	82189978	82190268	MACS_peak_20009	448.52
8	82563662	82563928	MACS_peak_20010	418.76
8	82620865	82621197	MACS_peak_20011	1513.86
8	82692710	82693161	MACS_peak_20012	1353.73
8	82802745	82802991	MACS_peak_20013	763.02
8	82841986	82842251	MACS_peak_20014	722.05
8	83146802	83147080	MACS_peak_20015	709.17
8	83303918	83304122	MACS_peak_20016	127.39
8	83329012	83329322	MACS_peak_20017	423.78
8	83355784	83356073	MACS_peak_20018	395.24
8	83463925	83464318	MACS_peak_20019	508.27
8	83570385	83570543	MACS_peak_20020	980.21
8	83843294	83843637	MACS_peak_20021	419.68
8	83930027	83930213	MACS_peak_20022	879.27
8	84253681	84254362	MACS_peak_20023	72.35
8	84428726	84428919	MACS_peak_20024	678.9
8	84668583	84668807	MACS_peak_20025	549.18
8	84766298	84766501	MACS_peak_20026	970.74
8	84812622	84812947	MACS_peak_20027	114.74
8	84842916	84843163	MACS_peak_20028	471.88
8	85279471	85279605	MACS_peak_20029	671.02
8	85538384	85538770	MACS_peak_20030	722.05
8	85561386	85561721	MACS_peak_20031	61.85
8	85666104	85666396	MACS_peak_20032	96.97
8	85910888	85911168	MACS_peak_20033	109.15
8	85924386	85924837	MACS_peak_20034	76.53
8	85966545	85967008	MACS_peak_20035	701.95
8	85998638	85998871	MACS_peak_20036	225.7
8	86059673	86059898	MACS_peak_20037	488.77
8	86099662	86099895	MACS_peak_20038	532.66
8	86123362	86123660	MACS_peak_20039	297.73
8	86256253	86256517	MACS_peak_20040	312.33
8	86363751	86364083	MACS_peak_20041	1028.6
8	86481105	86481298	MACS_peak_20042	574.96
8	86555469	86555740	MACS_peak_20043	69.6
8	86558794	86559576	MACS_peak_20044	61.91
8	86570984	86571766	MACS_peak_20045	78.8
8	86574214	86574485	MACS_peak_20046	70.9
8	86727329	86727600	MACS_peak_20047	62.23
8	86735410	86736192	MACS_peak_20048	56.51
8	86741605	86742362	MACS_peak_20049	59.97
8	86744690	86745447	MACS_peak_20050	93.17
8	86760840	86761470	MACS_peak_20051	69.91
8	86779208	86779990	MACS_peak_20052	85.08
8	86791401	86792158	MACS_peak_20053	72.32
8	86806676	86807458	MACS_peak_20054	63.64
8	86818869	86819651	MACS_peak_20055	71.75
8	86831060	86831842	MACS_peak_20056	69.48
8	86839643	86839888	MACS_peak_20057	55.03
8	86848476	86848615	MACS_peak_20058	632.31
8	86985539	86985910	MACS_peak_20059	435.8
8	87045445	87045851	MACS_peak_20060	1417.03
8	87056373	87056605	MACS_peak_20061	537.4
8	87100764	87101235	MACS_peak_20062	865.62
8	87173896	87175072	MACS_peak_20063	2992.84
8	87278738	87279109	MACS_peak_20064	362.19
8	87526426	87526621	MACS_peak_20065	640.49
8	87570386	87570762	MACS_peak_20066	349.84
8	87621467	87621728	MACS_peak_20067	715.63
8	87631321	87631563	MACS_peak_20068	531.82
8	87715527	87715869	MACS_peak_20069	1035.04
8	87797427	87797888	MACS_peak_20070	1854.74
8	87831395	87831863	MACS_peak_20071	857.42
8	87883298	87883707	MACS_peak_20072	1106.95
8	87905054	87905525	MACS_peak_20073	1950.2
8	88013174	88013380	MACS_peak_20074	655.89
8	88148711	88149558	MACS_peak_20075	2997.36
8	88282532	88282761	MACS_peak_20076	717.77
8	88360868	88361056	MACS_peak_20077	983.94
8	88475379	88475741	MACS_peak_20078	259.36
8	88488270	88488620	MACS_peak_20079	666.68
8	88593930	88594409	MACS_peak_20080	2606.38
8	88664184	88664419	MACS_peak_20081	93.73
8	88707475	88707783	MACS_peak_20082	722.05
8	88830878	88831315	MACS_peak_20083	105.65
8	88938039	88938278	MACS_peak_20084	454
8	88944846	88945185	MACS_peak_20085	506.92
8	89167647	89167804	MACS_peak_20086	235.7
8	89189222	89189507	MACS_peak_20087	1280.99
8	89211840	89212082	MACS_peak_20088	480.03
8	89215663	89215962	MACS_peak_20089	428.63
8	89224969	89225188	MACS_peak_20090	470.21
8	89302070	89302321	MACS_peak_20091	525.79
8	89332893	89333151	MACS_peak_20092	727.26
8	89358291	89358711	MACS_peak_20093	192.4
8	89532294	89532576	MACS_peak_20094	722.05
8	89592410	89592701	MACS_peak_20095	301.56
8	89659363	89659670	MACS_peak_20096	183.34
8	89703324	89703701	MACS_peak_20097	50.68
8	89725132	89725570	MACS_peak_20098	737.12
8	89817701	89818070	MACS_peak_20099	627.18
8	89839608	89840000	MACS_peak_20100	75.01
8	89910983	89911271	MACS_peak_20101	496.17
8	89931364	89931578	MACS_peak_20102	761
8	90059325	90059658	MACS_peak_20103	388.99
8	90189101	90189421	MACS_peak_20104	1955.71
8	90203366	90203716	MACS_peak_20105	76.3
8	90234985	90235461	MACS_peak_20106	61.84
8	90265530	90265768	MACS_peak_20107	516.86
8	90387581	90387962	MACS_peak_20108	149.97
8	90436082	90436310	MACS_peak_20109	544.06
8	90522059	90522467	MACS_peak_20110	78.6
8	90544439	90544900	MACS_peak_20111	104.56
8	90548643	90548946	MACS_peak_20112	56.21
8	90549973	90550222	MACS_peak_20113	50.7
8	90551399	90551754	MACS_peak_20114	64.39
8	90568727	90568940	MACS_peak_20115	67.37
8	90629389	90629623	MACS_peak_20116	1108.27
8	90666460	90666754	MACS_peak_20117	1671.3
8	90688080	90688451	MACS_peak_20118	68.83
8	90689584	90689905	MACS_peak_20119	111.96
8	90701444	90701750	MACS_peak_20120	1282.62
8	90715056	90715262	MACS_peak_20121	669.04
8	90725322	90725698	MACS_peak_20122	66.31
8	90730510	90730830	MACS_peak_20123	491.79
8	90860454	90860757	MACS_peak_20124	1097.2
8	90966756	90966894	MACS_peak_20125	989.14
8	90996255	90996623	MACS_peak_20126	766.12
8	90996869	90997221	MACS_peak_20127	415.24
8	91006503	91006860	MACS_peak_20128	774.47
8	91006930	91007164	MACS_peak_20129	532.66
8	91012815	91013255	MACS_peak_20130	646.41
8	91040355	91040655	MACS_peak_20131	201.59
8	91059069	91059459	MACS_peak_20132	116.98
8	91220261	91220527	MACS_peak_20133	618.6
8	91245385	91245580	MACS_peak_20134	540.03
8	91444781	91445024	MACS_peak_20135	402.63
8	91484922	91485301	MACS_peak_20136	603.02
8	91513660	91513889	MACS_peak_20137	420.45
8	91545805	91546102	MACS_peak_20138	488.85
8	91583166	91583644	MACS_peak_20139	682.75
8	91770579	91770965	MACS_peak_20140	2180.46
8	91829164	91829451	MACS_peak_20141	1804.99
8	91960520	91960971	MACS_peak_20142	710.35
8	92003184	92003634	MACS_peak_20143	932.02
8	92043431	92043713	MACS_peak_20144	1119.53
8	92088885	92089186	MACS_peak_20145	380.3
8	92093888	92094195	MACS_peak_20146	685.18
8	92144656	92145075	MACS_peak_20147	506.92
8	92248680	92249034	MACS_peak_20148	679.6
8	92265612	92265936	MACS_peak_20149	722.05
8	92355843	92356114	MACS_peak_20150	648.7
8	92405814	92406075	MACS_peak_20151	603.02
8	92467718	92467939	MACS_peak_20152	696.33
8	92539624	92540090	MACS_peak_20153	141.43
8	92677902	92678151	MACS_peak_20154	625.49
8	92740280	92740532	MACS_peak_20155	73.59
8	92741093	92741445	MACS_peak_20156	72.38
8	92867120	92867335	MACS_peak_20157	596.79
8	92886352	92886613	MACS_peak_20158	88.13
8	93085658	93085970	MACS_peak_20159	435.94
8	93377407	93377696	MACS_peak_20160	63.9
8	93379898	93380206	MACS_peak_20161	76.89
8	93381737	93381937	MACS_peak_20162	372.57
8	93688930	93689181	MACS_peak_20163	471.88
8	93728474	93728688	MACS_peak_20164	1098.16
8	93776201	93776441	MACS_peak_20165	335.56
8	93924270	93924617	MACS_peak_20166	398.78
8	93931332	93931704	MACS_peak_20167	692.06
8	94419580	94420333	MACS_peak_20168	69.51
8	94500331	94500670	MACS_peak_20169	69.46
8	94577675	94577976	MACS_peak_20170	442.11
8	94648125	94648366	MACS_peak_20171	466.63
8	94656917	94657111	MACS_peak_20172	1043.77
8	94680174	94680360	MACS_peak_20173	122.85
8	94706373	94706731	MACS_peak_20174	997.01
8	94708035	94708169	MACS_peak_20175	1212.73
8	94812122	94812262	MACS_peak_20176	1395.4
8	94987344	94987653	MACS_peak_20177	382.21
8	94995504	94995871	MACS_peak_20178	408.1
8	95003543	95003839	MACS_peak_20179	534.84
8	95006921	95007159	MACS_peak_20180	415.95
8	95192472	95192758	MACS_peak_20181	304.49
8	95218236	95218570	MACS_peak_20182	379.96
8	95362194	95362434	MACS_peak_20183	733.5
8	95369470	95369685	MACS_peak_20184	511.33
8	95532306	95532440	MACS_peak_20185	915.63
8	95579863	95580266	MACS_peak_20186	538.87
8	95586407	95586801	MACS_peak_20187	638.66
8	95604315	95604835	MACS_peak_20188	160.72
8	95625210	95625457	MACS_peak_20189	1036.76
8	95825682	95826078	MACS_peak_20190	870.72
8	96149418	96149631	MACS_peak_20191	596.79
8	96317601	96318023	MACS_peak_20192	1090.25
8	96387170	96387503	MACS_peak_20193	81.85
8	96640136	96640520	MACS_peak_20194	388.99
8	96729531	96729897	MACS_peak_20195	57.57
8	96759361	96759823	MACS_peak_20196	93.31
8	96769463	96769865	MACS_peak_20197	81.3
8	96893804	96894033	MACS_peak_20198	456.29
8	96895208	96895457	MACS_peak_20199	166.83
8	96902795	96903030	MACS_peak_20200	516.86
8	97098164	97098507	MACS_peak_20201	170.04
8	97345257	97345727	MACS_peak_20202	699.07
8	97707381	97707721	MACS_peak_20203	78.43
8	97708119	97708436	MACS_peak_20204	54.21
8	97790120	97790474	MACS_peak_20205	492.82
8	97868875	97869095	MACS_peak_20206	564.54
8	97976316	97976692	MACS_peak_20207	505.64
8	98000328	98000596	MACS_peak_20208	506.92
8	98135041	98135694	MACS_peak_20209	426.55
8	98154467	98154734	MACS_peak_20210	534.37
8	98157561	98157815	MACS_peak_20211	453.3
8	98271203	98271492	MACS_peak_20212	435.82
8	98308075	98308414	MACS_peak_20213	60.17
8	98310362	98310580	MACS_peak_20214	77.25
8	98559757	98559973	MACS_peak_20215	644.42
8	98594843	98595200	MACS_peak_20216	593.41
8	98607863	98608380	MACS_peak_20217	263.4
8	98646093	98646407	MACS_peak_20218	488.85
8	98800458	98800816	MACS_peak_20219	373.94
8	98852098	98852534	MACS_peak_20220	757.78
8	98926575	98926721	MACS_peak_20221	1453.16
8	99097681	99098063	MACS_peak_20222	914.48
8	99176011	99176288	MACS_peak_20223	580.42
8	99357690	99357926	MACS_peak_20224	596.74
8	99370354	99370617	MACS_peak_20225	465.4
8	99395329	99395617	MACS_peak_20226	420.06
8	99483404	99483639	MACS_peak_20227	1627.6
8	99500585	99500872	MACS_peak_20228	1113.45
8	99570294	99570651	MACS_peak_20229	736.03
8	99581529	99581778	MACS_peak_20230	489.64
8	99599786	99600065	MACS_peak_20231	147.93
8	99664603	99665023	MACS_peak_20232	60
8	99667697	99668098	MACS_peak_20233	101.68
8	99713043	99713361	MACS_peak_20234	143.56
8	99717837	99718123	MACS_peak_20235	520.23
8	99754131	99754491	MACS_peak_20236	50.92
8	99790468	99791076	MACS_peak_20237	109.01
8	99885207	99885523	MACS_peak_20238	82
8	99939032	99939262	MACS_peak_20239	532.66
8	100010133	100010373	MACS_peak_20240	462.71
8	100140371	100140753	MACS_peak_20241	285.42
8	100177968	100178158	MACS_peak_20242	557.32
8	100180366	100180685	MACS_peak_20243	1192.27
8	100305317	100305867	MACS_peak_20244	58.28
8	100320885	100321221	MACS_peak_20245	53.69
8	100347575	100347916	MACS_peak_20246	52.21
8	100370827	100371154	MACS_peak_20247	511.42
8	100390662	100390942	MACS_peak_20248	243.49
8	100418502	100418833	MACS_peak_20249	406.81
8	100453564	100453841	MACS_peak_20250	953.02
8	100531301	100531535	MACS_peak_20251	232.04
8	100571592	100571904	MACS_peak_20252	83.7
8	100703844	100704260	MACS_peak_20253	109.53
8	100799817	100800201	MACS_peak_20254	532.77
8	100806540	100806780	MACS_peak_20255	903.02
8	100872064	100872352	MACS_peak_20256	700.62
8	100878087	100878408	MACS_peak_20257	549.92
8	100971531	100971739	MACS_peak_20258	376.89
8	101063712	101064231	MACS_peak_20259	1678.94
8	101138178	101138514	MACS_peak_20260	406.81
8	101156279	101156520	MACS_peak_20261	487.14
8	101216506	101216852	MACS_peak_20262	204.63
8	101538901	101539533	MACS_peak_20263	1255.76
8	101586139	101586536	MACS_peak_20264	493.55
8	101693152	101693431	MACS_peak_20265	578.93
8	101720112	101720369	MACS_peak_20266	567.67
8	101839286	101839533	MACS_peak_20267	282.33
8	101859377	101859603	MACS_peak_20268	548.55
8	101890225	101890458	MACS_peak_20269	387.94
8	101950834	101951345	MACS_peak_20270	1061.03
8	102135463	102135758	MACS_peak_20271	488.85
8	102149533	102149726	MACS_peak_20272	675.38
8	102237883	102238129	MACS_peak_20273	847.14
8	102339196	102339482	MACS_peak_20274	1236.02
8	102441672	102441983	MACS_peak_20275	71.7
8	102469077	102469293	MACS_peak_20276	2057.96
8	102534040	102534228	MACS_peak_20277	825.28
8	102630674	102631156	MACS_peak_20278	839.91
8	102644812	102645134	MACS_peak_20279	549.27
8	102658543	102658886	MACS_peak_20280	419.68
8	102816593	102816946	MACS_peak_20281	777.57
8	103093666	103093913	MACS_peak_20282	717.46
8	103146636	103147018	MACS_peak_20283	85.66
8	103152878	103153108	MACS_peak_20284	573.12
8	103197191	103197473	MACS_peak_20285	408.77
8	103209730	103209976	MACS_peak_20286	508.42
8	103419985	103420227	MACS_peak_20287	518.84
8	103446884	103447148	MACS_peak_20288	441.36
8	103461364	103461736	MACS_peak_20289	178.37
8	103643922	103644160	MACS_peak_20290	729.92
8	103778194	103778326	MACS_peak_20291	1116.4
8	103819744	103820070	MACS_peak_20292	546.72
8	103823036	103823514	MACS_peak_20293	1317.25
8	103826916	103827144	MACS_peak_20294	541.47
8	104059042	104059275	MACS_peak_20295	1094.86
8	104086096	104086303	MACS_peak_20296	1134.69
8	104116506	104116813	MACS_peak_20297	972.38
8	104291308	104291677	MACS_peak_20298	521.2
8	104385404	104385749	MACS_peak_20299	1603.33
8	104719534	104719859	MACS_peak_20300	722.05
8	104768982	104769196	MACS_peak_20301	413.43
8	104776560	104776828	MACS_peak_20302	1059.13
8	104788712	104789061	MACS_peak_20303	986.79
8	104799156	104799394	MACS_peak_20304	66.8
8	104807786	104808075	MACS_peak_20305	415.46
8	104808887	104809208	MACS_peak_20306	414.88
8	104883452	104883892	MACS_peak_20307	396.36
8	105160268	105160550	MACS_peak_20308	988.32
8	105197335	105197626	MACS_peak_20309	889.09
8	105265581	105265947	MACS_peak_20310	379.2
8	105337675	105338075	MACS_peak_20311	789.23
8	105338268	105338587	MACS_peak_20312	972.38
8	105344420	105344740	MACS_peak_20313	312.33
8	105430368	105430714	MACS_peak_20314	1236.43
8	105454608	105454855	MACS_peak_20315	759.16
8	105524500	105525154	MACS_peak_20316	1012.6
8	105559836	105560746	MACS_peak_20317	1530.12
8	105560747	105561007	MACS_peak_20318	1004.78
8	105771983	105772305	MACS_peak_20319	2089.92
8	105800135	105800302	MACS_peak_20320	911.62
8	105973979	105974365	MACS_peak_20321	60
8	106096363	106096579	MACS_peak_20322	704.63
8	106144357	106144726	MACS_peak_20323	265.34
8	106298829	106299045	MACS_peak_20324	852.08
8	106392755	106393098	MACS_peak_20325	265.34
8	106552332	106552601	MACS_peak_20326	947.26
8	106586182	106586551	MACS_peak_20327	1192.27
8	106660630	106660948	MACS_peak_20328	52.17
8	106669757	106669968	MACS_peak_20329	497.19
8	106722689	106722898	MACS_peak_20330	840.92
8	106730355	106730546	MACS_peak_20331	977.68
8	106758777	106758974	MACS_peak_20332	596.74
8	106785214	106785497	MACS_peak_20333	477.91
8	106794049	106794275	MACS_peak_20334	568.54
8	106879175	106879452	MACS_peak_20335	721.05
8	106889165	106890312	MACS_peak_20336	3100
8	106918100	106918374	MACS_peak_20337	1102.77
8	106918538	106918948	MACS_peak_20338	1151.2
8	106945328	106945617	MACS_peak_20339	353.72
8	106962506	106962779	MACS_peak_20340	833.69
8	107016737	107016976	MACS_peak_20341	516.86
8	107079356	107079641	MACS_peak_20342	69
8	107093250	107093587	MACS_peak_20343	763.63
8	107220568	107220854	MACS_peak_20344	603.02
8	107269763	107269990	MACS_peak_20345	318.17
8	107298963	107299288	MACS_peak_20346	1460.78
8	107356872	107357141	MACS_peak_20347	489.76
8	107439431	107439884	MACS_peak_20348	1192.27
8	107534078	107534339	MACS_peak_20349	873.26
8	107603985	107604514	MACS_peak_20350	1131.94
8	107630111	107630304	MACS_peak_20351	661.2
8	107706541	107707195	MACS_peak_20352	2071.44
8	107717247	107717669	MACS_peak_20353	2283.76
8	107777500	107777959	MACS_peak_20354	831.62
8	107786280	107786607	MACS_peak_20355	831.34
8	107858222	107858472	MACS_peak_20356	485.56
8	107868750	107869145	MACS_peak_20357	529.5
8	107966027	107966408	MACS_peak_20358	514.63
8	107970268	107970428	MACS_peak_20359	549.15
8	108098948	108099168	MACS_peak_20360	666.39
8	108229764	108230142	MACS_peak_20361	453.03
8	108254687	108254937	MACS_peak_20362	146.28
8	108291178	108291416	MACS_peak_20363	245.57
8	108508095	108508335	MACS_peak_20364	502.51
8	108544566	108544854	MACS_peak_20365	567.67
8	108663235	108663629	MACS_peak_20366	137.17
8	108792072	108792354	MACS_peak_20367	1057.39
8	108793822	108794096	MACS_peak_20368	780.91
8	108825705	108825921	MACS_peak_20369	518.16
8	108875413	108875623	MACS_peak_20370	451.61
8	108903210	108903789	MACS_peak_20371	50.38
8	108920505	108920994	MACS_peak_20372	684.08
8	109070608	109070998	MACS_peak_20373	73.23
8	109075992	109076316	MACS_peak_20374	57.42
8	109092725	109092943	MACS_peak_20375	564.92
8	109181502	109181972	MACS_peak_20376	86.81
8	109192587	109192823	MACS_peak_20377	282.2
8	109258013	109258309	MACS_peak_20378	1018.99
8	109278724	109279031	MACS_peak_20379	806.02
8	109299430	109299600	MACS_peak_20380	797.18
8	109508855	109509100	MACS_peak_20381	883.94
8	109583456	109583684	MACS_peak_20382	627.46
8	109691173	109691378	MACS_peak_20383	162.05
8	109693369	109693656	MACS_peak_20384	76.3
8	109716086	109716341	MACS_peak_20385	1785.17
8	109735232	109735436	MACS_peak_20386	577
8	109902679	109902938	MACS_peak_20387	594.37
8	109930715	109930965	MACS_peak_20388	389.4
8	109945015	109945315	MACS_peak_20389	61.75
8	109968012	109968260	MACS_peak_20390	398.32
8	110225786	110226134	MACS_peak_20391	707.97
8	110273806	110274047	MACS_peak_20392	729.92
8	110294419	110294796	MACS_peak_20393	759.47
8	110328453	110328944	MACS_peak_20394	910.52
8	110338186	110338402	MACS_peak_20395	712.64
8	110359104	110359442	MACS_peak_20396	921.33
8	110385265	110385609	MACS_peak_20397	64.79
8	110395294	110395681	MACS_peak_20398	823.36
8	110564264	110564539	MACS_peak_20399	717.3
8	110573913	110574203	MACS_peak_20400	1704.82
8	110641750	110642131	MACS_peak_20401	50.66
8	110732540	110732858	MACS_peak_20402	545.79
8	110818051	110818261	MACS_peak_20403	613.04
8	110873600	110873908	MACS_peak_20404	97
8	110876091	110876416	MACS_peak_20405	85.11
8	110955439	110955687	MACS_peak_20406	439.71
8	111038689	111039032	MACS_peak_20407	520.82
8	111072658	111072903	MACS_peak_20408	501.16
8	111164554	111164859	MACS_peak_20409	60
8	111269311	111269685	MACS_peak_20410	361.61
8	111348901	111349116	MACS_peak_20411	988.9
8	111386372	111386886	MACS_peak_20412	114.21
8	111404856	111405285	MACS_peak_20413	299.44
8	111571760	111572058	MACS_peak_20414	477.36
8	111670098	111670338	MACS_peak_20415	645.44
8	111687016	111687149	MACS_peak_20416	1390.02
8	111740301	111740858	MACS_peak_20417	85.48
8	111780370	111780699	MACS_peak_20418	668.48
8	111842625	111843004	MACS_peak_20419	310.58
8	111964616	111964954	MACS_peak_20420	53.09
8	112145065	112145261	MACS_peak_20421	604.07
8	112168143	112168468	MACS_peak_20422	359.15
8	112265488	112265856	MACS_peak_20423	1236.43
8	112456430	112456860	MACS_peak_20424	723.39
8	112555800	112555974	MACS_peak_20425	780.06
8	112860160	112860482	MACS_peak_20426	673.67
8	112977319	112977666	MACS_peak_20427	655.65
8	113225762	113226035	MACS_peak_20428	440.5
8	113231877	113232110	MACS_peak_20429	173.25
8	113417394	113417539	MACS_peak_20430	847.8
8	113477314	113477606	MACS_peak_20431	1398.75
8	113544371	113544582	MACS_peak_20432	292.77
8	113609148	113609636	MACS_peak_20433	55.69
8	113674549	113675003	MACS_peak_20434	139.27
8	113774218	113774477	MACS_peak_20435	1004.17
8	114081228	114081502	MACS_peak_20436	847.52
8	114179460	114179727	MACS_peak_20437	534.37
8	114184031	114184257	MACS_peak_20438	822.5
8	114205269	114205493	MACS_peak_20439	794.58
8	114384620	114384837	MACS_peak_20440	322.87
8	114390874	114391060	MACS_peak_20441	901.33
8	114411310	114411657	MACS_peak_20442	603.06
8	114450013	114450248	MACS_peak_20443	1282.94
8	114464017	114464229	MACS_peak_20444	189.07
8	114973457	114973682	MACS_peak_20445	349.95
8	115057203	115057464	MACS_peak_20446	52.01
8	115139842	115140075	MACS_peak_20447	948.66
8	115176046	115176403	MACS_peak_20448	84.83
8	115466608	115466993	MACS_peak_20449	1102.85
8	115472805	115473043	MACS_peak_20450	662.31
8	115517913	115518284	MACS_peak_20451	65.82
8	115861170	115861528	MACS_peak_20452	283.31
8	116043747	116043931	MACS_peak_20453	872.37
8	116100243	116100445	MACS_peak_20454	630.96
8	116140111	116140320	MACS_peak_20455	1046.02
8	116255812	116256023	MACS_peak_20456	596.79
8	116286410	116286640	MACS_peak_20457	517.97
8	116508679	116508932	MACS_peak_20458	1001.34
8	116983368	116983647	MACS_peak_20459	312.33
8	117217068	117217498	MACS_peak_20460	723.39
8	117627739	117627984	MACS_peak_20461	422.19
8	117715388	117715766	MACS_peak_20462	635.08
8	117728032	117728269	MACS_peak_20463	516.86
8	117778366	117778699	MACS_peak_20464	424.75
8	117899823	117900212	MACS_peak_20465	1008.5
8	117924948	117925159	MACS_peak_20466	765.58
8	118109492	118110262	MACS_peak_20467	3100
8	118342414	118342684	MACS_peak_20468	569.72
8	118480161	118480492	MACS_peak_20469	312.33
8	118874312	118874630	MACS_peak_20470	482.12
8	118980694	118980943	MACS_peak_20471	275.97
8	119081287	119081585	MACS_peak_20472	936.46
8	119252574	119252783	MACS_peak_20473	460.69
8	119501727	119502038	MACS_peak_20474	812.5
8	119545024	119545296	MACS_peak_20475	63.24
8	119546614	119546896	MACS_peak_20476	127.5
8	119734285	119734664	MACS_peak_20477	59.7
8	119824213	119824396	MACS_peak_20478	720.32
8	119989563	119989934	MACS_peak_20479	50.76
8	120039521	120039678	MACS_peak_20480	794.19
8	120133659	120133945	MACS_peak_20481	380.13
8	120174548	120174720	MACS_peak_20482	86.93
8	120267043	120267613	MACS_peak_20483	78.25
8	120276263	120276552	MACS_peak_20484	699.78
8	120429156	120429373	MACS_peak_20485	901.33
8	120464177	120464427	MACS_peak_20486	682.16
8	120563079	120563363	MACS_peak_20487	67.7
8	120610585	120610905	MACS_peak_20488	319.09
8	120667407	120667623	MACS_peak_20489	2235.66
8	120875195	120875500	MACS_peak_20490	395.39
8	120948125	120948266	MACS_peak_20491	1253.83
8	121022241	121022497	MACS_peak_20492	470.06
8	121075986	121076235	MACS_peak_20493	763.02
8	121096899	121097109	MACS_peak_20494	780.06
8	121130927	121131389	MACS_peak_20495	640.09
8	121135751	121136010	MACS_peak_20496	1297.26
8	121230293	121230561	MACS_peak_20497	587.27
8	121362559	121362903	MACS_peak_20498	96.73
8	121400905	121401144	MACS_peak_20499	516.86
8	121433742	121434221	MACS_peak_20500	1193.97
8	121465060	121465420	MACS_peak_20501	1671.3
8	121617980	121618319	MACS_peak_20502	522.76
8	121657137	121657377	MACS_peak_20503	135.71
8	121735543	121735764	MACS_peak_20504	537.31
8	121820893	121821116	MACS_peak_20505	614.29
8	121884435	121884739	MACS_peak_20506	430.6
8	121931375	121931822	MACS_peak_20507	3100
8	121932358	121933040	MACS_peak_20508	1169.74
8	121951238	121951633	MACS_peak_20509	669.62
8	121955832	121956065	MACS_peak_20510	407.44
8	121963469	121963765	MACS_peak_20511	1285.51
8	121997082	121997374	MACS_peak_20512	553.52
8	122004892	122005263	MACS_peak_20513	142.05
8	122054258	122054582	MACS_peak_20514	50.92
8	122066779	122067038	MACS_peak_20515	137.12
8	122244966	122245197	MACS_peak_20516	685.59
8	122261092	122261370	MACS_peak_20517	1124.48
8	122273011	122273384	MACS_peak_20518	1152.72
8	122342146	122342416	MACS_peak_20519	88.77
8	122433012	122433347	MACS_peak_20520	53.99
8	122583360	122583637	MACS_peak_20521	526.8
8	122654572	122654764	MACS_peak_20522	828.83
8	122690266	122690649	MACS_peak_20523	406.81
8	122694609	122694807	MACS_peak_20524	534.57
8	122697945	122698139	MACS_peak_20525	429.55
8	122794113	122794631	MACS_peak_20526	627.5
8	122842338	122842685	MACS_peak_20527	1317.25
8	123000575	123000920	MACS_peak_20528	574.33
8	123066794	123067027	MACS_peak_20529	251.15
8	123091145	123091460	MACS_peak_20530	611.86
8	123111949	123112166	MACS_peak_20531	731.97
8	123248489	123248846	MACS_peak_20532	774.47
8	123259022	123259423	MACS_peak_20533	56.33
8	123260478	123260728	MACS_peak_20534	74.29
8	123293094	123293349	MACS_peak_20535	844.11
8	123309269	123309626	MACS_peak_20536	51.33
8	123341781	123342175	MACS_peak_20537	145.6
8	123360324	123360560	MACS_peak_20538	462.71
8	123457535	123457923	MACS_peak_20539	139.27
8	123459763	123459993	MACS_peak_20540	706.26
8	123575695	123575953	MACS_peak_20541	713.43
8	123584424	123584890	MACS_peak_20542	1339.11
8	123651239	123651513	MACS_peak_20543	458.32
8	123685753	123685973	MACS_peak_20544	883.81
8	123691097	123691366	MACS_peak_20545	461.5
8	123745836	123746166	MACS_peak_20546	426.3
8	123807228	123807526	MACS_peak_20547	443.84
8	123870428	123870753	MACS_peak_20548	415.68
8	123917109	123917388	MACS_peak_20549	578.93
