id	chr	start	end	gene_sum	genes	distance
MACS_peak_21214	9	86342054	86342232	76	2	77720
MACS_peak_21222	9	87568932	87569296	76	0	156088
MACS_peak_21223	9	88374533	88374848	77	1	805237
MACS_peak_21224	9	88401115	88401460	78	1	26267
MACS_peak_21226	9	88433829	88434208	78	0	7119
MACS_peak_21227	9	88578171	88578305	79	1	143963
MACS_peak_21253	9	92191230	92191492	79	0	26838
MACS_peak_21254	9	92957124	92957495	83	4	765632
MACS_peak_21256	9	92989123	92989382	83	0	23831
MACS_peak_21257	9	93405325	93405576	85	2	415943
MACS_peak_21258	9	93518109	93518409	87	2	112533
MACS_peak_21259	9	93535829	93536202	87	0	17420
MACS_peak_21260	9	93633346	93633643	88	1	97144
MACS_peak_21263	9	94231273	94231796	88	0	42584
MACS_peak_21264	9	94489591	94489932	89	1	257795
MACS_peak_21278	9	96064995	96065274	89	0	193236
MACS_peak_21279	9	96444475	96444703	90	1	379201
MACS_peak_21284	9	96671314	96671751	90	0	67327
MACS_peak_21285	9	96764970	96765201	91	1	93219
MACS_peak_21291	9	97431086	97431440	91	0	128984
MACS_peak_21292	9	97930202	97930460	93	2	498762
MACS_peak_21293	9	97975684	97975931	93	0	45224
MACS_peak_21294	9	97992363	97992628	94	1	16432
MACS_peak_21304	9	99204128	99204391	94	0	113775
MACS_peak_21305	9	99413952	99414308	96	2	209561
MACS_peak_21307	9	99619166	99619432	96	0	189776
MACS_peak_21308	9	99970213	99970460	97	1	350781
MACS_peak_21309	9	100018363	100018939	98	1	47903
MACS_peak_21311	9	100098328	100098684	98	0	36943
MACS_peak_21312	9	100161470	100161759	99	1	62786
MACS_peak_21314	9	100256119	100256499	99	0	81813
MACS_peak_21315	9	100347423	100347829	100	1	90924
MACS_peak_21317	9	100361080	100361344	100	0	12218
MACS_peak_21318	9	100968066	100968330	101	1	606722
MACS_peak_21322	9	101274356	101274699	101	0	87031
MACS_peak_21323	9	101443285	101443576	103	2	168586
MACS_peak_21324	9	101538234	101538494	104	1	94658
MACS_peak_21345	9	104055079	104055394	104	0	306378
MACS_peak_21346	9	104212180	104212422	105	1	156786
MACS_peak_21374	9	107257172	107257359	105	0	99682
MACS_peak_21375	9	107444922	107445289	106	1	187563
MACS_peak_21390	9	108643900	108644282	106	0	39252
MACS_peak_21391	9	108930745	108930945	107	1	286463
MACS_peak_21412	9	111269736	111270058	107	0	3865
MACS_peak_21413	9	111433533	111433807	108	1	163475
MACS_peak_21427	9	112621785	112622002	108	0	41312
MACS_peak_21428	9	112994352	112994703	109	1	372350
MACS_peak_21429	9	113214518	113214860	110	1	219815
MACS_peak_21430	9	113400721	113400948	113	3	185861
MACS_peak_21451	9	114875321	114875519	113	0	14972
MACS_peak_21452	9	115123449	115123735	114	1	247930
MACS_peak_21501	9	121107411	121107666	114	0	174846
MACS_peak_21502	9	121512468	121512717	115	1	404802
MACS_peak_21508	9	122128042	122128249	115	0	75609
MACS_peak_21509	9	122243235	122243449	117	2	114986
MACS_peak_21510	9	122508025	122508406	118	1	264576
MACS_peak_21511	9	122731476	122731748	118	0	223070
MACS_peak_21512	9	122820054	122820323	119	1	88306
MACS_peak_21513	9	122983992	122984150	120	1	163669
MACS_peak_21532	9	124225380	124225630	120	0	46977
MACS_peak_21533	9	124497337	124497546	121	1	271707
MACS_peak_21538	9	124857620	124857817	121	0	70592
MACS_peak_21539	9	124887362	124887677	124	3	29545
MACS_peak_21540	9	124980083	124980355	125	1	92406
MACS_peak_21541	9	125215530	125215703	127	2	235175
MACS_peak_21543	9	125227333	125227644	127	0	10144
MACS_peak_21544	9	125352685	125353165	128	1	125041
MACS_peak_21557	9	126670132	126670535	128	0	363369
MACS_peak_21558	9	126889080	126889357	130	2	218545
MACS_peak_21563	9	127331081	127331411	130	0	31703
MACS_peak_21564	9	127460999	127461278	132	2	129588
MACS_peak_21566	9	127773761	127774174	132	0	299056
MACS_peak_21567	9	127851657	127851844	134	2	77483
MACS_peak_21568	9	127905995	127906359	134	0	54151
MACS_peak_21569	9	128137015	128137274	135	1	230656
MACS_peak_21570	9	128190314	128190591	135	0	53040
MACS_peak_21571	9	128320759	128321093	137	2	130168
MACS_peak_21572	9	128387194	128387574	139	2	66101
MACS_peak_21574	9	128450159	128450354	139	0	56225
MACS_peak_21575	9	128675685	128675848	141	2	225331
MACS_peak_21576	9	128991167	128991474	146	5	315319
MACS_peak_21577	9	129208681	129208813	148	2	217207
MACS_peak_21583	9	129467564	129467838	148	0	149577
MACS_peak_21584	9	129622529	129622805	149	1	154691
MACS_peak_21585	9	129702940	129703168	150	1	80135
MACS_peak_21586	9	129760097	129760349	150	0	56929
MACS_peak_21587	9	129965349	129965669	154	4	205000
MACS_peak_21588	9	130073534	130073877	155	1	107865
MACS_peak_21591	9	130549155	130549478	155	0	168246
MACS_peak_21592	9	130632298	130632507	156	1	82820
MACS_peak_21594	9	130673074	130673310	156	0	23696
MACS_peak_21595	9	130752154	130752482	158	2	78844
MACS_peak_21600	9	131054251	131054408	158	0	36428
MACS_peak_21601	9	131176812	131177185	159	1	122404
MACS_peak_21602	9	131182376	131182694	159	0	5191
MACS_peak_21603	9	131495454	131495824	160	1	312760
MACS_peak_21604	9	131557551	131557859	161	1	61727
MACS_peak_21608	9	131790777	131791104	161	0	100195
MACS_peak_21609	9	131901409	131901755	162	1	110305
MACS_peak_21612	9	132001271	132002421	162	0	56042
MACS_peak_21613	9	132373368	132373586	163	1	370947
MACS_peak_21614	9	132379532	132379885	164	1	5946
MACS_peak_21616	9	132567115	132567247	164	0	83961
MACS_peak_21617	9	132647982	132648243	165	1	80735
MACS_peak_21619	9	132669760	132669898	165	0	117
MACS_peak_21620	9	132862013	132862295	167	2	192115
MACS_peak_21621	9	132869488	132869706	167	0	7193
MACS_peak_21622	9	133317943	133318076	168	1	448237
MACS_peak_21623	9	133558000	133558232	175	7	239924
MACS_peak_21635	9	134622910	134623295	175	0	7183
MACS_peak_21636	9	134829766	134830008	176	1	206471
MACS_peak_21637	9	135111799	135112096	177	1	281791
MACS_peak_21639	9	135188359	135188608	177	0	53547
MACS_peak_21640	9	135526662	135526915	180	3	338054
MACS_peak_21644	9	135675636	135675886	180	0	31159
MACS_peak_21645	9	135852897	135853271	181	1	177011
MACS_peak_21649	9	136055389	136055580	181	0	18769
MACS_peak_21650	9	136196341	136196561	182	1	140761
MACS_peak_21651	9	136269033	136269305	182	0	72472
MACS_peak_21652	9	136379144	136379502	183	1	109839
MACS_peak_21653	9	136398247	136398466	183	0	18745
MACS_peak_21654	9	136647307	136647524	187	4	248841
MACS_peak_21655	9	136658221	136658387	187	0	10697
MACS_peak_21656	9	136964308	136964643	194	7	305921
MACS_peak_21657	9	137035971	137036151	195	1	71328
MACS_peak_21658	9	137372636	137373001	205	10	336485
MACS_peak_21659	9	137452960	137453165	206	1	79959
MACS_peak_21660	9	137590374	137590704	208	2	137209
MACS_peak_21693	9	141121049	141121623	208	0	3327
MACS_peak_1903	10	82430	82754	0	0	82430
MACS_peak_1904	10	86671	87009	0	0	3917
MACS_peak_1905	10	168166	168527	1	1	81157
MACS_peak_1910	10	714040	714225	1	0	190128
MACS_peak_1911	10	856505	856740	2	1	142280
MACS_peak_1912	10	1096793	1097061	5	3	240053
MACS_peak_1926	10	2881288	2881572	5	0	254750
MACS_peak_1927	10	3235100	3235316	6	1	353528
MACS_peak_1948	10	5671804	5672096	6	0	187438
MACS_peak_1949	10	6130616	6131018	9	3	458520
MACS_peak_1968	10	7729233	7729534	9	0	269885
MACS_peak_1969	10	7779696	7780300	10	1	50162
MACS_peak_1970	10	7913861	7914247	11	1	133561
MACS_peak_1995	10	11861890	11862093	11	0	26880
MACS_peak_1996	10	12153035	12153381	13	2	290942
MACS_peak_1997	10	12256567	12256945	15	2	103186
MACS_peak_2009	10	13156673	13157614	15	0	57894
MACS_peak_2010	10	13168170	13168337	16	1	10556
MACS_peak_2013	10	13259229	13259633	16	0	10270
MACS_peak_2014	10	13413882	13414232	17	1	154249
MACS_peak_2017	10	13578877	13579036	17	0	50934
MACS_peak_2018	10	13628686	13628992	18	1	49650
MACS_peak_2024	10	14578975	14579264	18	0	139267
MACS_peak_2025	10	14946174	14946349	21	3	366910
MACS_peak_2027	10	15033446	15033788	21	0	19231
MACS_peak_2028	10	15148482	15148714	22	1	114694
MACS_peak_2030	10	15767842	15768124	22	0	57696
MACS_peak_2031	10	15920991	15921256	23	1	152867
MACS_peak_2033	10	16171699	16172086	23	0	213367
MACS_peak_2034	10	16587178	16587443	24	1	415092
MACS_peak_2040	10	17533706	17534056	24	0	139534
MACS_peak_2041	10	17649508	17649781	25	1	115452
MACS_peak_2051	10	18527843	18528157	25	0	22075
MACS_peak_2052	10	18785423	18785781	26	1	257266
MACS_peak_2057	10	19015192	19015611	26	0	93073
MACS_peak_2058	10	19082927	19083130	27	1	67316
MACS_peak_2066	10	19637514	19637739	27	0	28416
MACS_peak_2067	10	19898024	19898380	28	1	260285
MACS_peak_2083	10	21480674	21480916	28	0	249808
MACS_peak_2084	10	21558909	21559266	30	2	77993
MACS_peak_2087	10	21722684	21722903	30	0	107075
MACS_peak_2088	10	21964172	21964399	31	1	241269
MACS_peak_2094	10	22282343	22282582	31	0	39434
MACS_peak_2095	10	22354330	22354902	33	2	71748
MACS_peak_2131	10	26539531	26539832	33	0	374756
MACS_peak_2132	10	26846015	26846237	34	1	306183
MACS_peak_2133	10	26921414	26921792	34	0	75177
MACS_peak_2134	10	27179858	27180153	37	3	258066
MACS_peak_2135	10	27335832	27336093	38	1	155679
MACS_peak_2136	10	27601209	27601545	39	1	265116
MACS_peak_2138	10	28530744	28531021	39	0	355913
MACS_peak_2139	10	28539771	28540026	40	1	8750
MACS_peak_2149	10	29833579	29833724	40	0	27080
MACS_peak_2150	10	30587252	30587481	41	1	753528
MACS_peak_2169	10	31780209	31780373	41	0	19449
MACS_peak_2170	10	31976011	31976236	42	1	195638
MACS_peak_2171	10	32003635	32003957	42	0	27399
MACS_peak_2172	10	32375210	32375441	44	2	371253
MACS_peak_2191	10	35005218	35005653	44	0	49726
MACS_peak_2192	10	35022990	35023365	45	1	17337
MACS_peak_2193	10	35263360	35263746	46	1	239995
MACS_peak_2211	10	37983767	37984084	46	0	199118
MACS_peak_2212	10	38186397	38186841	48	2	202313
MACS_peak_2357	10	43164454	43164742	48	0	138637
MACS_peak_2358	10	43993459	43993754	52	4	828717
MACS_peak_2363	10	44768064	44768430	52	0	145
MACS_peak_2364	10	44979276	44979532	53	1	210846
MACS_peak_2372	10	45428100	45428407	53	0	66035
MACS_peak_2373	10	45506086	45506605	54	1	77679
MACS_peak_2374	10	45509137	45509462	54	0	2532
MACS_peak_2375	10	45671068	45671328	55	1	161606
MACS_peak_2376	10	45813986	45814360	56	1	142658
MACS_peak_2377	10	45845359	45845735	56	0	30999
MACS_peak_2378	10	46035433	46035676	57	1	189698
MACS_peak_2379	10	46162682	46163027	57	0	127006
MACS_peak_2380	10	46504158	46504341	58	1	341131
MACS_peak_2381	10	46565019	46565212	58	0	60678
MACS_peak_2382	10	46683497	46683780	59	1	118285
MACS_peak_2391	10	47377563	47377773	59	0	40517
MACS_peak_2392	10	47533821	47534318	60	1	156048
MACS_peak_2393	10	47770338	47770563	61	1	236020
MACS_peak_2406	10	49296262	49296541	61	0	23618
MACS_peak_2407	10	49554238	49554558	62	1	257697
MACS_peak_2408	10	49850918	49851319	63	1	296360
MACS_peak_2410	10	49894357	49894489	63	0	5869
MACS_peak_2411	10	50093461	50093764	64	1	198972
MACS_peak_2448	10	56278077	56278477	64	0	102566
MACS_peak_2449	10	56382203	56382540	65	1	103726
MACS_peak_2470	10	58155132	58155648	65	0	45425
MACS_peak_2471	10	58202435	58202669	66	1	46787
MACS_peak_2472	10	58286450	58286761	67	1	83781
MACS_peak_2473	10	58286839	58287195	67	0	78
MACS_peak_2474	10	58446271	58446562	68	1	159076
MACS_peak_2486	10	60541630	60541905	68	0	88045
MACS_peak_2487	10	60933675	60933824	69	1	391770
MACS_peak_2493	10	61968541	61968792	69	0	90488
MACS_peak_2494	10	62399812	62400270	71	2	431020
MACS_peak_2498	10	62724027	62724225	71	0	147409
MACS_peak_2499	10	63067612	63067814	73	2	343387
MACS_peak_2500	10	63328600	63328751	74	1	260786
MACS_peak_2501	10	63367170	63367426	74	0	38419
MACS_peak_2502	10	63788718	63788930	75	1	421292
MACS_peak_2532	10	67724341	67724637	75	0	578394
MACS_peak_2533	10	67957633	67957861	76	1	232996
MACS_peak_2535	10	68207818	68208121	76	0	169711
MACS_peak_2536	10	68378367	68378830	77	1	170246
MACS_peak_2539	10	68691015	68691357	77	0	29436
MACS_peak_2540	10	68905078	68905221	78	1	213721
MACS_peak_2541	10	68993001	68993621	80	2	87780
MACS_peak_2542	10	69323546	69323774	83	3	329925
MACS_peak_2555	10	69821536	69821777	83	0	1813
MACS_peak_2556	10	71049112	71049256	90	7	1227335
MACS_peak_2562	10	72147477	72147834	90	0	166642
MACS_peak_2563	10	72518798	72519175	93	3	370964
MACS_peak_2564	10	72783081	72783436	93	0	263906
MACS_peak_2565	10	73292374	73292595	98	5	508938
MACS_peak_2566	10	73613717	73613868	101	3	321122
MACS_peak_2567	10	74455834	74456050	108	7	841966
MACS_peak_2568	10	74634982	74635300	108	0	178932
MACS_peak_2569	10	74909737	74910100	109	1	274437
MACS_peak_2571	10	75088268	75088632	109	0	20951
MACS_peak_2572	10	75863408	75863612	112	3	774776
MACS_peak_2583	10	77906965	77907342	112	0	928
MACS_peak_2584	10	78349065	78349441	114	2	441723
MACS_peak_2652	10	86370582	86370882	114	0	153357
MACS_peak_2653	10	86518025	86518379	115	1	147143
MACS_peak_2658	10	86835222	86835543	115	0	216191
MACS_peak_2659	10	87120685	87120982	117	2	285142
MACS_peak_2663	10	87551976	87552273	117	0	20041
MACS_peak_2664	10	87755511	87755831	118	1	203238
MACS_peak_2665	10	88157939	88158299	120	2	402108
MACS_peak_2668	10	88908937	88909133	120	0	67276
MACS_peak_2669	10	89040531	89040821	121	1	131398
MACS_peak_2672	10	89216666	89216956	121	0	20510
MACS_peak_2673	10	89293440	89293830	122	1	76484
MACS_peak_2674	10	89494917	89495281	123	1	201087
MACS_peak_2675	10	89726879	89727132	124	1	231598
MACS_peak_2681	10	90746803	90747093	124	0	332738
MACS_peak_2682	10	90977565	90977938	125	1	230472
MACS_peak_2691	10	92014173	92014475	125	0	138670
MACS_peak_2692	10	92611084	92611387	128	3	596609
MACS_peak_2707	10	93820439	93820724	128	0	416657
MACS_peak_2708	10	93900334	93900717	129	1	79610
MACS_peak_2709	10	94063127	94063392	130	1	162410
MACS_peak_2710	10	94283987	94284365	130	0	220595
MACS_peak_2711	10	94654699	94654881	131	1	370334
MACS_peak_2728	10	96360574	96360774	131	0	30182
MACS_peak_2729	10	96587581	96587947	132	1	226807
MACS_peak_2735	10	96844467	96844809	132	0	2364
MACS_peak_2736	10	97625065	97625300	141	9	780256
MACS_peak_2737	10	97707937	97708313	142	1	82637
MACS_peak_2738	10	97942005	97942343	143	1	233692
MACS_peak_2739	10	98130318	98130643	143	0	187975
MACS_peak_2740	10	98271034	98271250	144	1	140391
MACS_peak_2750	10	99491592	99491883	144	0	30193
MACS_peak_2751	10	99988701	99989034	147	3	496818
MACS_peak_2752	10	99989932	99990248	147	0	898
MACS_peak_2753	10	100304964	100305327	151	4	314716
MACS_peak_2756	10	100507941	100508289	151	0	46803
MACS_peak_2757	10	100543166	100543517	153	2	34877
MACS_peak_2763	10	100789579	100789999	153	0	43115
MACS_peak_2764	10	100914654	100915240	154	1	124655
MACS_peak_2765	10	101006586	101006858	157	3	91346
MACS_peak_2766	10	101152105	101152582	159	2	145247
MACS_peak_2770	10	101532375	101533215	159	0	79
MACS_peak_2771	10	101605670	101605848	161	2	72455
MACS_peak_2772	10	101652324	101652594	162	1	46476
MACS_peak_2773	10	102000619	102000781	163	1	348025
MACS_peak_2774	10	102098273	102098653	164	1	97492
MACS_peak_2775	10	102278581	102278784	168	4	179928
MACS_peak_2776	10	102434818	102435079	171	3	156034
MACS_peak_2777	10	102557687	102557883	173	2	122608
MACS_peak_2778	10	102754115	102754294	174	1	196232
MACS_peak_2785	10	103126492	103126823	174	0	68601
MACS_peak_2786	10	103769695	103769921	176	2	642872
MACS_peak_2787	10	103989434	103989861	178	2	219513
MACS_peak_2788	10	104159284	104159566	179	1	169423
MACS_peak_2822	10	109847082	109847640	179	0	620683
MACS_peak_2823	10	109875380	109875904	180	1	27740
MACS_peak_2825	10	110221083	110221218	180	0	192064
MACS_peak_2826	10	110308087	110308393	181	1	86869
MACS_peak_2828	10	110554279	110554632	181	0	221329
MACS_peak_2829	10	110617988	110618367	182	1	63356
MACS_peak_2830	10	110985925	110986305	184	2	367558
MACS_peak_2841	10	112274127	112274363	184	0	629797
MACS_peak_2842	10	112616082	112616507	186	2	341719
MACS_peak_2856	10	113623180	113623423	186	0	44927
MACS_peak_2857	10	114013188	114013503	188	2	389765
MACS_peak_2864	10	116960214	116960991	188	0	201633
MACS_peak_2865	10	117342604	117342960	189	1	381613
MACS_peak_2867	10	117913821	117914065	189	0	568965
MACS_peak_2868	10	118155877	118156260	190	1	241812
MACS_peak_2870	10	118280890	118281315	190	0	76514
MACS_peak_2871	10	118694657	118695210	192	2	413342
MACS_peak_2876	10	118897586	118897730	192	0	48163
MACS_peak_2877	10	119117190	119117410	193	1	219460
MACS_peak_2878	10	119444245	119444596	194	1	326835
MACS_peak_2879	10	119593807	119594350	195	1	149211
MACS_peak_2880	10	119826773	119827060	195	0	232423
MACS_peak_2881	10	120183332	120183657	197	2	356272
MACS_peak_2891	10	121605980	121606219	197	0	27121
MACS_peak_2892	10	122200753	122201031	200	3	594534
MACS_peak_2893	10	122492752	122493649	201	1	291721
MACS_peak_2896	10	122679704	122680046	201	0	5405
MACS_peak_2897	10	123494112	123494346	207	6	814066
MACS_peak_2902	10	124567651	124568142	207	0	452
MACS_peak_2903	10	124630039	124630407	208	1	61897
MACS_peak_2904	10	124678903	124679390	208	0	48496
MACS_peak_2905	10	125292223	125292481	210	2	612833
MACS_peak_2906	10	126077829	126078146	216	6	785348
MACS_peak_2917	10	128033545	128034083	216	0	692
MACS_peak_2918	10	128178486	128178716	217	1	144403
MACS_peak_2933	10	129870819	129870955	217	0	262028
MACS_peak_2934	10	130370084	130370414	218	1	499129
MACS_peak_2941	10	131532490	131532791	218	0	75190
MACS_peak_2942	10	131908053	131908298	219	1	375262
MACS_peak_2943	10	132114626	132115066	219	0	206328
MACS_peak_2944	10	132778592	132778995	221	2	663526
MACS_peak_2947	10	133252482	133252670	221	0	472330
MACS_peak_2948	10	133336125	133336369	222	1	83455
MACS_peak_2949	10	133537106	133537358	227	5	200737
MACS_peak_2958	10	135460640	135461114	227	0	149467
MACS_peak_2959	11	68087	68350	0	0	68087
MACS_peak_2964	11	135290	135527	0	0	4306
MACS_peak_2965	11	180179	180704	1	1	44652
MACS_peak_2967	11	191875	192263	1	0	1769
MACS_peak_2968	11	362016	362287	8	7	169753
MACS_peak_2969	11	509403	509703	12	4	147116
MACS_peak_2970	11	585244	585533	16	4	75541
MACS_peak_2971	11	1665077	1665459	34	18	1079544
MACS_peak_2972	11	1974891	1975096	38	4	309432
MACS_peak_2973	11	2307752	2307924	38	0	332656
MACS_peak_2974	11	3438330	3438534	42	4	1130406
MACS_peak_2980	11	3630973	3631292	42	0	28293
MACS_peak_2981	11	3920710	3921080	44	2	289418
MACS_peak_2982	11	4023149	4023468	44	0	102069
MACS_peak_2983	11	4192439	4192759	45	1	168971
MACS_peak_3004	11	6210895	6211228	45	0	685
MACS_peak_3005	11	6303347	6303515	46	1	92119
MACS_peak_3006	11	6374606	6374955	47	1	71091
MACS_peak_3007	11	6552577	6552885	51	4	177622
MACS_peak_3008	11	6784437	6784582	54	3	231552
MACS_peak_3017	11	7761145	7761490	54	0	2098
MACS_peak_3018	11	8222646	8222981	55	1	461156
MACS_peak_3024	11	8588305	8588560	55	0	29747
MACS_peak_3025	11	9187517	9187724	59	4	598957
MACS_peak_3026	11	9528379	9528648	61	2	340655
MACS_peak_3033	11	10427682	10428122	61	0	98046
MACS_peak_3034	11	10636280	10636634	62	1	208158
MACS_peak_3035	11	11736645	11736860	65	3	1100011
MACS_peak_3036	11	12310119	12310393	66	1	573259
MACS_peak_3042	11	13260560	13260991	66	0	85900
MACS_peak_3043	11	13417604	13418039	67	1	156613
MACS_peak_3057	11	14422405	14422570	67	0	239518
MACS_peak_3058	11	14476658	14476891	68	1	54088
MACS_peak_3059	11	14593954	14594276	69	1	117063
MACS_peak_3072	11	14869335	14869984	69	0	36295
MACS_peak_3073	11	15096433	15096774	70	1	226449
MACS_peak_3084	11	16587046	16587309	70	0	24943
MACS_peak_3085	11	16841917	16842256	72	2	254608
MACS_peak_3087	11	17052118	17052362	72	0	84220
MACS_peak_3088	11	17363873	17364206	74	2	311511
MACS_peak_3089	11	17376085	17376220	74	0	11879
MACS_peak_3090	11	17886016	17886366	75	1	509796
MACS_peak_3094	11	18013319	18013649	75	0	11694
MACS_peak_3095	11	18075370	18075851	77	2	61721
MACS_peak_3097	11	18192860	18193199	77	0	50996
MACS_peak_3098	11	18507980	18508358	81	4	314781
MACS_peak_3099	11	18753620	18753809	85	4	245262
MACS_peak_3108	11	20132471	20132802	85	0	156635
MACS_peak_3109	11	20597867	20598175	86	1	465065
MACS_peak_3124	11	22546669	22547051	86	0	1642
MACS_peak_3125	11	22718056	22718685	87	1	171005
MACS_peak_3173	11	27290385	27290704	87	0	47599
MACS_peak_3174	11	27507489	27507757	89	2	216785
MACS_peak_3178	11	28050962	28051182	89	0	84985
MACS_peak_3179	11	28382537	28382920	90	1	331355
MACS_peak_3200	11	30286509	30286885	90	0	208741
MACS_peak_3201	11	30336225	30336456	91	1	49340
MACS_peak_3205	11	31341309	31341793	91	0	2707
MACS_peak_3206	11	31378070	31378335	92	1	36277
MACS_peak_3207	11	31418678	31419189	92	0	40343
MACS_peak_3208	11	31567646	31567940	94	2	148457
MACS_peak_3213	11	32345100	32345343	94	0	58036
MACS_peak_3214	11	32628524	32628748	95	1	283181
MACS_peak_3216	11	32814514	32814878	95	0	43075
MACS_peak_3217	11	32906391	32906663	96	1	91513
MACS_peak_3221	11	33187766	33188053	96	0	8854
MACS_peak_3222	11	34009631	34009910	98	2	821578
MACS_peak_3223	11	34709104	34709413	100	2	699194
MACS_peak_3226	11	34797808	34798040	100	0	15390
MACS_peak_3227	11	34947712	34947904	102	2	149672
MACS_peak_3230	11	35259655	35259985	102	0	285286
MACS_peak_3231	11	35719807	35720186	104	2	459822
MACS_peak_3233	11	35763944	35764369	104	0	36573
MACS_peak_3234	11	36287645	36287954	106	2	523276
MACS_peak_3236	11	36372706	36373399	106	0	48
MACS_peak_3237	11	36578710	36579065	107	1	205311
MACS_peak_3281	11	43304498	43304775	107	0	261123
MACS_peak_3282	11	43332398	43332927	108	1	27623
MACS_peak_3288	11	44572158	44572503	108	0	157887
MACS_peak_3289	11	46028017	46028423	110	2	1455514
MACS_peak_3295	11	46269178	46269357	110	0	8190
MACS_peak_3296	11	46529026	46529158	113	3	259669
MACS_peak_3298	11	46595438	46595795	113	0	35751
MACS_peak_3299	11	46860240	46860376	117	4	264445
MACS_peak_3300	11	46911076	46911460	117	0	50700
MACS_peak_3301	11	46941335	46941817	118	1	29875
MACS_peak_3302	11	47281139	47281483	123	5	339322
MACS_peak_3303	11	47376829	47376999	124	1	95346
MACS_peak_3304	11	47475812	47476056	127	3	98813
MACS_peak_3305	11	47580071	47580432	130	3	104015
MACS_peak_3306	11	47743545	47743701	133	3	163113
MACS_peak_3307	11	47874933	47875285	134	1	131232
MACS_peak_3420	11	56793180	56793549	134	0	218863
MACS_peak_3421	11	57819592	57819874	145	11	1026043
MACS_peak_3426	11	58308933	58309300	145	0	17047
MACS_peak_3427	11	58585298	58585666	146	1	275998
MACS_peak_3428	11	58785975	58786253	146	0	200309
MACS_peak_3429	11	59173462	59173761	147	1	387209
MACS_peak_3431	11	59570135	59570424	147	0	395549
MACS_peak_3432	11	59779986	59780213	150	3	209562
MACS_peak_3433	11	59926196	59926485	151	1	145983
MACS_peak_3435	11	60033189	60033393	151	0	71814
MACS_peak_3436	11	60097798	60098169	152	1	64405
MACS_peak_3437	11	60110646	60110883	152	0	12477
MACS_peak_3438	11	60206505	60207277	153	1	95622
MACS_peak_3443	11	60372299	60372721	153	0	2858
MACS_peak_3444	11	60428186	60428384	155	2	55465
MACS_peak_3445	11	60654050	60654314	155	0	225666
MACS_peak_3446	11	60851968	60852714	156	1	197654
MACS_peak_3447	11	60853530	60853944	156	0	816
MACS_peak_3448	11	60897252	60897589	157	1	43308
MACS_peak_3449	11	60949350	60949576	158	1	51761
MACS_peak_3450	11	61213707	61213901	161	3	264131
MACS_peak_3451	11	61284449	61284701	161	0	70548
MACS_peak_3452	11	61439103	61439323	168	7	154402
MACS_peak_3453	11	61756615	61756892	168	0	317292
MACS_peak_3454	11	61783833	61784093	169	1	26941
MACS_peak_3455	11	61828931	61829122	170	1	44838
MACS_peak_3457	11	61921090	61921239	170	0	71259
MACS_peak_3458	11	62129969	62130409	171	1	208730
MACS_peak_3462	11	62473037	62473432	171	0	162557
MACS_peak_3463	11	62673422	62673755	180	9	199990
MACS_peak_3464	11	62742671	62742900	184	4	68916
MACS_peak_3465	11	62791626	62791868	189	5	48726
MACS_peak_3466	11	62807472	62807847	191	2	15604
MACS_peak_3467	11	62826092	62826423	191	0	18245
MACS_peak_3468	11	62833550	62833932	192	1	7127
MACS_peak_3469	11	62887601	62887970	193	1	53669
MACS_peak_3479	11	63506311	63506582	193	0	67876
MACS_peak_3480	11	64321044	64321293	216	23	814462
MACS_peak_3481	11	64555095	64555301	217	1	233802
MACS_peak_3482	11	64655397	64655701	217	0	100096
MACS_peak_3483	11	64880016	64880264	221	4	224315
MACS_peak_3484	11	65097421	65097786	226	5	217157
MACS_peak_3485	11	65278306	65278550	232	6	180520
MACS_peak_3486	11	65361344	65361550	233	1	82794
MACS_peak_3488	11	65479307	65479484	233	0	5322
MACS_peak_3489	11	65537231	65537526	234	1	57747
MACS_peak_3490	11	65612499	65612805	238	4	74973
MACS_peak_3491	11	65652213	65652398	239	1	39408
MACS_peak_3492	11	65756518	65756960	242	3	104120
MACS_peak_3493	11	65812635	65812939	243	1	55675
MACS_peak_3494	11	65861657	65862136	245	2	48718
MACS_peak_3495	11	65862476	65862855	245	0	340
MACS_peak_3496	11	65990181	65990392	250	5	127326
MACS_peak_3497	11	66050033	66050329	252	2	59641
MACS_peak_3498	11	66446041	66446296	262	10	395712
MACS_peak_3499	11	66462117	66462464	262	0	15821
MACS_peak_3500	11	66935810	66936008	275	13	473346
MACS_peak_3501	11	67113380	67113693	277	2	177372
MACS_peak_3502	11	67124393	67124604	278	1	10700
MACS_peak_3503	11	67138848	67139099	278	0	14244
MACS_peak_3504	11	67340153	67340471	282	4	201054
MACS_peak_3505	11	67381765	67381985	283	1	41294
MACS_peak_3506	11	67481382	67481717	287	4	99397
MACS_peak_3507	11	67559828	67560037	290	3	78111
MACS_peak_3508	11	67567333	67567610	290	0	7296
MACS_peak_3509	11	67615475	67615840	292	2	47865
MACS_peak_3510	11	67706422	67706832	293	1	90582
MACS_peak_3511	11	67973662	67973879	293	0	266830
MACS_peak_3512	11	68176527	68176814	298	5	202648
MACS_peak_3513	11	68400372	68400698	300	2	223558
MACS_peak_3514	11	68495373	68495555	301	1	94675
MACS_peak_3515	11	68717944	68718234	302	1	222389
MACS_peak_3517	11	68868879	68869229	302	0	100126
MACS_peak_3518	11	69485070	69485324	305	3	615841
MACS_peak_3519	11	69616341	69616722	305	0	131017
