gene_symbol	i_am_tf	gene_description	chromosome_name	upstream	upstream_source	downstream	organism	p_value
GATSL2	0	"GATS protein-like 2"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RNF125	0	"ring finger protein 125, E3 ubiquitin protein ligase"	chr18	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MBOAT2	0	"membrane bound O-acyltransferase domain containing 2"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
B3GNT2	0	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ARF5	0	"ADP-ribosylation factor 5"	chr7	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UBE2E2	0	"ubiquitin-conjugating enzyme E2E 2"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF280C	0	"zinc finger protein 280C"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF645	0	"zinc finger protein 645"	chrX	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZFP36L2	0	"ZFP36 ring finger protein-like 2"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PIWIL4	0	"piwi-like RNA-mediated gene silencing 4"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAB20	0	"RAB20, member RAS oncogene family"	chr13	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
