gene_symbol	i_am_tf	gene_description	chromosome_name	upstream	upstream_source	downstream	organism	p_value
ZNF552	0	"zinc finger protein 552"	chr19	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC23A1	0	"solute carrier family 23 (ascorbic acid transporter), member 1"	chr5	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR2AE1	0	"olfactory receptor, family 2, subfamily AE, member 1"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMEM257	0	"transmembrane protein 257"	chrX	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PHOSPHO2-KLHL23	0	"PHOSPHO2-KLHL23 readthrough"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KIAA1109	0	KIAA1109	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C9orf64	0	"chromosome 9 open reading frame 64"	chr9	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ARHGEF25	0	"Rho guanine nucleotide exchange factor (GEF) 25"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM170B	0	"family with sequence similarity 170, member B"	chr10	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CD5L	0	"CD5 molecule-like"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LRRC28	0	"leucine rich repeat containing 28"	chr15	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CXCR2	0	"chemokine (C-X-C motif) receptor 2"	chr2	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KDM7A	0	"lysine (K)-specific demethylase 7A"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FOXD4L3	0	"forkhead box D4-like 3"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC25A47	0	"solute carrier family 25, member 47"	chr14	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UBE2O	0	"ubiquitin-conjugating enzyme E2O"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
QSER1	0	"glutamine and serine rich 1"	chr11	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C22orf24	0	"chromosome 22 open reading frame 24"	chr22	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCT2	0	"chaperonin containing TCP1, subunit 2 (beta)"	chr12	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAMP2	0	"receptor (G protein-coupled) activity modifying protein 2"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ARL9	0	"ADP-ribosylation factor-like 9"	chr4	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ENTPD7	0	"ectonucleoside triphosphate diphosphohydrolase 7"	chr10	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OTP	0	"orthopedia homeobox"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GALNT6	0	"polypeptide N-acetylgalactosaminyltransferase 6"	chr12	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C6orf118	0	"chromosome 6 open reading frame 118"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMEM47	0	"transmembrane protein 47"	chrX	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DNASE2B	0	"deoxyribonuclease II beta"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PLEKHG1	0	"pleckstrin homology domain containing, family G (with RhoGef domain) member 1"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
XPO6	0	"exportin 6"	chr16	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CPO	0	"carboxypeptidase O"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RPS28	0	"ribosomal protein S28"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C12orf75	0	"chromosome 12 open reading frame 75"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IKBKE	0	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DPCR1	0	"diffuse panbronchiolitis critical region 1"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RPL36AL	0	"ribosomal protein L36a-like"	chr14	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PSMD14	0	"proteasome 26S subunit, non-ATPase 14"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
QRFP	0	"pyroglutamylated RFamide peptide"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RPL27A	0	"ribosomal protein L27a"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRR11	0	"proline rich 11"	chr17	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RILPL2	0	"Rab interacting lysosomal protein-like 2"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NOL12	0	"nucleolar protein 12"	chr22	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC30A4	0	"solute carrier family 30 (zinc transporter), member 4"	chr15	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BRF2	0	"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRRT1	0	"proline-rich transmembrane protein 1"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RNF25	0	"ring finger protein 25"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MSANTD3-TMEFF1	0	"MSANTD3-TMEFF1 readthrough"	chr9	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LRP10	0	"low density lipoprotein receptor-related protein 10"	chr14	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TAS2R5	0	"taste receptor, type 2, member 5"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HSP90B1	0	"heat shock protein 90kDa beta (Grp94), member 1"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ATP6V1E2	0	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GRPEL2	0	"GrpE-like 2, mitochondrial (E. coli)"	chr5	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SNAI2	0	"snail family zinc finger 2"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR52K1	0	"olfactory receptor, family 52, subfamily K, member 1"	chr11	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KRTAP6-2	0	"keratin associated protein 6-2"	chr21	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
S100A4	0	"S100 calcium binding protein A4"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FCGR1B	0	"Fc fragment of IgG, high affinity Ib, receptor (CD64)"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF710	0	"zinc finger protein 710"	chr15	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LOC389602	0	"uncharacterized LOC389602"	chr7	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KCNJ9	0	"potassium channel, inwardly rectifying subfamily J, member 9"	chr1	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OLIG1	0	"oligodendrocyte transcription factor 1"	chr21	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NDUFV2	0	"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa"	chr18	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC30	0	"coiled-coil domain containing 30"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HOTS	0	"H19 Opposite Tumor Suppressor"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PHF2	0	"PHD finger protein 2"	chr9	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STPG2	0	"sperm-tail PG-rich repeat containing 2"	chr4	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IL10RB	0	"interleukin 10 receptor, beta"	chr21	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ERAP2	0	"endoplasmic reticulum aminopeptidase 2"	chr5	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LRRC46	0	"leucine rich repeat containing 46"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BCDIN3D	0	"BCDIN3 domain containing"	chr12	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF287	0	"zinc finger protein 287"	chr17	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LILRA6	0	"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6"	chr19	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CMC1	0	"C-x(9)-C motif containing 1"	chr3	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PVRL2	0	"poliovirus receptor-related 2 (herpesvirus entry mediator B)"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IL1A	0	"interleukin 1, alpha"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KRTAP17-1	0	"keratin associated protein 17-1"	chr17	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FHAD1	0	"forkhead-associated (FHA) phosphopeptide binding domain 1"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MYH15	0	"myosin, heavy chain 15"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RBMXL2	0	"RNA binding motif protein, X-linked-like 2"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FOXO1	1	"forkhead box O1"	chr13	4	"Kulakovskiy 2013"	159	"Homo sapiens"	0.00001
GPR115	0	"G protein-coupled receptor 115"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FYCO1	0	"FYVE and coiled-coil domain containing 1"	chr3	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
